Timestamp,Average latency (ms)
2017-08-18 11:10:43,24
2017-08-18 11:10:44,23
2017-08-18 11:10:45,23
2017-08-18 11:10:49,23
2017-08-18 11:10:49,23
2017-08-18 11:10:53,25
2017-08-18 11:10:56,23
2017-08-18 11:10:56,23
2017-08-18 11:10:57,24
2017-08-18 11:10:57,23
2017-08-18 11:10:58,24
2017-08-18 11:11:00,24
2017-08-18 11:11:01,23
2017-08-18 11:11:03,23
2017-08-18 11:11:05,23
2017-08-18 11:11:07,23
2017-08-18 11:11:09,24
2017-08-18 11:11:10,23
2017-08-18 11:11:12,23
2017-08-18 11:11:15,23
2017-08-18 11:11:15,23
2017-08-18 11:11:16,23
2017-08-18 11:11:18,24
2017-08-18 11:11:21,23
2017-08-18 11:11:23,23
2017-08-18 11:11:25,23
2017-08-18 11:11:26,23
2017-08-18 11:11:30,23
2017-08-18 11:11:32,22
2017-08-18 11:11:33,23
2017-08-18 11:11:33,23
2017-08-18 11:11:34,24
2017-08-18 11:11:34,24
2017-08-18 11:11:35,24
2017-08-18 11:11:37,23
2017-08-18 11:11:39,24
2017-08-18 11:11:48,23
2017-08-18 11:11:50,24
2017-08-18 11:11:55,24
2017-08-18 11:11:57,23
2017-08-18 11:11:58,23
2017-08-18 11:12:02,23
2017-08-18 11:12:04,23
2017-08-18 11:12:04,23
2017-08-18 11:12:11,24
2017-08-18 11:12:15,24
2017-08-18 11:12:16,23
2017-08-18 11:12:17,22
2017-08-18 11:12:20,23
2017-08-18 11:12:21,23
2017-08-18 11:12:22,22
2017-08-18 11:12:24,22
2017-08-18 11:12:31,23
2017-08-18 11:12:33,24
2017-08-18 11:12:34,24
2017-08-18 11:12:35,24
2017-08-18 11:12:36,24
2017-08-18 11:12:37,24
2017-08-18 11:12:37,23
2017-08-18 11:12:38,24
2017-08-18 11:12:42,23
2017-08-18 11:12:44,24
2017-08-18 11:12:45,24
2017-08-18 11:12:48,22
2017-08-18 11:12:48,23
2017-08-18 11:12:51,23
2017-08-18 11:12:53,24
2017-08-18 11:12:58,23
2017-08-18 11:13:00,22
2017-08-18 11:13:02,22
2017-08-18 11:13:04,24
2017-08-18 11:13:04,23
2017-08-18 11:13:04,23
2017-08-18 11:13:05,22
2017-08-18 11:13:06,23
2017-08-18 11:13:07,22
2017-08-18 11:13:08,22
2017-08-18 11:13:08,24
2017-08-18 11:13:09,23
2017-08-18 11:13:14,22
2017-08-18 11:13:15,23
2017-08-18 11:13:16,22
2017-08-18 11:13:18,22
2017-08-18 11:13:19,23
2017-08-18 11:13:19,23
2017-08-18 11:13:23,23
2017-08-18 11:13:25,23
2017-08-18 11:13:27,23
2017-08-18 11:13:38,23
2017-08-18 11:13:40,24
2017-08-18 11:13:41,23
2017-08-18 11:13:46,22
2017-08-18 11:13:47,23
2017-08-18 11:13:47,23
2017-08-18 11:13:48,22
2017-08-18 11:13:48,22
2017-08-18 11:13:49,23
2017-08-18 11:13:50,24
2017-08-18 11:13:50,23
2017-08-18 11:13:51,22
2017-08-18 11:13:53,22
2017-08-18 11:13:54,24
2017-08-18 11:13:55,22
2017-08-18 11:13:57,23
2017-08-18 11:13:57,23
2017-08-18 11:13:59,22
2017-08-18 11:13:59,22
2017-08-18 11:14:03,23
2017-08-18 11:14:04,23
2017-08-18 11:14:07,22
2017-08-18 11:14:09,23
2017-08-18 11:14:13,23
2017-08-18 11:14:13,23
2017-08-18 11:14:14,22
2017-08-18 11:14:16,23
2017-08-18 11:14:18,23
2017-08-18 11:14:19,22
2017-08-18 11:14:22,23
2017-08-18 11:14:22,24
2017-08-18 11:14:22,23
2017-08-18 11:14:29,24
2017-08-18 11:14:32,22
2017-08-18 11:14:33,22
2017-08-18 11:14:33,23
2017-08-18 11:14:37,22
2017-08-18 11:14:41,22
2017-08-18 11:14:42,22
2017-08-18 11:14:45,22
2017-08-18 11:14:48,24
2017-08-18 11:14:48,23
2017-08-18 11:14:49,23
2017-08-18 11:14:50,24
2017-08-18 11:14:51,22
2017-08-18 11:14:51,23
2017-08-18 11:14:51,22
2017-08-18 11:14:52,23
2017-08-18 11:14:55,23
2017-08-18 11:14:55,23
2017-08-18 11:14:57,22
2017-08-18 11:15:05,24
2017-08-18 11:15:06,24
2017-08-18 11:15:06,24
2017-08-18 11:15:08,23
2017-08-18 11:15:09,23
2017-08-18 11:15:10,22
2017-08-18 11:15:13,22
2017-08-18 11:15:14,22
2017-08-18 11:15:15,22
2017-08-18 11:15:17,24
2017-08-18 11:15:26,23
2017-08-18 11:15:29,23
2017-08-18 11:15:30,23
2017-08-18 11:15:30,23
2017-08-18 11:15:30,24
2017-08-18 11:15:31,23
2017-08-18 11:15:32,22
2017-08-18 11:15:32,23
2017-08-18 11:15:34,24
2017-08-18 11:15:35,24
2017-08-18 11:15:36,24
2017-08-18 11:15:38,21
2017-08-18 11:15:39,22
2017-08-18 11:15:44,24
2017-08-18 11:15:45,23
2017-08-18 11:15:46,23
2017-08-18 11:15:48,24
2017-08-18 11:15:49,22
2017-08-18 11:15:49,24
2017-08-18 11:15:52,23
2017-08-18 11:15:54,23
2017-08-18 11:15:56,24
2017-08-18 11:15:57,24
2017-08-18 11:15:58,414
2017-08-18 11:15:58,23
2017-08-18 11:16:01,24
2017-08-18 11:16:01,23
2017-08-18 11:16:03,23
2017-08-18 11:16:03,23
2017-08-18 11:16:06,21
2017-08-18 11:16:07,23
2017-08-18 11:16:07,25
2017-08-18 11:16:08,23
2017-08-18 11:16:11,23
2017-08-18 11:16:14,23
2017-08-18 11:16:23,24
2017-08-18 11:16:25,23
2017-08-18 11:16:26,23
2017-08-18 11:16:28,21
2017-08-18 11:16:29,22
2017-08-18 11:16:33,23
2017-08-18 11:16:35,23
2017-08-18 11:16:35,23
2017-08-18 11:16:38,23
2017-08-18 11:16:40,23
2017-08-18 11:16:45,23
2017-08-18 11:16:47,23
2017-08-18 11:16:50,23
2017-08-18 11:16:50,24
2017-08-18 11:16:57,22
2017-08-18 11:16:57,24
2017-08-18 11:17:00,22
2017-08-18 11:17:01,22
2017-08-18 11:17:05,23
2017-08-18 11:17:07,22
2017-08-18 11:17:10,22
2017-08-18 11:17:15,24
2017-08-18 11:17:16,24
2017-08-18 11:17:16,23
2017-08-18 11:17:18,23
2017-08-18 11:17:18,24
2017-08-18 11:17:28,23
2017-08-18 11:17:30,23
2017-08-18 11:17:36,24
2017-08-18 11:17:36,23
2017-08-18 11:17:38,23
2017-08-18 11:17:40,24
2017-08-18 11:17:44,24
2017-08-18 11:17:50,23
2017-08-18 11:17:51,23
2017-08-18 11:17:52,23
2017-08-18 11:17:52,24
2017-08-18 11:18:01,24
2017-08-18 11:18:02,23
2017-08-18 11:18:04,23
2017-08-18 11:18:05,23
2017-08-18 11:18:07,23
2017-08-18 11:18:09,22
2017-08-18 11:18:09,22
2017-08-18 11:18:10,22
2017-08-18 11:18:11,21
2017-08-18 11:18:12,21
2017-08-18 11:18:12,22
2017-08-18 11:18:13,22
2017-08-18 11:18:25,23
2017-08-18 11:18:30,23
2017-08-18 11:18:36,24
2017-08-18 11:18:44,23
2017-08-18 11:18:48,23
2017-08-18 11:18:49,24
2017-08-18 11:18:50,22
2017-08-18 11:18:51,24
2017-08-18 11:18:52,24
2017-08-18 11:18:52,23
2017-08-18 11:18:53,23
2017-08-18 11:18:53,23
2017-08-18 11:18:54,22
2017-08-18 11:18:57,22
2017-08-18 11:18:57,23
2017-08-18 11:18:58,22
2017-08-18 11:19:01,22
2017-08-18 11:19:02,23
2017-08-18 11:19:04,23
2017-08-18 11:19:05,22
2017-08-18 11:19:05,22
2017-08-18 11:19:08,22
2017-08-18 11:19:08,22
2017-08-18 11:19:09,22
2017-08-18 11:19:09,22
2017-08-18 11:19:14,23
2017-08-18 11:19:15,22
2017-08-18 11:19:15,22
2017-08-18 11:19:16,22
2017-08-18 11:19:18,22
2017-08-18 11:19:19,22
2017-08-18 11:19:22,22
2017-08-18 11:19:24,22
2017-08-18 11:19:27,22
2017-08-18 11:19:30,22
2017-08-18 11:19:31,22
2017-08-18 11:19:33,22
2017-08-18 11:19:41,22
2017-08-18 11:19:43,22
2017-08-18 11:19:47,22
2017-08-18 11:19:48,22
2017-08-18 11:19:51,22
2017-08-18 11:19:53,22
2017-08-18 11:19:56,22
2017-08-18 11:19:57,22
2017-08-18 11:19:57,22
2017-08-18 11:20:06,22
2017-08-18 11:20:14,22
2017-08-18 11:20:18,22
2017-08-18 11:20:19,22
2017-08-18 11:20:21,21
2017-08-18 11:20:23,23
2017-08-18 11:20:23,22
2017-08-18 11:20:27,22
2017-08-18 11:20:29,22
2017-08-18 11:20:33,23
2017-08-18 11:20:34,22
2017-08-18 11:20:41,22
2017-08-18 11:20:41,22
2017-08-18 11:20:42,22
2017-08-18 11:20:43,22
2017-08-18 11:20:47,22
2017-08-18 11:20:48,22
2017-08-18 11:20:48,22
2017-08-18 11:20:51,22
2017-08-18 11:20:52,22
2017-08-18 11:20:54,24
2017-08-18 11:20:56,23
2017-08-18 11:20:58,23
2017-08-18 11:21:00,23
2017-08-18 11:21:00,23
2017-08-18 11:21:07,24
2017-08-18 11:21:09,24
2017-08-18 11:21:09,24
2017-08-18 11:21:19,23
2017-08-18 11:21:19,23
2017-08-18 11:21:22,22
2017-08-18 11:21:25,23
2017-08-18 11:21:25,23
2017-08-18 11:21:33,23
2017-08-18 11:21:33,22
2017-08-18 11:21:35,23
2017-08-18 11:21:37,22
2017-08-18 11:21:38,23
2017-08-18 11:21:38,23
2017-08-18 11:21:39,23
2017-08-18 11:21:39,23
2017-08-18 11:21:41,23
2017-08-18 11:21:41,23
2017-08-18 11:21:44,22
2017-08-18 11:21:47,23
2017-08-18 11:21:47,23
2017-08-18 11:21:48,23
2017-08-18 11:21:49,23
2017-08-18 11:21:51,23
2017-08-18 11:21:53,23
2017-08-18 11:21:55,22
2017-08-18 11:21:58,23
2017-08-18 11:22:02,22
2017-08-18 11:22:06,22
2017-08-18 11:22:12,23
2017-08-18 11:22:14,23
2017-08-18 11:22:17,23
2017-08-18 11:22:18,24
2017-08-18 11:22:20,23
2017-08-18 11:22:21,24
2017-08-18 11:22:21,23
2017-08-18 11:22:22,23
2017-08-18 11:22:25,24
2017-08-18 11:22:26,24
2017-08-18 11:22:29,23
2017-08-18 11:22:30,24
2017-08-18 11:22:31,24
2017-08-18 11:22:31,23
2017-08-18 11:22:36,24
2017-08-18 11:22:37,24
2017-08-18 11:22:37,24
2017-08-18 11:22:37,24
2017-08-18 11:22:38,24
2017-08-18 11:22:38,24
2017-08-18 11:22:40,23
2017-08-18 11:22:40,25
2017-08-18 11:22:45,25
2017-08-18 11:22:47,24
2017-08-18 11:22:48,24
2017-08-18 11:22:49,24
2017-08-18 11:22:51,24
2017-08-18 11:22:51,25
2017-08-18 11:22:53,23
2017-08-18 11:22:53,24
2017-08-18 11:22:56,24
2017-08-18 11:22:57,24
2017-08-18 11:22:58,24
2017-08-18 11:22:59,24
2017-08-18 11:23:03,24
2017-08-18 11:23:04,24
2017-08-18 11:23:05,24
2017-08-18 11:23:09,24
2017-08-18 11:23:09,23
2017-08-18 11:23:10,24
2017-08-18 11:23:14,23
2017-08-18 11:23:14,23
2017-08-18 11:23:15,23
2017-08-18 11:23:16,23
2017-08-18 11:23:19,23
2017-08-18 11:23:19,23
2017-08-18 11:23:20,23
2017-08-18 11:23:20,23
2017-08-18 11:23:22,23
2017-08-18 11:23:23,24
2017-08-18 11:23:25,24
2017-08-18 11:23:27,23
2017-08-18 11:23:29,23
2017-08-18 11:23:29,23
2017-08-18 11:23:34,23
2017-08-18 11:23:34,23
2017-08-18 11:23:35,22
2017-08-18 11:23:39,23
2017-08-18 11:23:40,23
2017-08-18 11:23:43,23
2017-08-18 11:23:49,22
2017-08-18 11:23:49,23
2017-08-18 11:23:49,25
2017-08-18 11:23:50,23
2017-08-18 11:23:53,23
2017-08-18 11:23:55,24
2017-08-18 11:23:56,23
2017-08-18 11:23:57,23
2017-08-18 11:23:57,23
2017-08-18 11:23:57,24
2017-08-18 11:23:58,23
2017-08-18 11:24:02,23
2017-08-18 11:24:02,22
2017-08-18 11:24:03,27
2017-08-18 11:24:05,23
2017-08-18 11:24:10,23
2017-08-18 11:24:18,23
2017-08-18 11:24:20,23
2017-08-18 11:24:23,23
2017-08-18 11:24:23,24
2017-08-18 11:24:26,23
2017-08-18 11:24:28,23
2017-08-18 11:24:33,23
2017-08-18 11:24:35,23
2017-08-18 11:24:36,22
2017-08-18 11:24:39,22
2017-08-18 11:24:43,23
