Expected distinct count
3618
4368
4488
5232
5220
5250
5418
5298
5316
5289
5300
5340
5280
5364
5370
5382
5406
5364
5358
5370
5358
5346
5352
5334
5412
5338
5377
5364
5328
5382
5328
5346
5352
5346
5394
5370
5370
5268
5406
5388
5412
5358
5358
5346
5364
5352
5364
5364
5382
5304
5340
5268
5274
5406
5340
5370
5364
5352
5358
5424
5370
5424
5341
5387
5352
5370
5388
5406
5400
5406
5412
5370
5358
5400
5400
5394
5376
5382
5382
5394
5364
5274
5268
5280
5298
5238
5322
5076
5382
5310
5280
5214
5400
5424
5286
5400
5364
5400
5364
5388
5400
5388
5394
5376
5394
5316
5388
5352
5376
5406
5220
5238
