events in window,avgHumidity
 344, 5313.604651162791
 396, 5015.69191919192
 316, 5230.876582278481
 76, 5324.789473684211
 398, 4974.507537688442
 402, 4977.793532338308
 169, 5186.698224852071
 227, 4951.819383259912
 392, 4880.548469387755
 350, 5016.754285714285
 78, 4728.666666666667
 368, 5129.3125
 142, 4994.288732394366
 453, 5015.9293598234
 217, 5177.470046082949
 389, 4891.334190231362
 239, 5288.677824267783
 299, 4953.541806020067
 178, 4929.258426966292
 260, 4924.907692307693
 213, 4912.098591549296
 399, 4890.661654135339
 465, 5144.458064516129
 87, 4600.298850574713
 346, 4793.693641618497
 633, 5206.714060031595
 12, 5495.333333333333
 184, 5280.16847826087
 326, 4977.340490797546
 242, 5290.51652892562
 9, 4935.222222222223
 495, 5016.80404040404
 413, 4947.467312348668
 349, 5136.76217765043
 155, 4978.290322580645
 229, 4601.838427947599
 165, 5192.472727272727
 400, 5237.405
 110, 5008.372727272727
 266, 5317.755639097744
 400, 5027.295
 144, 4927.472222222223
 463, 4857.401727861771
 182, 5149.065934065934
 360, 5150.794444444445
 185, 5095.65945945946
 208, 4739.403846153846
 126, 5236.658730158731
 373, 5270.144772117962
 251, 4895.745019920319
 211, 4803.113744075829
 340, 5019.717647058824
 223, 5037.071748878924
 422, 4776.054502369669
 208, 4897.822115384615
 371, 5121.102425876011
 617, 4820.124797406807
 83, 5339.277108433735
 298, 5244.147651006711
 121, 4926.752066115702
 295, 5000.884745762712
 92, 4795.869565217391
 504, 4811.561507936508
 68, 4425.132352941177
 390, 4941.025641025641
 281, 5054.138790035588
 97, 4991.762886597938
 172, 5056.988372093023
 395, 5060.306329113924
 320, 5106.328125
 113, 5202.654867256637
 194, 4889.020618556701
 94, 4776.585106382979
 151, 4976.715231788079
 305, 4964.609836065574
 256, 5222.9140625
 221, 5040.579185520362
 125, 5241.416
 368, 4836.497282608696
 205, 5043.746341463415
 339, 5070.761061946902
 444, 5048.360360360361
 314, 5058.519108280255
 103, 5259.135922330097
 289, 5021.81660899654
 69, 4661.173913043478
 498, 5207.40562248996
 122, 4486.680327868852
 189, 4905.359788359789
 92, 4927.20652173913
 161, 5024.223602484472
 292, 4953.006849315068
 67, 5409.20895522388
 360, 4834.238888888889
 123, 5213.715447154472
 326, 5086.800613496933
 89, 5019.752808988764
 317, 4742.17665615142
 387, 4806.50645994832
 200, 5111.32
 342, 4982.061403508772
 380, 4921.902631578947
 104, 5118.134615384615
 459, 5066.867102396514
 188, 5061.88829787234
 113, 5015.672566371682
 295, 4827.427118644067
 86, 4639.093023255814
 381, 5033.4593175853015
 112, 5169.892857142857
 182, 4862.461538461538
 95, 4571.210526315789
 161, 5020.242236024845
 77, 4988.12987012987
 390, 5251.297435897436
 294, 4995.173469387755
 146, 4860.938356164384
 148, 4887.175675675676
 183, 5048.781420765027
 471, 5156.23779193206
 249, 4933.6706827309235
 147, 5339.367346938776
 572, 5147.604895104895
 70, 5244.057142857143
 370, 5037.905405405405
 87, 4692.068965517241
 340, 4900.197058823529
 66, 5448.924242424242
 48, 4971.3125
 129, 5134.829457364341
 52, 4755.576923076923
 46, 4707.804347826087
 31, 5252.290322580645
 108, 4803.648148148148
 91, 5337.3626373626375
 223, 5081.695067264574
 366, 4769.256830601093
 226, 4903.33628318584
 222, 5266.076576576576
 174, 5028.057471264367
 88, 4938.715909090909
 192, 5281.989583333333
 58, 4473.8448275862065
 385, 5043.249350649351
 255, 5292.792156862745
 84, 4556.892857142857
 175, 4817.022857142857
 88, 5217.295454545455
 385, 5281.823376623377
 60, 4789.2
 399, 5045.558897243108
 197, 4930.918781725888
 332, 4683.873493975903
 280, 5082.728571428572
 404, 4985.425742574257
 167, 5071.520958083833
 144, 4338.416666666667
 274, 5150.80291970803
 264, 4968.893939393939
 77, 5263.272727272727
 46, 5077.652173913043
 27, 4813.962962962963
 21, 5422.0952380952385
 41, 5323.658536585366
 108, 4579.055555555556
 143, 5423.923076923077
 275, 4862.312727272727
 271, 4835.261992619926
 106, 5377.094339622641
 199, 5275.969849246231
 101, 4784.217821782178
 436, 4954.431192660551
 85, 4977.611764705883
 285, 4825.877192982456
 439, 4958.257403189066
 115, 5183.626086956522
 272, 5131.863970588235
 109, 4611.853211009175
 399, 4943.170426065163
 80, 5456.1
 283, 4945.187279151944
 143, 5146.307692307692
 86, 4968.941860465116
 121, 4369.099173553719
 191, 5216.282722513089
 247, 5124.55060728745
 290, 5238.748275862069
 247, 5006.931174089069
 90, 4968.766666666666
 22, 4452.909090909091
 168, 5176.065476190476
 112, 4738.517857142857
 391, 4903.846547314578
 200, 5044.14
 21, 3980.5714285714284
 163, 5130.644171779141
 133, 5376.729323308271
 352, 4932.798295454545
