Timestamp,Average latency (ms)
2017-08-18 09:34:10,1045
2017-08-18 09:34:20,1045
2017-08-18 09:34:30,45
2017-08-18 09:34:40,1046
2017-08-18 09:34:50,1046
2017-08-18 09:35:00,1033
2017-08-18 09:35:10,1033
2017-08-18 09:35:20,1032
2017-08-18 09:35:30,33
2017-08-18 09:35:40,1034
2017-08-18 09:35:50,1034
2017-08-18 09:36:00,1035
2017-08-18 09:36:10,117
2017-08-18 09:36:20,117
2017-08-18 09:36:30,117
2017-08-18 09:36:40,117
2017-08-18 09:36:50,118
2017-08-18 09:37:00,1105
2017-08-18 09:37:10,105
2017-08-18 09:37:20,105
2017-08-18 09:37:30,105
2017-08-18 09:37:40,114
2017-08-18 09:37:50,105
2017-08-18 09:38:00,1093
2017-08-18 09:38:10,1094
2017-08-18 09:38:20,95
2017-08-18 09:38:30,96
2017-08-18 09:38:40,1095
2017-08-18 09:38:50,95
2017-08-18 09:39:00,1077
2017-08-18 09:39:10,1078
2017-08-18 09:39:20,78
2017-08-18 09:39:30,78
2017-08-18 09:39:40,1078
2017-08-18 09:39:50,78
2017-08-18 09:40:00,1063
2017-08-18 09:40:10,1063
2017-08-18 09:40:20,64
2017-08-18 09:40:30,64
2017-08-18 09:40:40,1064
2017-08-18 09:40:50,1065
2017-08-18 09:41:00,1048
2017-08-18 09:41:10,1049
2017-08-18 09:41:20,1049
2017-08-18 09:41:30,50
2017-08-18 09:41:40,1051
2017-08-18 09:41:50,1052
2017-08-18 09:42:00,1037
2017-08-18 09:42:10,1037
2017-08-18 09:42:20,1038
2017-08-18 09:42:30,1038
2017-08-18 09:42:40,1039
2017-08-18 09:42:50,1042
2017-08-18 09:43:00,1038
2017-08-18 09:43:10,106
2017-08-18 09:43:20,106
2017-08-18 09:43:30,106
2017-08-18 09:43:40,108
2017-08-18 09:43:50,109
2017-08-18 09:44:00,1088
2017-08-18 09:44:10,1089
2017-08-18 09:44:20,89
2017-08-18 09:44:30,89
2017-08-18 09:44:40,1089
2017-08-18 09:44:50,89
2017-08-18 09:45:00,1074
2017-08-18 09:45:10,1074
2017-08-18 09:45:20,74
2017-08-18 09:45:30,74
2017-08-18 09:45:40,1075
2017-08-18 09:45:50,75
2017-08-18 09:46:00,1058
2017-08-18 09:46:10,1059
2017-08-18 09:46:20,1058
2017-08-18 09:46:30,58
2017-08-18 09:46:40,1059
2017-08-18 09:46:50,1059
2017-08-18 09:47:00,1026
2017-08-18 09:47:10,2027
2017-08-18 09:47:20,11027
