events count, average value,lower bound - 0.3, upper bound - 0.3, timeSpent
1806,5144.81339978,3601.36937984,6688.25741971,3011
1807,5144.63087991,3601.24161594,6688.02014388,3013
1808,5143.83019912,3600.68113938,6686.97925885,3014
1809,5145.60420122,3601.92294085,6689.28546158,3015
1810,5145.40552486,3601.7838674,6689.02718232,3016
1811,5147.16289343,3603.0140254,6691.31176146,3017
1812,5145.34437086,3601.7410596,6688.94768212,3018
1813,5147.41202427,3603.18841699,6691.63563155,3019
1814,5147.66868798,3603.36808159,6691.96929438,3021
1815,5149.10082645,3604.37057851,6693.83107438,3022
1816,5149.76321586,3604.8342511,6694.69218062,3023
1817,5148.08970831,3603.66279582,6692.5166208,3024
1818,5150.05885589,3605.04119912,6695.07651265,3025
1819,5148.23474437,3603.76432106,6692.70516767,3026
1820,5146.31153846,3602.41807692,6690.205,3028
1821,5148.06315211,3603.64420648,6692.48209775,3029
1822,5150.60592755,3605.42414929,6695.78770582,3030
1823,5153.00164564,3607.10115195,6698.90213933,3031
1824,5153.26260965,3607.28382675,6699.24139254,3032
1825,5152.62082192,3606.83457534,6698.40706849,3033
1826,5151.48083242,3606.03658269,6696.92508215,3035
1827,5149.8347017,3604.88429119,6694.78511221,3036
1828,5149.20678337,3604.44474836,6693.96881838,3037
1829,5150.95407326,3605.66785128,6696.24029524,3038
1830,5149.98961749,3604.99273224,6694.98650273,3039
1831,5152.44401966,3606.71081376,6698.17722556,3040
1832,5151.74181223,3606.21926856,6697.2643559,3042
1833,5153.51718494,3607.46202946,6699.57234043,3043
1834,5151.82660851,3606.27862595,6697.37459106,3043
1835,5150.13188011,3605.09231608,6695.17144414,3043
1836,5150.47440087,3605.33208061,6695.61672113,3044
1837,5152.34784976,3606.64349483,6698.05220468,3044
1838,5152.36398259,3606.65478781,6698.07317737,3045
1839,5150.65959761,3605.46171833,6695.85747689,3045
1840,5151.88369565,3606.31858696,6697.44880435,3046
1841,5149.89027702,3604.92319392,6694.85736013,3046
1842,5148.52008686,3603.9640608,6693.07611292,3046
1843,5146.8556701,3602.79896907,6690.91237113,3047
1844,5146.97668113,3602.88367679,6691.06968547,3047
1845,5149.2200542,3604.45403794,6693.98607046,3057
1846,5148.44829453,3603.91380617,6692.98278289,3057
1847,5148.69534632,3604.08674242,6693.30395022,3058
1848,5148.91238507,3604.23866955,6693.58610059,3058
1849,5147.30498375,3603.11348862,6691.49647887,3058
1850,5150.08756757,3605.0612973,6695.11383784,3058
1851,5151.95191788,3606.36634252,6697.53749325,3059
1852,5153.49028078,3607.44319654,6699.53736501,3059
1853,5154.35240151,3608.04668106,6700.65812196,3059
1854,5151.8824164,3606.31769148,6697.44714132,3060
1855,5154.08247978,3607.85773585,6700.30722372,3061
1856,5154.54525862,3608.18168103,6700.90883621,3063
1857,5154.97630587,3608.48341411,6701.46919763,3064
1858,5156.32723358,3609.42906351,6703.22540366,3064
1859,5157.11511565,3609.98058096,6704.24965035,3064
1860,5154.74959699,3608.32471789,6701.17447609,3064
1861,5156.53387097,3609.57370968,6703.49403226,3064
1862,5155.56659506,3608.89661654,6702.23657358,3065
1863,5153.14324034,3607.20026824,6699.08621245,3065
1864,5155.28395062,3608.69876543,6701.8691358,3065
1865,5152.9463807,3607.06246649,6698.83029491,3066
1866,5152.8210075,3606.97470525,6698.66730975,3068
1867,5155.43522484,3608.80465739,6702.06579229,3068
1868,5153.08837708,3607.16186395,6699.0148902,3068
1869,5158.75347594,3611.12743316,6706.37951872,3068
1870,5157.8459069,3610.49213483,6705.19967897,3068
1871,5154.12606838,3607.88824786,6700.36388889,3068
1872,5156.28006414,3609.3960449,6703.16408338,3069
1873,5152.99359317,3607.09551522,6698.89167112,3069
1874,5152.17929562,3606.52550694,6697.83308431,3070
1875,5151.65138593,3606.15597015,6697.14680171,3071
1876,5150.0864,3605.06048,6695.11232,3072
1877,5149.5167821,3604.66174747,6694.37181673,3072
1878,5148.57667732,3604.00367412,6693.14968051,3073
1879,5147.14901543,3603.0043108,6691.29372006,3074
1880,5145.72553191,3602.00787234,6689.44319149,3075
1881,5145.61509835,3601.93056885,6689.29962786,3076
1882,5147.19978746,3603.03985122,6691.3597237,3078
1883,5145.55337228,3601.88736059,6689.21938396,3079
1884,5146.15923567,3602.31146497,6690.00700637,3080
1885,5146.7204244,3602.70429708,6690.73655172,3081
1886,5147.72481442,3603.4073701,6692.04225875,3082
1887,5146.99629041,3602.89740329,6691.09517753,3083
1888,5145.1779661,3601.62457627,6688.73135593,3084
1889,5142.8607729,3600.00254103,6685.71900476,3085
1890,5141.12910053,3598.79037037,6683.46783069,3087
1891,5139.26546801,3597.4858276,6681.04510841,3088
1892,5139.04545455,3597.33181818,6680.75909091,3089
1893,5139.54041204,3597.67828843,6681.40253566,3091
1894,5138.78458289,3597.14920803,6680.41995776,3093
1895,5139.77044855,3597.83931398,6681.70158311,3094
1896,5139.73364979,3597.81355485,6681.65374473,3095
1897,5141.99420137,3599.39594096,6684.59246178,3096
1898,5141.84246575,3599.28972603,6684.39520548,3097
1899,5141.91205898,3599.33844128,6684.48567667,3098
1900,5143.22263158,3600.25584211,6686.18942105,3099
1901,5141.432404,3599.0026828,6683.8621252,3100
1902,5141.56887487,3599.09821241,6684.03953733,3102
1903,5141.36731477,3598.95712034,6683.7775092,3103
1904,5140.91334034,3598.63933824,6683.18734244,3104
1905,5142.12335958,3599.48635171,6684.76036745,3105
1906,5140.08866737,3598.06206716,6682.11526758,3106
1907,5137.59884636,3596.31919245,6678.87850026,3107
1908,5135.12002096,3594.58401468,6675.65602725,3109
1909,5133.87637507,3593.71346255,6674.03928759,3110
1910,5135.97591623,3595.18314136,6676.7686911,3111
1911,5136.22082679,3595.35457875,6677.08707483,3112
1912,5135.09780335,3594.56846234,6675.62714435,3113
1913,5136.75797177,3595.73058024,6677.7853633,3115
1914,5138.85788924,3597.20052247,6680.51525601,3116
1915,5138.25326371,3596.7772846,6679.72924282,3117
1916,5140.25313152,3598.17719207,6682.32907098,3118
1917,5141.37976004,3598.96583203,6683.79368805,3120
1918,5139.90510949,3597.93357664,6681.87664234,3121
1919,5141.55810318,3599.09067223,6684.02553413,3122
1920,5143.31354167,3600.31947917,6686.30760417,3123
1921,5141.52160333,3599.06512233,6683.97808433,3124
1922,5141.04994797,3598.73496358,6683.36493236,3125
1923,5141.00156006,3598.70109204,6683.30202808,3127
1924,5143.06444906,3600.14511435,6685.98378378,3128
1925,5144.83844156,3601.38690909,6688.28997403,3129
1926,5142.92990654,3600.05093458,6685.8088785,3130
1927,5143.80747276,3600.66523093,6686.94971458,3131
1928,5145.27334025,3601.69133817,6688.85534232,3132
1929,5145.67340591,3601.97138414,6689.37542768,3134
1930,5143.25751295,3600.28025907,6686.23476684,3135
1931,5142.29725531,3599.60807872,6684.9864319,3136
1932,5140.32919255,3598.23043478,6682.42795031,3136
1933,5139.08790072,3597.36153051,6680.81427094,3136
1934,5140.22090016,3598.15463011,6682.2871702,3136
1935,5138.73178295,3597.11224806,6680.35131783,3137
1936,5140.91017037,3598.63711926,6683.18322148,3137
1937,5140.69989669,3598.48992769,6682.9098657,3138
1938,5138.76831785,3597.1378225,6680.39881321,3138
1939,5140.59876225,3598.41913357,6682.77839092,3139
1940,5139.01082474,3597.30757732,6680.71407216,3140
1941,5137.89386914,3596.5257084,6679.26202988,3140
1942,5137.00720906,3595.90504634,6678.10937178,3140
1943,5136.19660319,3595.33762223,6677.05558415,3140
1944,5134.67695473,3594.27386831,6675.08004115,3141
1945,5133.47095116,3593.42966581,6673.5122365,3141
1946,5132.3605547,3592.65238829,6672.06872111,3141
1947,5132.56526208,3592.79568345,6672.3348407,3142
1948,5129.84394251,3590.89075975,6668.79712526,3142
1949,5128.54951257,3589.9846588,6667.11436634,3144
1950,5126.63538462,3588.64476923,6664.626,3145
1951,5126.77396207,3588.74177345,6664.80615069,3146
1952,5126.66444672,3588.6651127,6664.66378074,3150
1953,5127.65847414,3589.3609319,6665.95601639,3151
1954,5128.02814739,3589.61970317,6666.43659161,3152
1955,5128.57289003,3590.00102302,6667.14475703,3154
1956,5127.03629857,3588.925409,6665.14718814,3155
1957,5126.82881962,3588.78017374,6664.87746551,3155
1958,5127.51991828,3589.2639428,6665.77589377,3155
1959,5126.40071465,3588.48050026,6664.32092905,3156
1960,5127.89591837,3589.52714286,6666.26469388,3157
1961,5126.0209077,3588.21463539,6663.82718001,3158
1962,5123.78083588,3586.64658512,6660.91508665,3160
1963,5121.82322975,3585.27626083,6658.37019868,3161
1964,5124.10692464,3586.87484725,6661.33900204,3162
1965,5124.82188295,3587.37531807,6662.26844784,3163
1966,5122.53153611,3585.77207528,6659.29099695,3164
1967,5121.27758007,3584.89430605,6657.66085409,3165
1968,5123.01981707,3586.11387195,6659.9257622,3167
1969,5120.50939563,3584.35657694,6656.66221432,3168
1970,5119.62284264,3583.73598985,6655.50969543,3169
1971,5121.31659056,3584.92161339,6657.71156773,3170
1972,5121.42241379,3584.99568966,6657.84913793,3171
1973,5122.33755702,3585.63628991,6659.03882413,3173
1974,5122.5704154,3585.79929078,6659.34154002,3174
1975,5121.98531646,3585.38972152,6658.58091139,3175
1976,5119.6361336,3583.74529352,6655.52697368,3176
1977,5117.27617602,3582.09332322,6652.45902883,3177
1978,5118.88877654,3583.22214358,6654.5554095,3177
1979,5120.32036382,3584.22425467,6656.41647297,3177
1980,5118.35909091,3582.85136364,6653.86681818,3178
1981,5120.00504796,3584.00353357,6656.00656234,3180
1982,5121.14473021,3584.80131114,6657.48814927,3180
1983,5121.66851665,3585.16796165,6658.16907164,3180
1984,5121.7671371,3585.23699597,6658.29727823,3181
1985,5121.41410579,3584.98987406,6657.83833753,3182
1986,5122.04733132,3585.43313192,6658.66153072,3182
1987,5122.39859084,3585.67901359,6659.11816809,3183
1988,5120.15291751,3584.10704225,6656.19879276,3184
1989,5118.32176973,3582.82523881,6653.81830065,3185
1990,5119.09698492,3583.36788945,6654.8260804,3187
1991,5117.63385234,3582.34369663,6652.92400804,3188
1992,5119.8689759,3583.90828313,6655.82966867,3189
1993,5119.15554441,3583.40888108,6654.90220773,3190
1994,5119.76780341,3583.83746239,6655.69814443,3191
1995,5120.80952381,3584.56666667,6657.05238095,3192
1996,5122.76152305,3585.93306613,6659.58997996,3194
1997,5122.70355533,3585.89248873,6659.51462193,3194
1998,5124.24574575,3586.97202202,6661.51946947,3195
1999,5126.22061031,3588.35442721,6664.0867934,3196
2000,5127.2545,3589.07815,6665.43085,3197
2001,5128.87306347,3590.21114443,6667.53498251,3198
2002,5128.22127872,3589.7548951,6666.68766234,3199
2003,5126.87019471,3588.8091363,6664.93125312,3201
2004,5126.50449102,3588.55314371,6664.45583832,3202
2005,5124.22942643,3586.9605985,6661.49825436,3203
2006,5124.05433699,3586.83803589,6661.27063809,3204
2007,5122.9715994,3586.08011958,6659.86307922,3205
2008,5123.23904382,3586.26733068,6660.21075697,3206
2009,5121.44151319,3585.00905923,6657.87396715,3208
2010,5121.25671642,3584.87970149,6657.63373134,3209
2011,5121.58478369,3585.10934858,6658.0602188,3210
2012,5119.31212724,3583.51848907,6655.10576541,3211
2013,5121.20119225,3584.84083458,6657.56154993,3212
2014,5123.55213505,3586.48649454,6660.61777557,3213
2015,5121.98808933,3585.39166253,6658.58451613,3214
2016,5121.34871032,3584.94409722,6657.75332341,3216
2017,5121.19732276,3584.83812593,6657.55651958,3217
2018,5119.4197225,3583.59380575,6655.24563925,3218
2019,5118.91728579,3583.24210005,6654.59247152,3219
2020,5119.01831683,3583.31282178,6654.72381188,3220
2021,5117.00643246,3581.90450272,6652.1083622,3221
2022,5115.59000989,3580.91300692,6650.26701286,3223
2023,5117.56549679,3582.29584775,6652.83514582,3224
2024,5117.96146245,3582.57302372,6653.34990119,3225
2025,5119.19802469,3583.43861728,6654.9574321,3226
2026,5119.90918065,3583.93642646,6655.88193485,3227
2027,5119.67439566,3583.77207696,6655.57671436,3229
2028,5118.9852071,3583.28964497,6654.68076923,3229
2029,5119.11089207,3583.37762445,6654.84415968,3230
2030,5121.25320197,3584.87724138,6657.62916256,3231
2031,5121.45002462,3585.01501723,6657.885032,3232
2032,5120.73277559,3584.51294291,6656.95260827,3233
2033,5119.42302017,3583.59611412,6655.24992622,3235
2034,5117.87561455,3582.51293019,6653.23829892,3236
2035,5116.72334152,3581.70633907,6651.74034398,3237
2036,5114.62868369,3580.24007859,6649.0172888,3238
2037,5115.53313697,3580.87319588,6650.19307806,3239
2038,5113.61040236,3579.52728165,6647.69352306,3241
2039,5112.45267288,3578.71687102,6646.18847474,3242
2040,5112.26568627,3578.58598039,6645.94539216,3243
2041,5110.48015679,3577.33610975,6643.62420382,3244
2042,5108.62487757,3576.0374143,6641.21234084,3245
2043,5110.46059716,3577.32241801,6643.59877631,3246
2044,5112.62181996,3578.83527397,6646.40836595,3247
2045,5113.80440098,3579.66308068,6647.94572127,3249
2046,5115.77028348,3581.03919844,6650.50136852,3250
2047,5116.67464582,3581.67225208,6651.67703957,3251
2048,5114.75439453,3580.32807617,6649.18071289,3252
2049,5115.4114202,3580.78799414,6650.03484627,3253
2050,5117.51463415,3582.2602439,6652.76902439,3254
2051,5115.78790834,3581.05153584,6650.52428084,3256
2052,5113.96832359,3579.77782651,6648.15882066,3257
2053,5114.19240136,3579.93468095,6648.45012177,3258
2054,5115.91187926,3581.13831548,6650.68544304,3259
2055,5114.01557178,3579.81090024,6648.22024331,3260
2056,5112.75729572,3578.930107,6646.58448444,3261
2057,5111.52163345,3578.06514341,6644.97812348,3262
2058,5110.95675413,3577.66972789,6644.24378037,3263
2059,5111.61146187,3578.12802331,6645.09490044,3264
2060,5110.87669903,3577.61368932,6644.13970874,3265
2061,5108.80834546,3576.16584182,6641.4508491,3266
2062,5109.59602328,3576.71721629,6642.47483026,3268
2063,5107.38536112,3575.16975279,6639.60096946,3269
2064,5108.6744186,3576.07209302,6641.27674419,3270
2065,5108.03292978,3575.62305085,6640.44280872,3271
2066,5105.91384318,3574.13969022,6637.68799613,3272
2067,5104.40590227,3573.08413159,6635.72767296,3273
2068,5102.82736944,3571.97915861,6633.67558027,3275
2069,5103.8680522,3572.70763654,6635.02846786,3276
2070,5105.38647343,3573.7705314,6637.00241546,3277
2071,5107.16900048,3575.01830034,6639.31970063,3278
2072,5108.75579151,3576.12905405,6641.38252896,3279
2073,5109.04823927,3576.33376749,6641.76271105,3280
2074,5110.50819672,3577.3557377,6643.66065574,3282
2075,5112.00289157,3578.4020241,6645.60375904,3283
2076,5109.81647399,3576.87153179,6642.76141618,3284
2077,5108.2715455,3575.79008185,6640.75300915,3285
2078,5108.5481232,3575.98368624,6641.11256015,3286
2079,5106.98941799,3574.89259259,6639.08624339,3287
2080,5108.28413462,3575.79889423,6640.769375,3289
2081,5108.0956271,3575.66693897,6640.52431523,3290
2082,5109.15417867,3576.40792507,6641.90043228,3291
2083,5108.86029765,3576.20220835,6641.51838694,3292
2084,5110.64731286,3577.453119,6643.84150672,3293
2085,5109.34868106,3576.54407674,6642.15328537,3294
2086,5109.06663471,3576.3466443,6641.78662512,3295
2087,5110.77862961,3577.54504073,6644.0122185,3297
2088,5112.98994253,3579.09295977,6646.88692529,3298
2089,5113.9291527,3579.75040689,6648.10789852,3299
2090,5116.16602871,3581.3162201,6651.01583732,3300
2091,5117.70827355,3582.39579149,6653.02075562,3301
2092,5119.6998088,3583.78986616,6655.60975143,3302
2093,5121.15384615,3584.80769231,6657.5,3304
2094,5121.46418338,3585.02492837,6657.9034384,3305
2095,5119.53937947,3583.67756563,6655.40119332,3306
2096,5121.57872137,3585.10510496,6658.05233779,3307
2097,5122.13876967,3585.49713877,6658.78040057,3308
2098,5121.40657769,3584.98460439,6657.828551,3310
2099,5119.93044307,3583.95131015,6655.90957599,3311
2100,5122.13428571,3585.494,6658.77457143,3312
2101,5123.18324607,3586.22827225,6660.1382199,3313
2102,5124.45099905,3587.11569933,6661.78629876,3314
2103,5125.8426058,3588.08982406,6663.59538754,3315
2104,5123.51901141,3586.46330798,6660.57471483,3316
2105,5122.14679335,3585.50275534,6658.79083135,3318
2106,5122.49192783,3585.74434948,6659.23950617,3319
2107,5122.93782629,3586.05647841,6659.81917418,3320
2108,5123.28937381,3586.30256167,6660.27618596,3321
2109,5123.26600284,3586.28620199,6660.2458037,3322
2110,5123.76635071,3586.6364455,6660.89625592,3323
2111,5122.33017527,3585.63112269,6659.02922785,3325
2112,5122.7092803,3585.89649621,6659.52206439,3326
2113,5120.62707052,3584.43894936,6656.81519167,3327
2114,5121.80889309,3585.26622517,6658.35156102,3328
2115,5123.91678487,3586.74174941,6661.09182033,3329
2116,5124.17296786,3586.9210775,6661.42485822,3330
2117,5122.61313179,3585.82919225,6659.39707133,3332
2118,5123.17752597,3586.22426818,6660.13078376,3333
2119,5124.69372345,3587.28560642,6662.10184049,3334
2120,5125.59103774,3587.91372642,6663.26834906,3335
2121,5125.09618105,3587.56732673,6662.62503536,3336
2122,5125.04759661,3587.53331762,6662.56187559,3337
2123,5127.32124352,3589.12487047,6665.51761658,3339
2124,5127.75235405,3589.42664783,6666.07806026,3342
2125,5128.90494118,3590.23345882,6667.57642353,3346
2126,5130.16086548,3591.11260583,6669.20912512,3347
2127,5130.06723084,3591.04706159,6669.08740009,3348
2128,5130.82800752,3591.57960526,6670.07640977,3349
2129,5131.06059183,3591.74241428,6670.37876938,3350
2130,5130.36995305,3591.25896714,6669.48093897,3351
2131,5130.3627405,3591.25391835,6669.47156265,3352
2132,5129.71904315,3590.80333021,6668.6347561,3354
2133,5129.40037506,3590.58026254,6668.22048758,3355
2134,5127.68697282,3589.38088097,6665.99306467,3356
2135,5128.01124122,3589.60786885,6666.41461358,3357
2136,5129.58146067,3590.70702247,6668.45589888,3358
2137,5130.08095461,3591.05666823,6669.10524099,3359
2138,5129.06407858,3590.344855,6667.78330215,3361
2139,5131.28705002,3591.90093502,6670.67316503,3362
2140,5130.79345794,3591.55542056,6670.03149533,3363
2141,5132.31947688,3592.62363382,6672.01531994,3364
2142,5130.75676937,3591.52973856,6669.98380019,3365
2143,5130.77928138,3591.54549697,6670.0130658,3366
2144,5129.27378731,3590.49165112,6668.05592351,3368
2145,5131.4027972,3591.98195804,6670.82363636,3369
2146,5130.11416589,3591.07991612,6669.14841566,3370
2147,5129.46902655,3590.62831858,6668.30973451,3371
2148,5128.966946,3590.2768622,6667.6570298,3372
2149,5131.18799442,3591.83159609,6670.54439274,3373
2150,5131.86604651,3592.30623256,6671.42586047,3375
2151,5131.22129242,3591.8549047,6670.58768015,3376
2152,5131.15334572,3591.80734201,6670.49934944,3377
2153,5132.15466791,3592.50826753,6671.80106828,3378
2154,5132.84076137,3592.98853296,6672.69298979,3379
2155,5134.87563805,3594.41294664,6675.33832947,3380
2156,5133.42393321,3593.39675325,6673.45111317,3382
2157,5135.31710709,3594.72197497,6675.91223922,3383
2158,5134.6047266,3594.22330862,6674.98614458,3384
2159,5132.78045391,3592.94631774,6672.61459009,3385
2160,5133.5375,3593.47625,6673.59875,3386
2161,5135.47894493,3594.83526145,6676.12262841,3387
2162,5133.56614246,3593.49629972,6673.6359852,3388
2163,5132.456773,3592.7197411,6672.1938049,3390
2164,5133.83872458,3593.68710721,6673.99034196,3391
2165,5132.03002309,3592.42101617,6671.63903002,3392
2166,5130.47414589,3591.33190212,6669.61638966,3393
2167,5131.16243655,3591.81370558,6670.51116751,3394
2168,5129.87684502,3590.91379151,6668.83989852,3396
2169,5129.98386353,3590.98870447,6668.97902259,3397
2170,5128.6078341,3590.02548387,6667.19018433,3398
2171,5129.06448641,3590.34514049,6667.78383234,3399
2172,5128.6160221,3590.03121547,6667.20082873,3400
2173,5129.62264151,3590.73584906,6668.50943396,3402
2174,5130.07405704,3591.05183993,6669.09627415,3403
2175,5129.77793103,3590.84455172,6668.71131034,3404
2176,5128.61488971,3590.03042279,6667.19935662,3405
2177,5127.22967386,3589.0607717,6665.39857602,3406
2178,5126.88383838,3588.81868687,6664.9489899,3408
2179,5127.31069298,3589.11748508,6665.50390087,3409
2180,5127.54174312,3589.27922018,6665.80426606,3410
2181,5123.23739688,3586.26617782,6660.20861595,3410
2182,5125.30032095,3587.71022467,6662.89041724,3410
2183,5123.55357143,3586.4875,6660.61964286,3410
2184,5123.25240495,3586.27668346,6660.22812643,3411
2185,5118.92409694,3583.24686786,6654.60132602,3411
2186,5122.98398169,3586.08878719,6659.8791762,3411
2187,5120.81335773,3584.56935041,6657.05736505,3411
2188,5119.88254113,3583.91777879,6655.84730347,3411
2189,5121.10598447,3584.77418913,6657.43777981,3411
2190,5120.80228311,3584.56159817,6657.04296804,3413
2191,5120.28708352,3584.20095847,6656.37320858,3414
2192,5120.90510949,3584.63357664,6657.17664234,3415
2193,5122.01504788,3585.41053352,6658.61956224,3416
2194,5120.8573382,3584.60013674,6657.11453965,3417
2195,5118.66697039,3583.06687927,6654.2670615,3418
2196,5117.30009107,3582.11006375,6652.4901184,3420
2197,5118.60673646,3583.02471552,6654.1887574,3421
2198,5118.34713376,3582.84299363,6653.85127389,3422
2199,5119.18553888,3583.42987722,6654.94120055,3423
2200,5118.64045455,3583.04831818,6654.23259091,3424
2201,5116.351204,3581.4458428,6651.2565652,3425
2202,5117.47502271,3582.23251589,6652.71752952,3425
2203,5117.53881071,3582.2771675,6652.80045393,3427
2204,5118.40517241,3582.88362069,6653.92672414,3428
2205,5116.32879819,3581.43015873,6651.22743764,3429
2206,5114.06844968,3579.84791478,6648.28898459,3430
2207,5115.8921613,3581.12451291,6650.6598097,3431
2208,5114.19112319,3579.93378623,6648.44846014,3432
2209,5114.56813038,3580.19769126,6648.93856949,3434
2210,5115.2479638,3580.67357466,6649.82235294,3435
2211,5114.49796472,3580.14857531,6648.84735414,3436
2212,5114.22332731,3579.95632911,6648.4903255,3437
2213,5115.02214189,3580.51549932,6649.52878446,3438
2214,5114.75067751,3580.32547425,6649.17588076,3440
2215,5114.87990971,3580.41593679,6649.34388262,3441
2216,5114.27978339,3579.99584838,6648.56371841,3442
2217,5116.21109608,3581.34776725,6651.0744249,3443
2218,5116.52975654,3581.57082958,6651.4886835,3444
2219,5117.32401983,3582.12681388,6652.52122578,3445
2220,5117.87927928,3582.5154955,6653.24306306,3447
2221,5115.99549752,3581.19684827,6650.79414678,3448
2222,5117.59045905,3582.31332133,6652.86759676,3449
2223,5115.45659019,3580.81961314,6650.09356725,3450
2224,5115.33498201,3580.73448741,6649.93547662,3451
2225,5114.04404494,3579.83083146,6648.25725843,3452
2226,5114.42318059,3580.09622642,6648.75013477,3454
2227,5113.31701841,3579.32191289,6647.31212393,3455
2228,5114.22127469,3579.95489228,6648.48765709,3456
2229,5114.05652759,3579.83956931,6648.27348587,3457
2230,5113.532287,3579.4726009,6647.59197309,3458
2231,5113.12281488,3579.18597042,6647.05965935,3460
2232,5113.2311828,3579.26182796,6647.20053763,3461
2233,5111.20689655,3577.84482759,6644.56896552,3462
2234,5109.08325873,3576.35828111,6641.80823635,3463
2235,5110.4966443,3577.34765101,6643.64563758,3464
2236,5112.00805009,3578.40563506,6645.61046512,3465
2237,5112.07778274,3578.45444792,6645.70111757,3466
2238,5111.37488829,3577.96242181,6644.78735478,3468
2239,5109.48593122,3576.64015185,6642.33171059,3469
2240,5111.48973214,3578.0428125,6644.93665179,3470
2241,5111.07630522,3577.75341365,6644.39919679,3471
2242,5111.16636931,3577.81645852,6644.51628011,3472
2243,5110.41239412,3577.28867588,6643.53611235,3474
2244,5110.97370766,3577.68159537,6644.26581996,3475
2245,5109.18530067,3576.42971047,6641.94089087,3476
2246,5109.59884239,3576.71918967,6642.4784951,3477
2247,5107.66889186,3575.3682243,6639.96955941,3478
2248,5107.20507117,3575.04354982,6639.36659253,3479
2249,5106.94353046,3574.86047132,6639.0265896,3480
2250,5106.51155556,3574.55808889,6638.46502222,3482
2251,5107.52065749,3575.26446024,6639.77685473,3483
2252,5107.04573712,3574.93201599,6639.15945826,3484
2253,5108.6644474,3576.06511318,6641.26378162,3485
2254,5109.91348713,3576.93944099,6642.88753327,3486
2255,5110.72549889,3577.50784922,6643.94314856,3487
2256,5110.49601064,3577.34720745,6643.64481383,3489
2257,5109.23349579,3576.46344705,6642.00354453,3490
2258,5109.03631532,3576.32542073,6641.74720992,3491
2259,5107.00796813,3574.90557769,6639.11035857,3492
2260,5105.76814159,3574.03769912,6637.49858407,3493
2261,5106.8137992,3574.76965944,6638.85793897,3495
2262,5105.34748011,3573.74323607,6636.95172414,3496
2263,5106.9743703,3574.88205921,6639.0666814,3497
2264,5105.45671378,3573.81969965,6637.09372792,3498
2265,5106.30507726,3574.41355408,6638.19660044,3499
2266,5105.39011474,3573.77308032,6637.00714916,3500
2267,5105.50992501,3573.85694751,6637.16290251,3502
2268,5103.45723104,3572.42006173,6634.49440035,3503
2269,5105.28955487,3573.70268841,6636.87642133,3504
2270,5103.44537445,3572.41176211,6634.47898678,3505
2271,5102.38969617,3571.67278732,6633.10660502,3506
2272,5103.33010563,3572.33107394,6634.32913732,3508
2273,5101.45754509,3571.02028157,6631.89480862,3509
2274,5101.99208443,3571.3944591,6632.58970976,3510
2275,5102.44,3571.708,6633.172,3511
2276,5101.65817223,3571.16072056,6632.1556239,3512
2277,5102.41721563,3571.69205094,6633.14238032,3513
2278,5101.58823529,3571.11176471,6632.06470588,3515
2279,5103.27512067,3572.29258447,6634.25765687,3516
2280,5101.47631579,3571.03342105,6631.91921053,3517
2281,5103.17185445,3572.22029811,6634.12341078,3518
2282,5105.2791411,3573.69539877,6636.86288344,3519
2283,5104.54402102,3573.18081472,6635.90722733,3521
2284,5104.41024518,3573.08717163,6635.73331874,3522
2285,5104.60743982,3573.22520788,6635.98967177,3523
2286,5103.79571304,3572.65699913,6634.93442695,3524
2287,5104.32400525,3573.02680367,6635.62120682,3525
2288,5105.22202797,3573.65541958,6636.78863636,3526
2289,5105.59239843,3573.9146789,6637.27011796,3527
2290,5106.18384279,3574.32868996,6638.03899563,3529
2291,5107.92754256,3575.54927979,6640.30580533,3530
2292,5108.22469459,3575.75728621,6640.69210297,3531
2293,5106.98386393,3574.88870475,6639.07902311,3532
2294,5107.45989538,3575.22192677,6639.69786399,3533
2295,5107.92331155,3575.54631808,6640.30030501,3534
2296,5106.80182927,3574.76128049,6638.84237805,3536
2297,5105.49412277,3573.84588594,6637.1423596,3537
2298,5105.87902524,3574.11531767,6637.64273281,3538
2299,5105.59591127,3573.91713789,6637.27468465,3539
2300,5104.84304348,3573.39013043,6636.29595652,3540
2301,5104.75575837,3573.32903086,6636.18248588,3542
2302,5105.75152042,3574.02606429,6637.47697654,3543
2303,5106.96873643,3574.8781155,6639.05935736,3544
2304,5108.64019097,3576.04813368,6641.23224826,3545
2305,5106.77613883,3574.74329718,6638.80898048,3546
2306,5107.41673894,3575.19171726,6639.64176062,3547
2307,5109.12223667,3576.38556567,6641.85890767,3548
2308,5110.18370884,3577.12859619,6643.23882149,3549
2309,5111.41749675,3577.99224773,6644.84274578,3551
2310,5113.32900433,3579.33030303,6647.32770563,3552
2311,5115.0856772,3580.55997404,6649.61138035,3553
2312,5113.38581315,3579.3700692,6647.40155709,3554
2313,5113.30479896,3579.31335927,6647.29623865,3555
2314,5115.35479689,3580.74835782,6649.96123596,3556
2315,5116.71792657,3581.7025486,6651.73330454,3558
2316,5115.06951641,3580.54866149,6649.59037133,3559
2317,5116.27535606,3581.39274924,6651.15796288,3560
2318,5118.33520276,3582.83464193,6653.83576359,3561
2319,5119.76196636,3583.83337646,6655.69055627,3562
2320,5118.54741379,3582.98318966,6654.11163793,3563
2321,5117.32055149,3582.12438604,6652.51671693,3565
2322,5116.46597761,3581.52618432,6651.40577089,3566
2323,5115.29057254,3580.70340077,6649.8777443,3567
