events count, average value, timeSpent
259,5495.380566801619,149
260,5486.138211382114,149
261,5486.2612244897955,149
262,5498.331967213115,149
263,5519.205761316873,149
264,5522.93388429752,149
265,5536.780082987552,150
266,5540.883333333333,150
267,5563.598326359833,150
268,5460.127725856698,150
269,5547.151260504202,150
270,5464.080745341615,150
271,5464.425925925926,150
272,5545.37552742616,150
273,5526.6949152542375,151
274,5513.306382978723,151
275,5505.01282051282,151
276,5489.364806866953,151
277,5480.823275862069,151
278,5476.497835497836,151
279,5483.452173913043,152
280,5474.174672489083,152
281,5446.4495412844035,153
282,5460.957055214724,153
283,5451.963076923077,153
284,5453.61919504644,153
285,5435.220543806647,153
286,5442.506024096386,153
287,5430.663663663664,154
288,5436.185628742515,154
289,5449.5125,155
290,5445.55485893417,155
291,5442.946540880504,155
292,5458.299684542587,155
293,5464.927215189873,155
294,5462.663492063492,155
295,5455.404458598726,156
296,5455.701923076923,156
297,5445.688102893891,156
298,5445.406451612903,156
299,5449.776699029127,156
300,5466.318181818182,157
301,5454.771986970684,157
302,5466.297385620915,157
303,5478.124590163934,157
304,5489.4078947368425,157
305,5506.686468646864,157
306,5512.62582781457,157
307,5529.900332225913,157
308,5502.097315436242,158
309,5503.181818181818,158
310,5489.766891891892,158
311,5493.88813559322,158
312,5497.088435374149,158
313,5491.9761092150175,159
314,5479.219178082192,159
315,5495.560137457044,159
316,5488.803448275862,159
317,5497.19723183391,159
318,5501.934027777777,159
319,5514.355400696864,160
320,5530.818181818182,160
321,5526.070175438596,160
322,5506.791519434629,160
323,5493.936170212766,160
324,5458.090909090909,160
325,5482.213523131672,160
326,5437.9915254237285,161
327,5469.4857142857145,161
328,5447.0478873239435,161
329,5463.537634408603,161
330,5480.794964028777,161
331,5475.086642599278,161
332,5460.155797101449,161
333,5472.749090909091,162
334,5485.908088235294,163
335,5444.465373961219,165
336,5441.277777777777,166
337,5432.6350974930365,169
338,5440.243016759777,169
339,5435.957983193277,169
340,5434.396067415731,169
341,5443.960339943343,169
342,5460.940170940171,169
343,5454.0314285714285,170
344,5459.833810888252,170
345,5469.402298850575,170
346,5471.371757925072,170
347,5467.341040462427,170
348,5441.24523160763,170
349,5479.553623188406,171
350,5475.877906976744,171
351,5438.113513513514,171
352,5445.4731182795695,172
353,5453.887399463807,172
354,5466.935860058309,172
355,5460.8421052631575,172
356,5467.870967741936,172
357,5463.420588235294,172
358,5452.95575221239,172
359,5444.647928994083,172
360,5447.364985163204,172
361,5445.752976190476,173
362,5433.14328358209,173
363,5432.724242424242,173
364,5448.48632218845,173
365,5435.088414634146,173
366,5453.979002624672,173
367,5444.4473684210525,173
368,5456.522427440634,173
369,5457.293650793651,173
370,5450.122015915119,173
371,5442.827127659574,174
372,5444.565333333333,174
373,5447.35294117647,174
374,5434.8625336927225,174
375,5441.888888888889,174
376,5449.752717391304,174
377,5435.737704918033,174
378,5435.720547945206,174
379,5444.239010989011,175
380,5440.9283746556475,175
381,5448.646408839779,175
382,5464.544502617801,175
383,5476.344647519582,176
384,5472.609375,178
385,5469.420779220779,179
386,5468.569948186529,183
387,5473.545219638243,185
388,5464.757731958763,187
389,5454.808184143222,189
390,5450.641025641025,189
391,5456.413881748072,189
392,5441.284987277354,190
393,5438.586294416244,192
394,5444.212658227848,194
395,5451.839285714285,195
396,5443.6509900990095,197
397,5448.543424317618,197
398,5450.121890547263,197
399,5442.209476309227,197
400,5445.66,198
401,5446.463659147869,198
402,5442.050251256282,198
403,5451.831234256927,198
404,5444.785353535353,198
405,5438.743209876543,202
406,5436.396551724138,203
407,5446.879901960784,203
408,5436.146699266504,203
409,5435.936117936118,205
410,5439.23600973236,206
411,5435.221686746988,207
412,5448.02657004831,207
413,5449.138014527845,208
414,5443.3932038834955,208
415,5431.078048780488,208
416,5429.216346153846,208
417,5423.978417266187,246
418,5415.3564593301435,369
419,5416.0334128878285,496
420,5405.388095238095,614
421,5404.760095011877,734
422,5408.642180094786,855
423,5412.9503546099295,984
424,5422.556603773585,1113
425,5427.025882352941,1241
426,5426.521126760564,1368
427,5423.142857142857,1491
428,5412.392523364486,1604
