events count, average value
318,4.458885941644563
319,4.454787234042553
320,4.453333333333333
321,4.454545454545454
322,4.463806970509383
323,4.470430107526882
324,4.474393530997305
325,4.486486486486487
326,4.476964769647696
327,4.5
328,4.470108695652174
329,4.4577656675749315
330,4.453551912568306
331,4.4520547945205475
332,4.475138121546961
333,4.4532967032967035
334,4.462809917355372
335,4.482758620689655
336,4.462603878116344
337,4.466666666666667
338,4.4735376044568245
339,4.460893854748603
340,4.453781512605042
341,4.466292134831461
342,4.476056338028169
343,4.466101694915254
344,4.4645892351274785
345,4.4602272727272725
346,4.461538461538462
347,4.472779369627507
348,4.472622478386167
349,4.447761194029851
350,4.465317919075145
351,4.47457627118644
352,4.452173913043478
353,4.441860465116279
354,4.4298245614035086
355,4.428152492668621
356,4.429411764705883
357,4.433628318584071
358,4.440828402366864
359,4.449404761904762
360,4.460843373493976
361,4.452095808383233
362,4.453453453453453
363,4.471299093655589
364,4.458204334365325
365,4.46969696969697
366,4.455927051671733
367,4.469512195121951
368,4.458715596330276
369,4.450920245398773
370,4.458461538461538
371,4.457943925233645
372,4.453703703703703
373,4.459627329192546
374,4.46875
375,4.428571428571429
376,4.415770609318996
377,4.470219435736677
378,4.470031545741325
379,4.458860759493671
380,4.450793650793651
381,4.445859872611465
382,4.444089456869009
383,4.44551282051282
384,4.45016077170418
385,4.458064516129032
386,4.46925566343042
387,4.483766233766234
388,4.469055374592834
389,4.457516339869281
390,4.449180327868852
391,4.444078947368421
392,4.442244224422442
393,4.443708609271523
394,4.4485049833887045
395,4.456666666666667
396,4.468227424749164
397,4.483221476510067
398,4.468013468013468
399,4.456081081081081
400,4.447457627118644
401,4.442176870748299
402,4.440273037542662
403,4.441780821917808
404,4.446735395189004
405,4.455172413793103
406,4.467128027681661
407,4.482638888888889
408,4.466898954703833
409,4.454545454545454
410,4.485436893203883
411,4.4914841849148415
412,4.491442542787286
413,4.497549019607843
