Expected distinct count
3997
4935
5929
5586
5978
5831
5894
5866
5656
6034
6213
6106
5943
5971
5985
6027
5957
6027
5999
6020
5992
5992
5978
5971
5971
6020
6041
5908
6020
5950
6048
6048
5824
5738
5930
5985
5859
5915
5957
5873
5957
5943
5740
5971
5957
6013
5866
6027
5886
5845
5880
5922
5838
5929
5950
5856
5924
5817
5992
5652
5946
5929
5782
5873
5775
5971
5649
5950
5957
5922
5810
5915
5768
5936
5775
5838
5698
5936
5761
5900
5845
5908
5698
5754
5698
5851
5838
5810
5922
5957
5880
5817
5964
5957
5860
5941
6027
6020
6006
6065
6016
6055
5999
5922
6019
6104
6062
6125
6034
5950
5765
5897
5865
5754
6048
6041
5957
6104
