./jmeter.sh -n -t /home/wso2/Downloads/AbnormalResponseTimeTest.jmx -l abnormal_response_time_new_accuracy_0.04.jtl -Jhost=10.0.0.1 -Jprotocol=http -Jusers=1 -Jpath=endpoints/testResponseReceiverHTTP
Creating summariser <summary>
Created the tree successfully using /home/wso2/Downloads/AbnormalResponseTimeTest.jmx
Starting the test @ Fri Aug 11 16:14:15 IST 2017 (1502448255241)
Waiting for possible Shutdown/StopTestNow/Heapdump message on port 4445
summary =  60118 in 00:11:44 =   85.3/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2571 in 00:00:30 =   85.7/s Avg:     1 Min:     0 Max:    10 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  62689 in 00:12:14 =   85.4/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2586 in 00:00:30 =   86.2/s Avg:     1 Min:     0 Max:    13 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  65275 in 00:12:44 =   85.4/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2590 in 00:00:30 =   86.3/s Avg:     1 Min:     1 Max:    13 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  67865 in 00:13:14 =   85.4/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2586 in 00:00:30 =   86.2/s Avg:     1 Min:     1 Max:    19 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  70451 in 00:13:44 =   85.5/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2570 in 00:00:30 =   85.7/s Avg:     1 Min:     1 Max:    75 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  73021 in 00:14:14 =   85.5/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2589 in 00:00:30 =   86.3/s Avg:     1 Min:     0 Max:    11 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  75610 in 00:14:44 =   85.5/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2592 in 00:00:30 =   86.4/s Avg:     1 Min:     0 Max:    14 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  78202 in 00:15:14 =   85.5/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2596 in 00:00:30 =   86.5/s Avg:     1 Min:     0 Max:    19 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  80798 in 00:15:44 =   85.6/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2579 in 00:00:30 =   86.0/s Avg:     1 Min:     0 Max:    87 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  83377 in 00:16:14 =   85.6/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2582 in 00:00:30 =   86.1/s Avg:     1 Min:     0 Max:    91 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  85959 in 00:16:44 =   85.6/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2587 in 00:00:30 =   86.2/s Avg:     1 Min:     0 Max:    14 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  88546 in 00:17:14 =   85.6/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2589 in 00:00:30 =   86.3/s Avg:     1 Min:     0 Max:    16 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  91135 in 00:17:44 =   85.6/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2575 in 00:00:30 =   85.8/s Avg:     1 Min:     0 Max:    15 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  93710 in 00:18:14 =   85.6/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2581 in 00:00:30 =   86.1/s Avg:     1 Min:     0 Max:   120 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  96291 in 00:18:44 =   85.6/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   2600 in 00:00:30 =   86.7/s Avg:     1 Min:     0 Max:    17 Err:     0 (0.00%) Active: 1 Started: 1 Finished: 0
summary =  98891 in 00:19:14 =   85.7/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
summary +   1109 in 00:00:13 =   86.6/s Avg:     1 Min:     0 Max:    17 Err:     0 (0.00%) Active: 0 Started: 1 Finished: 1
summary = 100000 in 00:19:27 =   85.7/s Avg:     1 Min:     0 Max:   770 Err:     0 (0.00%)
Tidying up ...    @ Fri Aug 11 16:33:42 IST 2017 (1502449422808)
... end of run

