Expected distinct count
4740
7029
7380
7330
8440
8650
8510
8570
8550
8260
8630
8640
8428
8651
8640
8730
8710
8650
8760
8660
8690
8710
8740
8730
8640
8750
8750
8790
8800
8640
8660
8720
8340
8640
8690
8580
8440
8410
8630
8480
8640
8750
8660
8638
8491
8700
8690
8660
8579
8571
8700
8590
8670
8430
8410
8610
8750
8770
8430
8490
8520
8370
8320
8370
8500
8490
8500
8450
8500
8580
8560
8460
8550
8590
8670
8620
8420
8570
8570
8680
8571
8598
8640
8690
8530
8560
8660
8460
8630
8400
8539
8490
8470
8560
8510
8620
8580
8590
8600
8480
8640
8480
8473
8386
8546
8574
8360
8320
8290
8470
8570
8330
8380
8460
8510
8430
8490
