events count, max value, timeSpent
667,999782.0,25863
668,999782.0,25980
669,999782.0,26093
670,999782.0,26210
671,999782.0,26327
672,999782.0,26445
673,999782.0,26560
674,999782.0,26672
675,999782.0,26781
676,999782.0,26894
677,999782.0,27007
678,999782.0,27117
679,999782.0,27226
680,999782.0,27335
681,999782.0,27444
682,999782.0,27554
683,999782.0,27662
684,999782.0,27771
685,999782.0,27881
686,999782.0,27994
687,999782.0,28111
688,999782.0,28221
689,999782.0,28337
690,999782.0,28454
691,999782.0,28570
692,999782.0,28688
693,999782.0,28806
694,999782.0,28921
695,999782.0,29039
696,999782.0,29155
697,999782.0,29266
698,999782.0,29379
699,999782.0,29497
700,999782.0,29612
701,999782.0,29729
702,999782.0,29846
703,999782.0,29964
704,999782.0,30081
705,999782.0,30192
706,999782.0,30299
707,999782.0,30410
708,999782.0,30525
709,999782.0,30643
710,999782.0,30759
711,999782.0,30877
712,999782.0,30995
713,999782.0,31112
714,999782.0,31230
715,999782.0,31347
716,999782.0,31465
717,999782.0,31583
718,999782.0,31701
719,999782.0,31818
720,999782.0,31936
721,999782.0,32054
722,999782.0,32167
723,999782.0,32285
724,999782.0,32395
725,999782.0,32509
726,999782.0,32626
727,999782.0,32744
728,999782.0,32861
729,999782.0,32974
730,999782.0,33091
731,999782.0,33209
732,999782.0,33327
733,999782.0,33444
734,999782.0,33562
735,999782.0,33680
736,999782.0,33798
737,999782.0,33916
738,999782.0,34034
739,999782.0,34152
740,999782.0,34270
741,999782.0,34386
742,999782.0,34501
743,999782.0,34612
744,999782.0,34722
745,999782.0,34829
746,999782.0,34937
747,999782.0,35046
748,999782.0,35155
749,999782.0,35264
750,999782.0,35372
751,999782.0,35483
752,999782.0,35593
753,999782.0,35706
754,999782.0,35819
755,999782.0,35936
756,999782.0,36052
757,999782.0,36165
758,999782.0,36281
759,999782.0,36392
760,999782.0,36499
761,999782.0,36608
762,999782.0,36722
763,999782.0,36839
764,999782.0,36956
765,999782.0,37074
766,999782.0,37191
767,999782.0,37299
768,999782.0,37409
769,999782.0,37526
770,999782.0,37644
771,999782.0,37762
772,999782.0,37878
773,999782.0,37987
774,999782.0,38098
775,999782.0,38206
776,999782.0,38313
777,999782.0,38423
778,999782.0,38535
779,999782.0,38649
780,999782.0,38763
781,999782.0,38874
782,999782.0,38983
783,999782.0,39094
784,999782.0,39203
785,999782.0,39314
786,999782.0,39424
787,999782.0,39534
788,999782.0,39645
789,999782.0,39756
790,999782.0,39869
791,999782.0,39978
792,999782.0,40087
793,999782.0,40199
794,999782.0,40314
795,999782.0,40432
796,999782.0,40549
797,999782.0,40666
798,999782.0,40778
799,999782.0,40891
800,999782.0,41007
801,999782.0,41117
802,999782.0,41228
803,999782.0,41338
804,999782.0,41450
805,999782.0,41566
806,999782.0,41681
807,999782.0,41798
808,999782.0,41916
809,999782.0,42033
810,999782.0,42149
811,999782.0,42262
812,999782.0,42370
813,999782.0,42479
814,999782.0,42591
815,999782.0,42701
816,999782.0,42815
817,999782.0,42924
818,999782.0,43033
819,999782.0,43143
820,999782.0,43254
821,999782.0,43363
822,999782.0,43474
823,999782.0,43586
824,999782.0,43695
825,999782.0,43807
826,999782.0,43920
827,999782.0,44030
828,999782.0,44140
829,999782.0,44251
830,999782.0,44367
831,999782.0,44477
832,999782.0,44588
833,999782.0,44698
834,999782.0,44810
835,999782.0,44926
836,999782.0,45040
837,999782.0,45151
838,999782.0,45268
839,999782.0,45385
840,999782.0,45499
841,999782.0,45613
842,999782.0,45728
843,999782.0,45845
844,999782.0,45963
845,999782.0,46079
846,999782.0,46195
847,999782.0,46307
848,999782.0,46414
849,999782.0,46522
850,999782.0,46633
851,999782.0,46748
852,999782.0,46864
853,999782.0,46973
854,999782.0,47084
855,999782.0,47198
856,999782.0,47308
857,999782.0,47418
858,999782.0,47529
859,999782.0,47641
860,999782.0,47753
861,999782.0,47866
862,999782.0,47983
863,999782.0,48101
864,999782.0,48218
865,999782.0,48334
866,999782.0,48442
867,999782.0,48550
868,999782.0,48664
869,999782.0,48780
870,999782.0,48889
871,999782.0,49006
872,999782.0,49123
873,999782.0,49241
874,999782.0,49354
875,999782.0,49471
876,999782.0,49587
877,999782.0,49705
878,999782.0,49822
879,999782.0,49940
880,999782.0,50057
881,999782.0,50175
882,999782.0,50293
883,999782.0,50411
884,999782.0,50528
885,999782.0,50646
886,999782.0,50763
887,999782.0,50881
888,999782.0,50998
889,999782.0,51116
890,999782.0,51233
891,999782.0,51342
892,999782.0,51450
893,999782.0,51560
894,999782.0,51671
895,999782.0,51782
896,999782.0,51895
897,999782.0,52012
898,999782.0,52129
899,999782.0,52246
900,999782.0,52360
901,999782.0,52470
902,999782.0,52581
903,999782.0,52692
904,999782.0,52805
905,999782.0,52923
906,999782.0,53041
907,999782.0,53158
908,999782.0,53269
909,999782.0,53381
910,999782.0,53488
911,999782.0,53596
912,999782.0,53707
913,999782.0,53823
914,999782.0,53940
915,999782.0,54052
916,999782.0,54161
917,999782.0,54270
918,999782.0,54378
919,999782.0,54490
920,999782.0,54599
921,999782.0,54709
922,999782.0,54824
923,999782.0,54942
924,999782.0,55060
925,999782.0,55178
926,999782.0,55291
927,999782.0,55399
928,999782.0,55510
929,999782.0,55626
930,999782.0,55744
931,999782.0,55862
932,999782.0,55979
933,999782.0,56093
934,999782.0,56209
935,999782.0,56327
936,999782.0,56444
937,999782.0,56560
938,999782.0,56679
939,999782.0,56796
940,999782.0,56914
941,999782.0,57031
942,999782.0,57144
943,999782.0,57261
944,999782.0,57379
945,999782.0,57497
946,999782.0,57616
947,999782.0,57731
948,999782.0,57848
949,999782.0,57965
950,999782.0,58080
951,999782.0,58190
952,999782.0,58298
953,999782.0,58410
954,999782.0,58520
955,999782.0,58634
956,999782.0,58752
957,999782.0,58870
958,999782.0,58986
959,999782.0,59101
960,999782.0,59213
961,999782.0,59324
962,999782.0,59440
963,999782.0,59557
964,999782.0,59676
965,999782.0,59793
966,999782.0,59911
967,999782.0,60028
968,999782.0,60141
969,999782.0,60249
970,999782.0,60358
971,999782.0,60470
972,999782.0,60588
973,999782.0,60705
974,999782.0,60824
975,999782.0,60944
976,999782.0,61054
977,999782.0,61162
978,999782.0,61270
979,999782.0,61381
980,999782.0,61492
981,999782.0,61602
982,999782.0,61712
983,999782.0,61823
984,999782.0,61935
985,999782.0,62046
986,999782.0,62156
987,999782.0,62268
988,999782.0,62379
989,999782.0,62490
990,999782.0,62604
991,999782.0,62721
992,999782.0,62838
993,999782.0,62958
994,999782.0,63078
995,999782.0,63186
996,999782.0,63294
997,999782.0,63406
998,999782.0,63517
999,999782.0,63629
1000,999782.0,63740
1001,999782.0,63852
1002,999782.0,63962
1003,999782.0,64073
1004,999782.0,64186
1005,999782.0,64298
1006,999782.0,64410
1007,999782.0,64523
1008,999782.0,64634
1009,999782.0,64746
1010,999782.0,64856
1011,999782.0,64969
1012,999782.0,65080
1013,999782.0,65192
1014,999782.0,65306
1015,999782.0,65421
1016,999782.0,65533
1017,999782.0,65642
1018,999782.0,65752
1019,999782.0,65862
1020,999782.0,65979
1021,999782.0,66089
1022,999782.0,66198
1023,999782.0,66309
1024,999782.0,66421
1025,999782.0,66539
1026,999782.0,66656
1027,999782.0,66771
1028,999782.0,66886
1029,999782.0,67003
1030,999782.0,67119
1031,999782.0,67229
1032,999782.0,67337
1033,999782.0,67446
1034,999782.0,67557
1035,999782.0,67672
1036,999782.0,67786
1037,999782.0,67898
1038,999782.0,68008
1039,999782.0,68117
1040,999782.0,68230
1041,999782.0,68341
1042,999782.0,68452
1043,999782.0,68561
1044,999782.0,68672
1045,999782.0,68782
1046,999782.0,68894
1047,999782.0,69004
1048,999782.0,69114
1049,999782.0,69222
1050,999782.0,69330
1051,999782.0,69443
1052,999782.0,69555
1053,999782.0,69664
1054,999782.0,69773
1055,999782.0,69883
1056,999782.0,69994
1057,999782.0,70100
1058,999782.0,70209
1059,999782.0,70318
1060,999782.0,70427
1061,999782.0,70536
1062,999782.0,70647
1063,999782.0,70756
1064,999782.0,70866
1065,999782.0,70976
1066,999782.0,71086
1067,999782.0,71197
1068,999782.0,71310
1069,999782.0,71423
1070,999782.0,71536
1071,999782.0,71648
1072,999782.0,71763
1073,999782.0,71875
1074,999782.0,71985
1075,999782.0,72093
1076,999782.0,72200
1077,999782.0,72309
1078,999782.0,72418
1079,999782.0,72526
1080,999782.0,72635
1081,999782.0,72744
1082,999782.0,72853
1083,999782.0,72966
1084,999782.0,73074
1085,999782.0,73183
1086,999782.0,73291
1087,999782.0,73399
1088,999782.0,73507
1089,999782.0,73615
1090,999782.0,73731
1091,999782.0,73838
1092,999782.0,73946
1093,999782.0,74054
1094,999782.0,74163
1095,999782.0,74273
1096,999782.0,74383
1097,999782.0,74491
1098,999782.0,74600
1099,999782.0,74708
1100,999782.0,74817
1101,999782.0,74926
1102,999782.0,75033
1103,999782.0,75144
1104,999782.0,75255
1105,999782.0,75363
1106,999782.0,75471
1107,999782.0,75579
1108,999782.0,75688
1109,999782.0,75797
1110,999782.0,75904
1111,999782.0,76013
1112,999782.0,76125
1113,999782.0,76236
1114,999782.0,76345
1115,999782.0,76463
1116,999782.0,76571
1117,999782.0,76680
1118,999782.0,76789
1119,999782.0,76898
1120,999782.0,77007
1121,999782.0,77114
1122,999782.0,77221
1123,999782.0,77329
1124,999782.0,77437
1125,999782.0,77546
1126,999782.0,77656
1127,999782.0,77770
1128,999782.0,77882
1129,999782.0,77992
1130,999782.0,78102
1131,999782.0,78211
1132,999782.0,78322
1133,999782.0,78432
1134,999782.0,78542
1135,999782.0,78652
1136,999782.0,78764
1137,999782.0,78877
1138,999782.0,78986
1139,999782.0,79093
1140,999782.0,79204
1141,999782.0,79314
1142,999782.0,79423
1143,999782.0,79533
1144,999782.0,79647
1145,999782.0,79762
1146,999782.0,79876
1147,999782.0,79991
1148,999782.0,80106
1149,999782.0,80219
1150,999782.0,80334
1151,999782.0,80450
1152,999782.0,80565
1153,999782.0,80682
1154,999782.0,80797
1155,999782.0,80911
1156,999782.0,81025
1157,999782.0,81141
1158,999782.0,81256
1159,999782.0,81365
1160,999782.0,81479
1161,999782.0,81593
1162,999782.0,81711
1163,999782.0,81820
1164,999782.0,81930
1165,999782.0,82038
1166,999782.0,82147
1167,999782.0,82258
1168,999782.0,82368
1169,999782.0,82477
1170,999782.0,82586
1171,999782.0,82697
1172,999782.0,82807
1173,999782.0,82918
1174,999782.0,83033
1175,999782.0,83142
1176,999782.0,83251
1177,999782.0,83358
1178,999782.0,83465
1179,999782.0,83574
1180,999782.0,83684
1181,999782.0,83796
1182,999782.0,83937
1183,999782.0,84047
1184,999782.0,84157
1185,999782.0,84270
1186,999782.0,84384
1187,999782.0,84497
1188,999782.0,84607
1189,999782.0,84720
1190,999782.0,84833
1191,999782.0,84948
1192,999782.0,85058
1193,999782.0,85167
1194,999782.0,85277
1195,999782.0,85388
1196,999782.0,85500
1197,999782.0,85614
1198,999782.0,85723
1199,999782.0,85838
1200,999782.0,85952
1201,999782.0,86067
1202,999782.0,86179
1203,999782.0,86293
1204,999782.0,86407
1205,999782.0,86516
1206,999782.0,86627
1207,999782.0,86737
1208,999782.0,86851
1209,999782.0,86965
1210,999782.0,87077
1211,999782.0,87192
1212,999782.0,87307
1213,999782.0,87422
1214,999782.0,87535
1215,999782.0,87650
1216,999782.0,87765
1217,999782.0,87881
1218,999782.0,87996
1219,999782.0,88111
1220,999782.0,88222
1221,999782.0,88336
1222,999782.0,88451
1223,999782.0,88566
1224,999782.0,88680
1225,999782.0,88795
1226,999782.0,88910
1227,999782.0,89024
1228,999782.0,89139
1229,999782.0,89254
1230,999782.0,89369
1231,999782.0,89484
1232,999782.0,89599
1233,999782.0,89714
1234,999782.0,89829
1235,999782.0,89943
1236,999782.0,90058
1237,999782.0,90170
1238,999782.0,90282
1239,999782.0,90396
1240,999782.0,90511
1241,999782.0,90626
1242,999782.0,90741
1243,999782.0,90856
1244,999782.0,90972
1245,999782.0,91086
1246,999782.0,91200
1247,999782.0,91315
1248,999782.0,91430
1249,999782.0,91545
1250,999782.0,91657
1251,999782.0,91765
1252,999782.0,91874
1253,999782.0,91984
1254,999782.0,92099
1255,999782.0,92209
1256,999782.0,92319
1257,999782.0,92429
1258,999782.0,92540
1259,999782.0,92652
1260,999782.0,92762
1261,999782.0,92872
1262,999782.0,92982
1263,999782.0,93091
1264,999782.0,93202
1265,999782.0,93313
1266,999782.0,93426
1267,999782.0,93537
1268,999782.0,93648
1269,999782.0,93762
1270,999782.0,93873
1271,999782.0,93986
1272,999782.0,94097
1273,999782.0,94208
1274,999782.0,94316
1275,999782.0,94427
1276,999782.0,94540
1277,999782.0,94653
1278,999782.0,94762
1279,999782.0,94871
1280,999782.0,94982
1281,999782.0,95093
1282,999782.0,95202
1283,999782.0,95311
1284,999782.0,95422
1285,999782.0,95536
1286,999782.0,95650
1287,999782.0,95764
1288,999782.0,95877
1289,999782.0,95992
1290,999782.0,96106
1291,999782.0,96221
1292,999782.0,96335
1293,999782.0,96449
1294,999782.0,96561
1295,999782.0,96676
1296,999782.0,96791
1297,999782.0,96906
1298,999782.0,97021
1299,999782.0,97135
1300,999782.0,97245
1301,999782.0,97356
1302,999782.0,97471
1303,999782.0,97587
1304,999782.0,97702
1305,999782.0,97815
1306,999782.0,97930
1307,999782.0,98045
1308,999782.0,98157
1309,999782.0,98270
1310,999782.0,98384
1311,999782.0,98499
1312,999782.0,98614
1313,999782.0,98727
1314,999782.0,98841
1315,999782.0,98954
1316,999782.0,99067
1317,999782.0,99181
1318,999782.0,99291
1319,999782.0,99402
1320,999782.0,99516
1321,999782.0,99625
1322,999782.0,99735
1323,999782.0,99843
1324,999782.0,99950
1325,999782.0,100059
1326,999782.0,100168
1327,999782.0,100276
1328,999782.0,100384
1329,999782.0,100492
1330,999782.0,100601
1331,999782.0,100711
1332,999782.0,100820
1333,999782.0,100930
1334,999782.0,101040
1335,999782.0,101151
1336,999782.0,101261
1337,999782.0,101370
1338,999782.0,101478
1339,999782.0,101588
1340,999782.0,101698
1341,999782.0,101808
1342,999782.0,101918
1343,999782.0,102030
1344,999782.0,102144
1345,999782.0,102259
1346,999782.0,102372
1347,999782.0,102484
1348,999782.0,102594
1349,999782.0,102704
1350,999782.0,102814
1351,999782.0,102925
1352,999782.0,103035
1353,999782.0,103145
1354,999782.0,103255
1355,999782.0,103367
1356,999782.0,103481
1357,999782.0,103591
1358,999782.0,103700
1359,999782.0,103810
1360,999782.0,103920
1361,999782.0,104031
1362,999782.0,104142
1363,999782.0,104255
1364,999782.0,104366
1365,999782.0,104477
1366,999782.0,104588
1367,999782.0,104704
1368,999782.0,104816
1369,999782.0,104930
1370,999782.0,105041
1371,999782.0,105151
1372,999782.0,105260
1373,999782.0,105371
1374,999782.0,105481
1375,999782.0,105592
1376,999782.0,105702
1377,999782.0,105812
1378,999782.0,105923
1379,999782.0,106033
1380,999782.0,106143
1381,999782.0,106254
1382,999782.0,106364
1383,999782.0,106476
1384,999782.0,106588
1385,999782.0,106698
1386,999782.0,106810
1387,999782.0,106920
1388,999782.0,107030
1389,999782.0,107140
1390,999782.0,107250
1391,999782.0,107359
1392,999782.0,107469
1393,999782.0,107579
1394,999782.0,107691
1395,999782.0,107805
1396,999782.0,107916
1397,999782.0,108026
1398,999782.0,108136
1399,999782.0,108247
1400,999782.0,108362
