events count, average value
412,5407.8373786407765
413,5399.740920096852
414,5392.057971014493
415,5379.387951807229
416,5384.2307692307695
417,5383.6474820143885
418,5380.923444976077
419,5377.727923627685
420,5388.695238095238
421,5407.082938388626
422,5384.77030162413
423,5381.053488372093
424,5388.46386946387
425,5397.689252336449
426,5390.88056206089
427,5389.955399061033
428,5390.755294117647
429,5389.327830188679
430,5401.751773049646
431,5398.437054631829
432,5378.782407407408
433,5382.711316397229
434,5386.700460829493
435,5394.326436781609
436,5387.9197247706425
437,5378.734553775744
438,5388.851598173516
439,5394.665148063781
440,5388.404545454546
441,5396.546485260771
442,5393.671945701358
443,5401.200902934537
444,5411.304054054054
445,5399.986516853933
446,5406.491031390135
447,5403.664429530201
448,5407.415178571428
449,5414.850779510022
450,5408.7844444444445
451,5403.130820399113
452,5397.54424778761
453,5395.304635761589
454,5388.801762114537
455,5378.158241758242
456,5367.070175438596
457,5375.177242888402
458,5371.893013100436
459,5378.257080610022
460,5374.315217391304
461,5371.299349240781
462,5360.926406926407
