Events Sent, Average throughput (events/second)
1395318, 996.6903601902935
1395418, 996.6905973693904
1395518, 996.6908345144957
1395619, 996.6903574686214
1395719, 996.6905945967634
1395819, 996.6908316909285
1395920, 996.690354748123
1396020, 996.690591825332
1396120, 996.6908288685786
1396221, 996.6903520287977
1396321, 996.6905890550954
1396421, 996.6908260474455
1396521, 996.6910630058553
1396622, 996.6905862860531
1396722, 996.6908232275284
1396822, 996.691060135078
1396923, 996.690583518204
1397023, 996.6908204088265
1397123, 996.6910572655379
1397224, 996.6905807515474
1397324, 996.6908175913389
1397424, 996.6910543972339
1397525, 996.6905779860825
1397625, 996.6908147750648
1397725, 996.6910515301652
1397826, 996.6905752218087
1397926, 996.6908119600037
1398026, 996.691048664331
1398126, 996.6912853347981
1398227, 996.6908091461544
1398327, 996.6910457997307
1398427, 996.6912824194612
1398528, 996.6908063335163
1398628, 996.6910429363634
1398728, 996.6912795053792
1398829, 996.6908035220888
1398929, 996.6910400742282
1399029, 996.6912765925509
1399130, 996.690800711871
1399230, 996.6910372133245
1399330, 996.6912736809759
1399431, 996.690797902862
1399531, 996.6910343536514
1399631, 996.6912707706531
1399731, 996.6915071538746
1399832, 996.691031495208
1399932, 996.6912678615818
1400032, 996.6915041941899
1400133, 996.6910286379937
1400233, 996.6912649537612
1400333, 996.6915012357775
1400434, 996.6910257820075
1400534, 996.6912620471907
1400634, 996.6914982786367
1400735, 996.6910229272489
1400835, 996.691259141869
1400935, 996.6914953227666
1401036, 996.6910200737169
1401136, 996.6912562377956
1401236, 996.6914923681663
1401336, 996.6917284648365
1401437, 996.6912533349698
1401537, 996.6914894148354
1401637, 996.6917254610145
1401738, 996.6912504333906
1401838, 996.6914864627724
1401938, 996.6917224584824
1402039, 996.6912475330572
1402139, 996.691483511977
1402239, 996.6917194572394
1402340, 996.691244633969
1402440, 996.6914805624483
1402540, 996.6917164572847
1402640, 996.6919523184852
1402741, 996.6914776141854
1402841, 996.6917134586172
1402941, 996.6919492694276
1403042, 996.6914746671874
1403142, 996.6917104612363
1403242, 996.6919462216781
1403343, 996.6914717214537
1403443, 996.6917074651411
1403543, 996.6919431752358
1403644, 996.6914687769834
1403744, 996.6917044703307
1403844, 996.6919401300999
1403945, 996.6914658337755
1404045, 996.6917014768045
1404145, 996.6919370862696
1404245, 996.6921726621779
1404346, 996.6916984845615
1404446, 996.6919340437439
1404546, 996.692169569384
1404647, 996.691695493601
1404747, 996.6919310025222
1404847, 996.6921664779154
1404948, 996.6916925039219
1405048, 996.6919279626035
1405148, 996.6921633877712
1405249, 996.6916895155235
1405349, 996.6919249239868
1405449, 996.6921602989507
1405549, 996.6923956404223
1405650, 996.6919218866717
1405750, 996.692157211453
1405850, 996.6923925027563
1405951, 996.691918850657
1406051, 996.6921541252772
1406151, 996.6923893664336
1406252, 996.6919158159419
1406352, 996.6921510404223
1406452, 996.6923862314533
1406553, 996.6919127825258
1406653, 996.6921479568878
1406753, 996.6923830978146
1406853, 996.6926182053135
1406954, 996.6921448746725
1407054, 996.6923799655166
1407154, 996.692615022947
1407255, 996.6921417937758
1407355, 996.6923768345584
1407455, 996.6926118419417
1407556, 996.6921387141969
1407656, 996.6923737049392
1407756, 996.6926086622966
1407857, 996.6921356359346
1407957, 996.6923705766583
1408057, 996.692605484011
1408157, 996.6928403579999
1408258, 996.6923674497144
1408358, 996.6926023070839
1408458, 996.6928371311037
1408559, 996.6923643241071
1408659, 996.6925991315144
1408759, 996.6928339055864
1408860, 996.6923611998353
1408960, 996.6925959573018
1409060, 996.6928306814472
1409161, 996.6923580768982
1409261, 996.6925927844452
1409361, 996.6928274586852
1409461, 996.6930620996253
1409562, 996.6925896129436
1409662, 996.6928242372994
1409762, 996.6930588283695
1409863, 996.6925864427963
1409963, 996.692821017289
1410063, 996.6930555585105
1410164, 996.6925832740021
1410264, 996.6928177986532
1410364, 996.6930522900471
1410465, 996.6925801065606
1410565, 996.6928145813912
1410665, 996.6930490229785
1410766, 996.6925769404706
1410866, 996.6928113655018
1410966, 996.6930457573039
1411066, 996.693280115884
1411167, 996.6928081509843
1411267, 996.6930424930223
1411367, 996.6932768018523
1411468, 996.6928049378378
1411568, 996.6930392301327
1411668, 996.693273489234
1411769, 996.6928017260615
1411869, 996.6930359686345
1411969, 996.693270178028
1412070, 996.6927985156543
1412170, 996.6930327085266
1412270, 996.6932668682334
1412371, 996.6927953066156
1412471, 996.6930294498083
1412571, 996.6932635598494
1412671, 996.6934976367463
1412772, 996.6930261924783
1412872, 996.693260252875
1412972, 996.6934942801414
1413073, 996.6930229365362
1413173, 996.6932569473094
1413273, 996.6934909249663
1413374, 996.6930196819809
1413474, 996.6932536431515
1413574, 996.6934875712202
1413675, 996.6930164288115
1413775, 996.6932503404007
1413875, 996.6934842189019
1413976, 996.6930131770271
1414076, 996.6932470390559
1414176, 996.6934808680107
1414276, 996.6937146638986
1414377, 996.6932437391163
1414477, 996.6934775185457
1414577, 996.6937112649224
1414678, 996.6932404405808
1414778, 996.693474170506
1414878, 996.693707867392
1414979, 996.6932371434489
1415079, 996.6934708238904
1415179, 996.6937044713071
1415280, 996.6932338477192
1415380, 996.6934674786983
1415480, 996.6937010766666
1415581, 996.6932305533911
