Expected distinct count
2994
3420
3935
4470
4545
4520
4475
4410
4505
4220
4235
4350
4510
4515
4375
4065
4210
4135
4350
4245
4280
4315
4355
4365
4340
4270
4265
4285
4345
4345
4335
4280
4320
4305
4240
4335
4400
4275
4340
4275
4255
4320
4250
4345
4360
4320
4360
4290
4310
4270
4280
4320
4355
4290
4320
4260
4320
4290
4325
4290
4335
4350
4360
4235
4305
4215
4340
4305
4325
4385
4305
4185
4335
4260
4305
4379
4325
4290
4305
4290
4245
4255
4345
4330
4275
4260
4290
4345
4315
4330
4260
4435
4455
4415
4305
4430
4445
4465
4425
4430
4325
4425
4455
4445
4450
4380
4400
4395
4405
4415
4400
4435
4425
4415
4420
