events count, average value
1269,5079.127819548872
1270,5083.523809523809
1271,5088.911027568923
1272,5085.275689223057
1273,5079.147869674185
1274,5078.639097744361
1275,5076.596996245306
1276,5084.619047619048
1277,5086.189223057644
1278,5079.893350062735
1279,5078.018820577165
1280,5074.323713927227
1281,5070.630325814536
1282,5062.0927318295735
1283,5058.013784461153
1284,5064.295739348371
1285,5052.631578947368
1286,5048.9899749373435
1287,5056.058897243108
1288,5055.293233082707
1289,5048.318295739348
1290,5055.633165829146
1291,5054.884422110553
1292,5064.909547738694
1293,5064.657465495608
1294,5070.015037593985
1295,5065.215269086358
1296,5068.84875
1297,5071.571785268415
1298,5071.057356608479
1299,5066.610211706102
1300,5068.581569115816
1301,5098.453738910012
1302,5103.261753494282
1303,5107.751592356688
1304,5110.020356234097
1305,5101.3121019108285
1306,5102.83821656051
1307,5103.368152866242
1308,5096.811464968153
1309,5095.321882951654
1310,5086.639949109414
1311,5084.1375796178345
1312,5094.467515923567
1313,5100.436942675159
1314,5094.531806615776
1315,5097.536305732484
1316,5088.890445859873
1317,5095.863694267516
1318,5095.612738853503
1319,5092.979617834395
1320,5096.331210191082
1321,5096.96050955414
1322,5097.5337579617835
1323,5105.375
1324,5105.911989795918
1325,5107.28025477707
1326,5106.4866242038215
1327,5111.143949044586
1328,5115.407124681934
1329,5121.6170483460555
1330,5127.594904458599
1331,5130.573248407643
1332,5129.805874840357
1333,5125.313775510204
1334,5120.860791826309
1335,5121.265644955301
1336,5121.120051085569
1337,5122.922094508302
1338,5126.765685019206
1339,5118.48271446863
1340,5129.893725992318
1341,5123.072983354674
1342,5128.285166240409
1343,5130.567221510883
1344,5125.29833546735
1345,5124.162612035851
1346,5117.053777208706
1347,5115.8452685422
1348,5112.150895140665
1349,5117.710997442456
1350,5124.927109974425
1351,5124.109974424552
1352,5119.864450127877
1353,5120.740409207161
1354,5123.374680306905
1355,5112.900255754475
1356,5115.200767263427
1357,5105.8452685422
1358,5109.201787994892
1359,5108.922094508302
1360,5115.234015345269
1361,5114.570332480818
1362,5125.177749360614
1363,5124.397190293742
1364,5125.270753512133
1365,5116.36398467433
1366,5117.122605363985
