Expected distinct count
2540
3770
3754
4265
4400
4470
4465
4399
4375
4490
4515
4420
4490
4430
4515
4485
4545
4540
4530
4525
4525
4515
4520
4515
4485
4525
4510
4500
4520
4540
4525
4520
4515
4445
4410
4525
4520
4520
4515
4490
4520
4495
4530
4520
4505
4495
4510
4530
4490
4489
4520
4540
4545
4525
4550
4510
4520
4491
4538
4525
4525
4510
4518
4516
4400
4485
4400
4455
4415
4449
4320
4330
4485
4440
4420
4390
4380
4515
4520
4525
4470
4480
4515
4500
4505
4505
4515
4505
4495
4535
4530
4530
4510
4430
4440
4495
4495
4540
4360
4515
4530
4495
4470
4500
4510
4465
4495
4400
4395
4470
4470
4480
