Timestamp,Average latency (ms)
2017-08-18 19:54:10,1184
2017-08-18 19:54:20,1184
2017-08-18 19:54:30,1185
2017-08-18 19:54:40,1185
2017-08-18 19:54:50,1185
2017-08-18 19:55:00,1200
2017-08-18 19:55:10,271
2017-08-18 19:55:20,271
2017-08-18 19:55:30,271
2017-08-18 19:55:40,1272
2017-08-18 19:55:50,274
2017-08-18 19:56:00,1260
2017-08-18 19:56:10,1260
2017-08-18 19:56:20,260
2017-08-18 19:56:30,260
2017-08-18 19:56:40,1260
2017-08-18 19:56:50,260
2017-08-18 19:57:00,1250
2017-08-18 19:57:10,1250
2017-08-18 19:57:20,1250
2017-08-18 19:57:30,250
2017-08-18 19:57:40,1250
2017-08-18 19:57:50,1250
2017-08-18 19:58:00,1234
2017-08-18 19:58:10,1233
2017-08-18 19:58:20,1234
2017-08-18 19:58:30,1234
2017-08-18 19:58:40,1234
2017-08-18 19:58:50,1235
2017-08-18 19:59:00,1234
2017-08-18 19:59:10,318
2017-08-18 19:59:20,319
2017-08-18 19:59:30,320
2017-08-18 19:59:40,320
2017-08-18 19:59:50,320
2017-08-18 20:00:00,1317
2017-08-18 20:00:10,1317
2017-08-18 20:00:20,317
2017-08-18 20:00:30,317
2017-08-18 20:00:40,1317
2017-08-18 20:00:50,318
2017-08-18 20:01:00,1289
2017-08-18 20:01:10,1290
2017-08-18 20:01:20,1291
2017-08-18 20:01:30,291
2017-08-18 20:01:40,1291
2017-08-18 20:01:50,1291
2017-08-18 20:02:00,1262
2017-08-18 20:02:10,1262
2017-08-18 20:02:20,1262
2017-08-18 20:02:30,1262
2017-08-18 20:02:40,1262
2017-08-18 20:02:50,1263
2017-08-18 20:03:00,1263
2017-08-18 20:03:10,1340
2017-08-18 20:03:20,341
2017-08-18 20:03:30,342
2017-08-18 20:03:40,1342
2017-08-18 20:03:50,342
2017-08-18 20:04:00,1313
2017-08-18 20:04:10,1313
2017-08-18 20:04:20,1314
2017-08-18 20:04:30,315
2017-08-18 20:04:40,1314
2017-08-18 20:04:50,1314
2017-08-18 20:05:00,1299
2017-08-18 20:05:10,1298
2017-08-18 20:05:20,1299
2017-08-18 20:05:30,1299
2017-08-18 20:05:40,1298
2017-08-18 20:05:50,6299
2017-08-18 20:06:00,15299
