event count, actual distinct count
1,153
2,389
3,1034
4,1330
5,1076
6,1105
7,1246
8,1886
9,2002
10,1916
11,2086
12,1924
13,1907
14,1907
15,1645
16,1464
17,1861
18,1836
19,1857
20,1942
21,1885
22,1847
23,1752
24,1422
25,1471
26,1363
27,1368
28,1411
29,1430
30,1381
31,1354
32,1327
33,1404
34,1344
35,1384
36,1349
37,1262
38,1375
39,1328
40,1251
41,1265
42,1261
43,1101
