events count, max value,lower bound - 0.3, upper bound - 0.3, timeSpent
545,999886.0,699920.2,1299851.8,46228
546,999886.0,699920.2,1299851.8,46309
547,999886.0,699920.2,1299851.8,46390
548,999886.0,699920.2,1299851.8,46476
549,999886.0,699920.2,1299851.8,46558
550,999886.0,699920.2,1299851.8,46640
551,999917.0,699941.9,1299892.1,46721
552,999917.0,699941.9,1299892.1,46799
553,999917.0,699941.9,1299892.1,46877
554,999917.0,699941.9,1299892.1,46958
555,999917.0,699941.9,1299892.1,47042
556,999917.0,699941.9,1299892.1,47124
557,999917.0,699941.9,1299892.1,47205
558,999917.0,699941.9,1299892.1,47285
559,999917.0,699941.9,1299892.1,47363
560,999917.0,699941.9,1299892.1,47442
561,999917.0,699941.9,1299892.1,47521
562,999917.0,699941.9,1299892.1,47602
563,999917.0,699941.9,1299892.1,47681
564,999917.0,699941.9,1299892.1,47766
565,999917.0,699941.9,1299892.1,47847
566,999917.0,699941.9,1299892.1,47928
567,999917.0,699941.9,1299892.1,48011
568,999917.0,699941.9,1299892.1,48092
569,999917.0,699941.9,1299892.1,48171
570,999917.0,699941.9,1299892.1,48251
571,999917.0,699941.9,1299892.1,48329
572,999917.0,699941.9,1299892.1,48408
573,999917.0,699941.9,1299892.1,48493
574,999917.0,699941.9,1299892.1,48572
575,999917.0,699941.9,1299892.1,48653
576,999917.0,699941.9,1299892.1,48732
577,999917.0,699941.9,1299892.1,48810
578,999917.0,699941.9,1299892.1,48891
579,999917.0,699941.9,1299892.1,48973
580,999917.0,699941.9,1299892.1,49061
581,999917.0,699941.9,1299892.1,49139
582,999917.0,699941.9,1299892.1,49221
583,999917.0,699941.9,1299892.1,49301
584,999917.0,699941.9,1299892.1,49381
585,999917.0,699941.9,1299892.1,49460
586,999917.0,699941.9,1299892.1,49543
587,999968.0,699977.6,1299958.4,49622
588,999968.0,699977.6,1299958.4,49705
589,999968.0,699977.6,1299958.4,49787
590,999968.0,699977.6,1299958.4,49865
591,999968.0,699977.6,1299958.4,49950
592,999968.0,699977.6,1299958.4,50029
593,999968.0,699977.6,1299958.4,50112
594,999968.0,699977.6,1299958.4,50194
595,999968.0,699977.6,1299958.4,50275
596,999968.0,699977.6,1299958.4,50355
597,999968.0,699977.6,1299958.4,50434
598,999968.0,699977.6,1299958.4,50515
599,999968.0,699977.6,1299958.4,50597
600,999968.0,699977.6,1299958.4,50677
601,999968.0,699977.6,1299958.4,50760
602,999968.0,699977.6,1299958.4,50839
603,999968.0,699977.6,1299958.4,50917
604,999968.0,699977.6,1299958.4,50998
605,999968.0,699977.6,1299958.4,51089
606,999968.0,699977.6,1299958.4,51167
607,999968.0,699977.6,1299958.4,51243
608,999968.0,699977.6,1299958.4,51322
609,999968.0,699977.6,1299958.4,51396
610,999968.0,699977.6,1299958.4,51478
611,999968.0,699977.6,1299958.4,51562
612,999968.0,699977.6,1299958.4,51645
613,999968.0,699977.6,1299958.4,51720
614,999968.0,699977.6,1299958.4,51801
615,999968.0,699977.6,1299958.4,51887
616,999968.0,699977.6,1299958.4,51968
617,999968.0,699977.6,1299958.4,52049
618,999968.0,699977.6,1299958.4,52127
619,999968.0,699977.6,1299958.4,52211
620,999968.0,699977.6,1299958.4,52292
621,999968.0,699977.6,1299958.4,52372
622,999968.0,699977.6,1299958.4,52467
623,999968.0,699977.6,1299958.4,52575
624,999968.0,699977.6,1299958.4,52661
625,999968.0,699977.6,1299958.4,52740
626,999968.0,699977.6,1299958.4,52823
627,999968.0,699977.6,1299958.4,52904
628,999968.0,699977.6,1299958.4,52993
629,999968.0,699977.6,1299958.4,53143
630,999968.0,699977.6,1299958.4,53263
631,999968.0,699977.6,1299958.4,53395
632,999968.0,699977.6,1299958.4,53502
633,999968.0,699977.6,1299958.4,53612
634,999968.0,699977.6,1299958.4,53704
635,999968.0,699977.6,1299958.4,53807
636,999968.0,699977.6,1299958.4,53896
637,999968.0,699977.6,1299958.4,54009
638,999968.0,699977.6,1299958.4,54106
639,999968.0,699977.6,1299958.4,54193
640,999968.0,699977.6,1299958.4,54298
641,999968.0,699977.6,1299958.4,54379
642,999968.0,699977.6,1299958.4,54455
643,999968.0,699977.6,1299958.4,54560
644,999968.0,699977.6,1299958.4,54678
645,999968.0,699977.6,1299958.4,54766
646,999968.0,699977.6,1299958.4,54848
647,999968.0,699977.6,1299958.4,54923
648,999968.0,699977.6,1299958.4,55003
649,999968.0,699977.6,1299958.4,55085
650,999968.0,699977.6,1299958.4,55165
651,999968.0,699977.6,1299958.4,55245
652,999968.0,699977.6,1299958.4,55289
653,999968.0,699977.6,1299958.4,55371
654,999968.0,699977.6,1299958.4,55451
655,999968.0,699977.6,1299958.4,55532
656,999968.0,699977.6,1299958.4,55613
657,999968.0,699977.6,1299958.4,55689
658,999968.0,699977.6,1299958.4,55754
659,999968.0,699977.6,1299958.4,55792
660,999968.0,699977.6,1299958.4,55847
661,999968.0,699977.6,1299958.4,55900
