events count, max value,lower bound - 0.3, upper bound - 0.3, timeSpent
662,999968.0,699977.6,1299958.4,55948
663,999968.0,699977.6,1299958.4,56003
664,999968.0,699977.6,1299958.4,56074
665,999968.0,699977.6,1299958.4,56132
666,999968.0,699977.6,1299958.4,56195
667,999968.0,699977.6,1299958.4,56267
668,999968.0,699977.6,1299958.4,56328
669,999968.0,699977.6,1299958.4,56401
670,999968.0,699977.6,1299958.4,56463
671,999968.0,699977.6,1299958.4,56536
672,999968.0,699977.6,1299958.4,56615
673,999968.0,699977.6,1299958.4,56674
674,999968.0,699977.6,1299958.4,56751
675,999968.0,699977.6,1299958.4,56832
676,999968.0,699977.6,1299958.4,56905
677,999968.0,699977.6,1299958.4,56958
678,999968.0,699977.6,1299958.4,57019
679,999968.0,699977.6,1299958.4,57097
680,999968.0,699977.6,1299958.4,57179
681,999968.0,699977.6,1299958.4,57260
682,999968.0,699977.6,1299958.4,57340
683,999968.0,699977.6,1299958.4,57422
684,999968.0,699977.6,1299958.4,57504
685,999968.0,699977.6,1299958.4,57585
686,999968.0,699977.6,1299958.4,57659
687,999968.0,699977.6,1299958.4,57741
688,999968.0,699977.6,1299958.4,57822
689,999968.0,699977.6,1299958.4,57900
690,999968.0,699977.6,1299958.4,57977
691,999968.0,699977.6,1299958.4,58066
692,999968.0,699977.6,1299958.4,58139
693,999968.0,699977.6,1299958.4,58220
694,999968.0,699977.6,1299958.4,58299
695,999968.0,699977.6,1299958.4,58380
696,999968.0,699977.6,1299958.4,58460
697,999968.0,699977.6,1299958.4,58542
698,999968.0,699977.6,1299958.4,58623
699,999968.0,699977.6,1299958.4,58702
700,999968.0,699977.6,1299958.4,58782
701,999968.0,699977.6,1299958.4,58865
702,999968.0,699977.6,1299958.4,58944
703,999968.0,699977.6,1299958.4,59023
704,999968.0,699977.6,1299958.4,59105
705,999968.0,699977.6,1299958.4,59184
706,999968.0,699977.6,1299958.4,59267
707,999968.0,699977.6,1299958.4,59344
708,999968.0,699977.6,1299958.4,59423
709,999968.0,699977.6,1299958.4,59501
710,999968.0,699977.6,1299958.4,59581
711,999968.0,699977.6,1299958.4,59666
712,999968.0,699977.6,1299958.4,59744
713,999968.0,699977.6,1299958.4,59824
714,999968.0,699977.6,1299958.4,59915
715,999968.0,699977.6,1299958.4,60005
716,999968.0,699977.6,1299958.4,60084
717,999968.0,699977.6,1299958.4,60167
718,999968.0,699977.6,1299958.4,60247
719,999968.0,699977.6,1299958.4,60324
720,999968.0,699977.6,1299958.4,60403
721,999968.0,699977.6,1299958.4,60482
722,999968.0,699977.6,1299958.4,60565
723,999968.0,699977.6,1299958.4,60647
724,999968.0,699977.6,1299958.4,60729
725,999968.0,699977.6,1299958.4,60803
726,999968.0,699977.6,1299958.4,60886
727,999968.0,699977.6,1299958.4,60964
728,999968.0,699977.6,1299958.4,61044
729,999968.0,699977.6,1299958.4,61128
730,999968.0,699977.6,1299958.4,61214
731,999968.0,699977.6,1299958.4,61297
732,999968.0,699977.6,1299958.4,61384
733,999968.0,699977.6,1299958.4,61459
734,999968.0,699977.6,1299958.4,61543
735,999968.0,699977.6,1299958.4,61619
736,999968.0,699977.6,1299958.4,61700
737,999968.0,699977.6,1299958.4,61782
738,999968.0,699977.6,1299958.4,61865
739,999968.0,699977.6,1299958.4,61947
740,999968.0,699977.6,1299958.4,62023
741,999968.0,699977.6,1299958.4,62102
742,999968.0,699977.6,1299958.4,62184
743,999968.0,699977.6,1299958.4,62255
744,999968.0,699977.6,1299958.4,62328
745,999968.0,699977.6,1299958.4,62409
746,999968.0,699977.6,1299958.4,62491
747,999968.0,699977.6,1299958.4,62572
748,999968.0,699977.6,1299958.4,62650
749,999968.0,699977.6,1299958.4,62729
750,999968.0,699977.6,1299958.4,62810
751,999968.0,699977.6,1299958.4,62887
752,999968.0,699977.6,1299958.4,62965
753,999968.0,699977.6,1299958.4,63043
754,999968.0,699977.6,1299958.4,63129
755,999968.0,699977.6,1299958.4,63214
756,999968.0,699977.6,1299958.4,63302
757,999968.0,699977.6,1299958.4,63383
758,999968.0,699977.6,1299958.4,63462
759,999968.0,699977.6,1299958.4,63536
760,999968.0,699977.6,1299958.4,63618
761,999968.0,699977.6,1299958.4,63696
762,999968.0,699977.6,1299958.4,63776
763,999968.0,699977.6,1299958.4,63856
764,999968.0,699977.6,1299958.4,63936
765,999968.0,699977.6,1299958.4,64018
766,999968.0,699977.6,1299958.4,64102
767,999968.0,699977.6,1299958.4,64182
768,999968.0,699977.6,1299958.4,64262
769,999968.0,699977.6,1299958.4,64353
770,999968.0,699977.6,1299958.4,64435
771,999968.0,699977.6,1299958.4,64517
772,999968.0,699977.6,1299958.4,64598
773,999968.0,699977.6,1299958.4,64675
774,999968.0,699977.6,1299958.4,64762
775,999968.0,699977.6,1299958.4,64841
776,999968.0,699977.6,1299958.4,64926
777,999968.0,699977.6,1299958.4,65020
778,999968.0,699977.6,1299958.4,65102
779,999968.0,699977.6,1299958.4,65179
780,999968.0,699977.6,1299958.4,65262
781,999968.0,699977.6,1299958.4,65342
782,999968.0,699977.6,1299958.4,65422
783,999968.0,699977.6,1299958.4,65506
784,999968.0,699977.6,1299958.4,65585
785,999968.0,699977.6,1299958.4,65679
786,999968.0,699977.6,1299958.4,65780
787,999968.0,699977.6,1299958.4,65880
788,999968.0,699977.6,1299958.4,65955
789,999968.0,699977.6,1299958.4,66032
790,999968.0,699977.6,1299958.4,66112
791,999968.0,699977.6,1299958.4,66197
792,999968.0,699977.6,1299958.4,66279
793,999968.0,699977.6,1299958.4,66357
794,999968.0,699977.6,1299958.4,66454
795,999968.0,699977.6,1299958.4,66533
796,999968.0,699977.6,1299958.4,66613
797,999968.0,699977.6,1299958.4,66701
798,999968.0,699977.6,1299958.4,66790
799,999968.0,699977.6,1299958.4,66877
800,999968.0,699977.6,1299958.4,66959
801,999968.0,699977.6,1299958.4,67040
802,999968.0,699977.6,1299958.4,67121
803,999968.0,699977.6,1299958.4,67202
804,999968.0,699977.6,1299958.4,67286
805,999968.0,699977.6,1299958.4,67363
806,999968.0,699977.6,1299958.4,67438
807,999968.0,699977.6,1299958.4,67509
808,999968.0,699977.6,1299958.4,67595
809,999968.0,699977.6,1299958.4,67682
810,999968.0,699977.6,1299958.4,67760
811,999968.0,699977.6,1299958.4,67844
812,999968.0,699977.6,1299958.4,67921
813,999968.0,699977.6,1299958.4,68001
814,999968.0,699977.6,1299958.4,68068
815,999968.0,699977.6,1299958.4,68138
816,999968.0,699977.6,1299958.4,68210
817,999968.0,699977.6,1299958.4,68292
818,999968.0,699977.6,1299958.4,68374
819,999968.0,699977.6,1299958.4,68453
820,999968.0,699977.6,1299958.4,68534
821,999968.0,699977.6,1299958.4,68610
822,999968.0,699977.6,1299958.4,68690
823,999968.0,699977.6,1299958.4,68762
824,999968.0,699977.6,1299958.4,68843
825,999968.0,699977.6,1299958.4,68925
826,999968.0,699977.6,1299958.4,69003
827,999968.0,699977.6,1299958.4,69074
828,999968.0,699977.6,1299958.4,69151
829,999968.0,699977.6,1299958.4,69230
830,999968.0,699977.6,1299958.4,69313
831,999968.0,699977.6,1299958.4,69396
832,999968.0,699977.6,1299958.4,69474
833,999968.0,699977.6,1299958.4,69555
834,999968.0,699977.6,1299958.4,69632
835,999968.0,699977.6,1299958.4,69715
836,999968.0,699977.6,1299958.4,69790
837,999968.0,699977.6,1299958.4,69874
838,999968.0,699977.6,1299958.4,69952
839,999968.0,699977.6,1299958.4,70029
840,999968.0,699977.6,1299958.4,70109
841,999968.0,699977.6,1299958.4,70189
842,999968.0,699977.6,1299958.4,70273
843,999968.0,699977.6,1299958.4,70353
844,999968.0,699977.6,1299958.4,70434
845,999968.0,699977.6,1299958.4,70516
846,999968.0,699977.6,1299958.4,70595
847,999968.0,699977.6,1299958.4,70674
848,999968.0,699977.6,1299958.4,70755
849,999968.0,699977.6,1299958.4,70838
850,999968.0,699977.6,1299958.4,70918
851,999968.0,699977.6,1299958.4,70996
852,999968.0,699977.6,1299958.4,71076
853,999968.0,699977.6,1299958.4,71154
854,999968.0,699977.6,1299958.4,71235
855,999968.0,699977.6,1299958.4,71317
856,999968.0,699977.6,1299958.4,71394
857,999968.0,699977.6,1299958.4,71476
858,999968.0,699977.6,1299958.4,71554
859,999968.0,699977.6,1299958.4,71632
860,999968.0,699977.6,1299958.4,71713
861,999968.0,699977.6,1299958.4,71794
862,999968.0,699977.6,1299958.4,71872
863,999968.0,699977.6,1299958.4,71951
864,999968.0,699977.6,1299958.4,72030
865,999968.0,699977.6,1299958.4,72107
866,999968.0,699977.6,1299958.4,72191
867,999968.0,699977.6,1299958.4,72270
868,999968.0,699977.6,1299958.4,72353
869,999968.0,699977.6,1299958.4,72432
870,999968.0,699977.6,1299958.4,72515
871,999968.0,699977.6,1299958.4,72591
872,999968.0,699977.6,1299958.4,72666
873,999968.0,699977.6,1299958.4,72746
874,999968.0,699977.6,1299958.4,72829
875,999968.0,699977.6,1299958.4,72911
876,999968.0,699977.6,1299958.4,72990
877,999968.0,699977.6,1299958.4,73100
878,999968.0,699977.6,1299958.4,73175
879,999968.0,699977.6,1299958.4,73255
880,999968.0,699977.6,1299958.4,73344
881,999968.0,699977.6,1299958.4,73432
882,999968.0,699977.6,1299958.4,73531
883,999968.0,699977.6,1299958.4,73620
884,999968.0,699977.6,1299958.4,73701
885,999968.0,699977.6,1299958.4,73787
886,999968.0,699977.6,1299958.4,73867
887,999968.0,699977.6,1299958.4,73970
888,999968.0,699977.6,1299958.4,74053
889,999968.0,699977.6,1299958.4,74134
890,999968.0,699977.6,1299958.4,74212
891,999968.0,699977.6,1299958.4,74296
892,999968.0,699977.6,1299958.4,74377
893,999968.0,699977.6,1299958.4,74459
894,999968.0,699977.6,1299958.4,74544
895,999968.0,699977.6,1299958.4,74624
896,999968.0,699977.6,1299958.4,74706
897,999968.0,699977.6,1299958.4,74784
898,999968.0,699977.6,1299958.4,74864
899,999968.0,699977.6,1299958.4,74942
900,999968.0,699977.6,1299958.4,75027
901,999968.0,699977.6,1299958.4,75107
902,999968.0,699977.6,1299958.4,75196
903,999968.0,699977.6,1299958.4,75273
904,999968.0,699977.6,1299958.4,75353
905,999968.0,699977.6,1299958.4,75431
906,999968.0,699977.6,1299958.4,75493
907,999968.0,699977.6,1299958.4,75577
908,999968.0,699977.6,1299958.4,75654
909,999968.0,699977.6,1299958.4,75731
910,999968.0,699977.6,1299958.4,75805
911,999968.0,699977.6,1299958.4,75870
912,999968.0,699977.6,1299958.4,75946
913,999968.0,699977.6,1299958.4,76018
914,999968.0,699977.6,1299958.4,76090
915,999968.0,699977.6,1299958.4,76175
916,999968.0,699977.6,1299958.4,76248
917,999968.0,699977.6,1299958.4,76317
918,999968.0,699977.6,1299958.4,76390
919,999968.0,699977.6,1299958.4,76471
920,999968.0,699977.6,1299958.4,76552
921,999968.0,699977.6,1299958.4,76632
922,999968.0,699977.6,1299958.4,76712
923,999968.0,699977.6,1299958.4,76792
924,999968.0,699977.6,1299958.4,76868
925,999968.0,699977.6,1299958.4,76955
926,999968.0,699977.6,1299958.4,77066
927,999968.0,699977.6,1299958.4,77146
928,999968.0,699977.6,1299958.4,77223
929,999968.0,699977.6,1299958.4,77301
930,999968.0,699977.6,1299958.4,77391
931,999968.0,699977.6,1299958.4,77471
932,999968.0,699977.6,1299958.4,77550
933,999968.0,699977.6,1299958.4,77630
934,999968.0,699977.6,1299958.4,77709
935,999968.0,699977.6,1299958.4,77789
936,999968.0,699977.6,1299958.4,77866
937,999968.0,699977.6,1299958.4,77948
938,999968.0,699977.6,1299958.4,78025
939,999968.0,699977.6,1299958.4,78106
940,999968.0,699977.6,1299958.4,78184
941,999968.0,699977.6,1299958.4,78264
942,999968.0,699977.6,1299958.4,78348
943,999968.0,699977.6,1299958.4,78425
944,999968.0,699977.6,1299958.4,78503
945,999968.0,699977.6,1299958.4,78584
946,999968.0,699977.6,1299958.4,78663
947,999968.0,699977.6,1299958.4,78742
948,999975.0,699982.5,1299967.5,78827
949,999975.0,699982.5,1299967.5,78907
950,999975.0,699982.5,1299967.5,78987
951,999975.0,699982.5,1299967.5,79067
952,999975.0,699982.5,1299967.5,79147
953,999975.0,699982.5,1299967.5,79230
954,999975.0,699982.5,1299967.5,79320
955,999975.0,699982.5,1299967.5,79377
956,999975.0,699982.5,1299967.5,79455
957,999975.0,699982.5,1299967.5,79537
958,999975.0,699982.5,1299967.5,79616
959,999975.0,699982.5,1299967.5,79699
960,999975.0,699982.5,1299967.5,79775
961,999975.0,699982.5,1299967.5,79854
962,999975.0,699982.5,1299967.5,79936
963,999975.0,699982.5,1299967.5,80024
964,999975.0,699982.5,1299967.5,80123
965,999975.0,699982.5,1299967.5,80224
966,999975.0,699982.5,1299967.5,80304
967,999975.0,699982.5,1299967.5,80381
968,999975.0,699982.5,1299967.5,80463
969,999975.0,699982.5,1299967.5,80548
970,999975.0,699982.5,1299967.5,80629
971,999975.0,699982.5,1299967.5,80708
972,999975.0,699982.5,1299967.5,80783
973,999975.0,699982.5,1299967.5,80870
974,999975.0,699982.5,1299967.5,80956
975,999975.0,699982.5,1299967.5,81034
976,999975.0,699982.5,1299967.5,81116
977,999975.0,699982.5,1299967.5,81200
978,999975.0,699982.5,1299967.5,81284
979,999975.0,699982.5,1299967.5,81364
980,999975.0,699982.5,1299967.5,81444
981,999975.0,699982.5,1299967.5,81524
982,999975.0,699982.5,1299967.5,81599
983,999975.0,699982.5,1299967.5,81672
984,999975.0,699982.5,1299967.5,81752
985,999975.0,699982.5,1299967.5,81835
986,999975.0,699982.5,1299967.5,81915
987,999975.0,699982.5,1299967.5,81996
988,999975.0,699982.5,1299967.5,82069
989,999975.0,699982.5,1299967.5,82154
990,999975.0,699982.5,1299967.5,82233
991,999975.0,699982.5,1299967.5,82317
992,999975.0,699982.5,1299967.5,82392
993,999975.0,699982.5,1299967.5,82468
994,999975.0,699982.5,1299967.5,82539
995,999975.0,699982.5,1299967.5,82620
996,999975.0,699982.5,1299967.5,82702
997,999975.0,699982.5,1299967.5,82780
998,999975.0,699982.5,1299967.5,82859
999,999975.0,699982.5,1299967.5,82935
1000,999975.0,699982.5,1299967.5,83038
1001,999975.0,699982.5,1299967.5,83132
1002,999975.0,699982.5,1299967.5,83229
1003,999975.0,699982.5,1299967.5,83311
1004,999975.0,699982.5,1299967.5,83394
1005,999975.0,699982.5,1299967.5,83501
1006,999975.0,699982.5,1299967.5,83589
1007,999975.0,699982.5,1299967.5,83665
1008,999975.0,699982.5,1299967.5,83738
1009,999975.0,699982.5,1299967.5,83821
1010,999975.0,699982.5,1299967.5,83900
1011,999975.0,699982.5,1299967.5,83982
1012,999975.0,699982.5,1299967.5,84065
1013,999975.0,699982.5,1299967.5,84146
1014,999975.0,699982.5,1299967.5,84223
1015,999975.0,699982.5,1299967.5,84301
1016,999975.0,699982.5,1299967.5,84380
1017,999975.0,699982.5,1299967.5,84462
1018,999975.0,699982.5,1299967.5,84540
1019,999975.0,699982.5,1299967.5,84621
1020,999975.0,699982.5,1299967.5,84702
1021,999975.0,699982.5,1299967.5,84779
1022,999975.0,699982.5,1299967.5,84866
1023,999975.0,699982.5,1299967.5,84933
1024,999975.0,699982.5,1299967.5,85029
1025,999975.0,699982.5,1299967.5,85122
1026,999975.0,699982.5,1299967.5,85203
1027,999975.0,699982.5,1299967.5,85287
1028,999975.0,699982.5,1299967.5,85369
1029,999975.0,699982.5,1299967.5,85462
1030,999975.0,699982.5,1299967.5,85524
1031,999975.0,699982.5,1299967.5,85606
1032,999975.0,699982.5,1299967.5,85682
1033,999975.0,699982.5,1299967.5,85769
1034,999975.0,699982.5,1299967.5,85850
1035,999975.0,699982.5,1299967.5,85923
1036,999975.0,699982.5,1299967.5,85988
1037,999975.0,699982.5,1299967.5,86069
1038,999975.0,699982.5,1299967.5,86154
1039,999975.0,699982.5,1299967.5,86237
1040,999975.0,699982.5,1299967.5,86318
1041,999975.0,699982.5,1299967.5,86416
1042,999975.0,699982.5,1299967.5,86502
1043,999975.0,699982.5,1299967.5,86581
1044,999975.0,699982.5,1299967.5,86655
1045,999975.0,699982.5,1299967.5,86742
1046,999975.0,699982.5,1299967.5,86828
1047,999975.0,699982.5,1299967.5,86908
1048,999975.0,699982.5,1299967.5,86988
1049,999975.0,699982.5,1299967.5,87066
1050,999975.0,699982.5,1299967.5,87145
1051,999975.0,699982.5,1299967.5,87225
1052,999975.0,699982.5,1299967.5,87301
1053,999975.0,699982.5,1299967.5,87384
1054,999975.0,699982.5,1299967.5,87459
1055,999975.0,699982.5,1299967.5,87534
1056,999975.0,699982.5,1299967.5,87612
1057,999975.0,699982.5,1299967.5,87691
1058,999975.0,699982.5,1299967.5,87771
1059,999975.0,699982.5,1299967.5,87845
1060,999975.0,699982.5,1299967.5,87913
1061,999975.0,699982.5,1299967.5,87991
1062,999975.0,699982.5,1299967.5,88062
1063,999975.0,699982.5,1299967.5,88166
1064,999975.0,699982.5,1299967.5,88247
1065,999975.0,699982.5,1299967.5,88322
1066,999975.0,699982.5,1299967.5,88402
1067,999975.0,699982.5,1299967.5,88479
1068,999975.0,699982.5,1299967.5,88557
1069,999975.0,699982.5,1299967.5,88643
1070,999975.0,699982.5,1299967.5,88721
1071,999975.0,699982.5,1299967.5,88788
1072,999975.0,699982.5,1299967.5,88863
1073,999975.0,699982.5,1299967.5,88940
1074,999975.0,699982.5,1299967.5,89019
1075,999975.0,699982.5,1299967.5,89095
1076,999975.0,699982.5,1299967.5,89175
1077,999975.0,699982.5,1299967.5,89275
1078,999975.0,699982.5,1299967.5,89355
1079,999975.0,699982.5,1299967.5,89435
1080,999975.0,699982.5,1299967.5,89526
1081,999975.0,699982.5,1299967.5,89607
1082,999975.0,699982.5,1299967.5,89692
1083,999975.0,699982.5,1299967.5,89761
1084,999975.0,699982.5,1299967.5,89845
1085,999975.0,699982.5,1299967.5,89924
1086,999975.0,699982.5,1299967.5,90004
1087,999975.0,699982.5,1299967.5,90086
1088,999975.0,699982.5,1299967.5,90168
1089,999975.0,699982.5,1299967.5,90249
1090,999975.0,699982.5,1299967.5,90331
1091,999975.0,699982.5,1299967.5,90407
1092,999975.0,699982.5,1299967.5,90485
1093,999975.0,699982.5,1299967.5,90569
1094,999975.0,699982.5,1299967.5,90649
1095,999975.0,699982.5,1299967.5,90727
1096,999975.0,699982.5,1299967.5,90807
1097,999975.0,699982.5,1299967.5,90885
1098,999975.0,699982.5,1299967.5,90961
1099,999975.0,699982.5,1299967.5,91041
1100,999975.0,699982.5,1299967.5,91120
1101,999975.0,699982.5,1299967.5,91201
1102,999975.0,699982.5,1299967.5,91283
1103,999975.0,699982.5,1299967.5,91365
1104,999975.0,699982.5,1299967.5,91454
1105,999975.0,699982.5,1299967.5,91536
1106,999975.0,699982.5,1299967.5,91617
1107,999975.0,699982.5,1299967.5,91684
1108,999975.0,699982.5,1299967.5,91763
1109,999975.0,699982.5,1299967.5,91838
1110,999975.0,699982.5,1299967.5,91918
1111,999975.0,699982.5,1299967.5,91992
1112,999975.0,699982.5,1299967.5,92070
1113,999975.0,699982.5,1299967.5,92152
1114,999975.0,699982.5,1299967.5,92229
1115,999975.0,699982.5,1299967.5,92305
1116,999975.0,699982.5,1299967.5,92387
1117,999975.0,699982.5,1299967.5,92491
1118,999975.0,699982.5,1299967.5,92582
1119,999975.0,699982.5,1299967.5,92683
1120,999975.0,699982.5,1299967.5,92760
1121,999975.0,699982.5,1299967.5,92841
1122,999975.0,699982.5,1299967.5,92925
1123,999975.0,699982.5,1299967.5,92999
1124,999975.0,699982.5,1299967.5,93086
1125,999975.0,699982.5,1299967.5,93170
1126,999975.0,699982.5,1299967.5,93247
1127,999975.0,699982.5,1299967.5,93327
1128,999975.0,699982.5,1299967.5,93405
1129,999975.0,699982.5,1299967.5,93483
1130,999975.0,699982.5,1299967.5,93562
1131,999975.0,699982.5,1299967.5,93641
1132,999975.0,699982.5,1299967.5,93723
1133,999975.0,699982.5,1299967.5,93804
1134,999975.0,699982.5,1299967.5,93890
1135,999975.0,699982.5,1299967.5,93976
1136,999975.0,699982.5,1299967.5,94078
1137,999975.0,699982.5,1299967.5,94158
1138,999975.0,699982.5,1299967.5,94239
1139,999975.0,699982.5,1299967.5,94318
1140,999975.0,699982.5,1299967.5,94393
1141,999975.0,699982.5,1299967.5,94477
1142,999975.0,699982.5,1299967.5,94550
1143,999975.0,699982.5,1299967.5,94632
1144,999975.0,699982.5,1299967.5,94712
1145,999975.0,699982.5,1299967.5,94791
1146,999975.0,699982.5,1299967.5,94851
1147,999975.0,699982.5,1299967.5,94922
1148,999975.0,699982.5,1299967.5,94996
1149,999975.0,699982.5,1299967.5,95074
1150,999975.0,699982.5,1299967.5,95154
1151,999975.0,699982.5,1299967.5,95234
1152,999975.0,699982.5,1299967.5,95313
1153,999975.0,699982.5,1299967.5,95389
1154,999975.0,699982.5,1299967.5,95468
1155,999975.0,699982.5,1299967.5,95545
1156,999975.0,699982.5,1299967.5,95625
1157,999975.0,699982.5,1299967.5,95704
1158,999975.0,699982.5,1299967.5,95784
1159,999975.0,699982.5,1299967.5,95865
1160,999975.0,699982.5,1299967.5,95953
1161,999975.0,699982.5,1299967.5,96030
1162,999975.0,699982.5,1299967.5,96112
1163,999975.0,699982.5,1299967.5,96194
1164,999975.0,699982.5,1299967.5,96273
1165,999975.0,699982.5,1299967.5,96352
1166,999975.0,699982.5,1299967.5,96413
1167,999975.0,699982.5,1299967.5,96492
1168,999975.0,699982.5,1299967.5,96573
1169,999975.0,699982.5,1299967.5,96651
1170,999975.0,699982.5,1299967.5,96734
1171,999975.0,699982.5,1299967.5,96813
1172,999975.0,699982.5,1299967.5,96895
1173,999975.0,699982.5,1299967.5,96977
1174,999975.0,699982.5,1299967.5,97059
1175,999975.0,699982.5,1299967.5,97145
1176,999975.0,699982.5,1299967.5,97223
1177,999975.0,699982.5,1299967.5,97299
1178,999975.0,699982.5,1299967.5,97375
1179,999975.0,699982.5,1299967.5,97456
1180,999975.0,699982.5,1299967.5,97547
1181,999975.0,699982.5,1299967.5,97625
1182,999975.0,699982.5,1299967.5,97706
1183,999975.0,699982.5,1299967.5,97787
1184,999975.0,699982.5,1299967.5,97868
1185,999975.0,699982.5,1299967.5,97948
1186,999975.0,699982.5,1299967.5,98027
1187,999975.0,699982.5,1299967.5,98111
1188,999975.0,699982.5,1299967.5,98190
1189,999975.0,699982.5,1299967.5,98270
1190,999975.0,699982.5,1299967.5,98357
1191,999975.0,699982.5,1299967.5,98437
1192,999975.0,699982.5,1299967.5,98513
1193,999975.0,699982.5,1299967.5,98595
1194,999975.0,699982.5,1299967.5,98676
1195,999975.0,699982.5,1299967.5,98764
1196,999975.0,699982.5,1299967.5,98875
1197,999975.0,699982.5,1299967.5,99006
1198,999975.0,699982.5,1299967.5,99106
1199,999975.0,699982.5,1299967.5,99186
1200,999975.0,699982.5,1299967.5,99266
1201,999975.0,699982.5,1299967.5,99350
1202,999975.0,699982.5,1299967.5,99440
1203,999975.0,699982.5,1299967.5,99520
1204,999975.0,699982.5,1299967.5,99600
1205,999975.0,699982.5,1299967.5,99681
1206,999975.0,699982.5,1299967.5,99763
1207,999975.0,699982.5,1299967.5,99842
1208,999975.0,699982.5,1299967.5,99923
1209,999975.0,699982.5,1299967.5,99995
1210,999975.0,699982.5,1299967.5,100069
1211,999975.0,699982.5,1299967.5,100152
1212,999975.0,699982.5,1299967.5,100258
1213,999975.0,699982.5,1299967.5,100339
1214,999975.0,699982.5,1299967.5,100418
1215,999975.0,699982.5,1299967.5,100498
1216,999975.0,699982.5,1299967.5,100582
1217,999975.0,699982.5,1299967.5,100672
1218,999975.0,699982.5,1299967.5,100754
1219,999975.0,699982.5,1299967.5,100830
1220,999975.0,699982.5,1299967.5,100914
1221,999975.0,699982.5,1299967.5,100996
1222,999975.0,699982.5,1299967.5,101075
1223,999975.0,699982.5,1299967.5,101153
1224,999975.0,699982.5,1299967.5,101234
1225,999975.0,699982.5,1299967.5,101313
1226,999975.0,699982.5,1299967.5,101373
1227,999975.0,699982.5,1299967.5,101425
1228,999975.0,699982.5,1299967.5,101501
1229,999975.0,699982.5,1299967.5,101576
1230,999990.0,699993.0,1299987.0,101663
1231,999990.0,699993.0,1299987.0,101745
1232,999990.0,699993.0,1299987.0,101819
1233,999990.0,699993.0,1299987.0,101903
1234,999990.0,699993.0,1299987.0,101995
1235,999990.0,699993.0,1299987.0,102073
1236,999990.0,699993.0,1299987.0,102157
1237,999990.0,699993.0,1299987.0,102240
1238,999990.0,699993.0,1299987.0,102319
1239,999990.0,699993.0,1299987.0,102401
1240,999990.0,699993.0,1299987.0,102482
1241,999990.0,699993.0,1299987.0,102570
1242,999990.0,699993.0,1299987.0,102632
1243,999990.0,699993.0,1299987.0,102704
1244,999990.0,699993.0,1299987.0,102785
1245,999990.0,699993.0,1299987.0,102866
1246,999990.0,699993.0,1299987.0,102945
1247,999990.0,699993.0,1299987.0,103028
1248,999990.0,699993.0,1299987.0,103101
1249,999990.0,699993.0,1299987.0,103183
1250,999990.0,699993.0,1299987.0,103258
1251,999990.0,699993.0,1299987.0,103338
1252,999990.0,699993.0,1299987.0,103419
1253,999990.0,699993.0,1299987.0,103498
1254,999990.0,699993.0,1299987.0,103579
1255,999990.0,699993.0,1299987.0,103653
1256,999990.0,699993.0,1299987.0,103735
1257,999990.0,699993.0,1299987.0,103807
1258,999990.0,699993.0,1299987.0,103888
1259,999990.0,699993.0,1299987.0,103967
1260,999990.0,699993.0,1299987.0,104046
1261,999990.0,699993.0,1299987.0,104121
1262,999990.0,699993.0,1299987.0,104201
1263,999990.0,699993.0,1299987.0,104283
1264,999990.0,699993.0,1299987.0,104354
1265,999990.0,699993.0,1299987.0,104434
1266,999990.0,699993.0,1299987.0,104510
1267,999990.0,699993.0,1299987.0,104588
1268,999990.0,699993.0,1299987.0,104665
1269,999990.0,699993.0,1299987.0,104744
1270,999990.0,699993.0,1299987.0,104824
1271,999990.0,699993.0,1299987.0,104917
1272,999990.0,699993.0,1299987.0,105000
1273,999990.0,699993.0,1299987.0,105081
1274,999990.0,699993.0,1299987.0,105161
1275,999990.0,699993.0,1299987.0,105241
1276,999990.0,699993.0,1299987.0,105322
1277,999990.0,699993.0,1299987.0,105395
1278,999990.0,699993.0,1299987.0,105476
1279,999990.0,699993.0,1299987.0,105564
1280,999990.0,699993.0,1299987.0,105648
1281,999990.0,699993.0,1299987.0,105728
1282,999990.0,699993.0,1299987.0,105810
1283,999990.0,699993.0,1299987.0,105895
1284,999990.0,699993.0,1299987.0,105980
1285,999990.0,699993.0,1299987.0,106066
1286,999990.0,699993.0,1299987.0,106159
1287,999990.0,699993.0,1299987.0,106245
1288,999990.0,699993.0,1299987.0,106326
1289,999990.0,699993.0,1299987.0,106402
1290,999990.0,699993.0,1299987.0,106486
1291,999990.0,699993.0,1299987.0,106561
1292,999990.0,699993.0,1299987.0,106643
1293,999990.0,699993.0,1299987.0,106719
1294,999990.0,699993.0,1299987.0,106795
1295,999990.0,699993.0,1299987.0,106874
1296,999990.0,699993.0,1299987.0,106961
1297,999990.0,699993.0,1299987.0,107040
1298,999990.0,699993.0,1299987.0,107120
1299,999990.0,699993.0,1299987.0,107201
1300,999990.0,699993.0,1299987.0,107276
1301,999990.0,699993.0,1299987.0,107344
1302,999990.0,699993.0,1299987.0,107422
1303,999990.0,699993.0,1299987.0,107496
1304,999990.0,699993.0,1299987.0,107583
1305,999990.0,699993.0,1299987.0,107683
1306,999990.0,699993.0,1299987.0,107760
1307,999990.0,699993.0,1299987.0,107850
1308,999990.0,699993.0,1299987.0,107924
1309,999990.0,699993.0,1299987.0,107999
1310,999990.0,699993.0,1299987.0,108078
1311,999990.0,699993.0,1299987.0,108162
