Expected distinct count
3297
3038
4356
4566
4902
5154
5279
5160
5256
5413
5302
5346
5100
5190
5124
5160
5190
5034
5124
5112
5219
5274
5124
5064
5130
5040
4980
4998
5166
5100
5100
5154
5034
4989
5186
5178
5118
5076
5130
5016
5058
5166
5130
5040
5195
5052
5142
5028
5148
5172
5160
5226
5238
5220
5178
5160
5076
5100
5166
5121
5162
5304
5304
5220
5088
5202
5112
5160
5160
5214
5136
5196
5148
5160
5004
5172
5136
4968
5088
5130
5166
4920
5088
5124
5064
5028
5148
5083
5260
5118
5298
5124
5016
5298
5130
5040
5346
5082
5250
5328
5268
5292
5298
5292
5074
5167
5240
5134
5154
5214
5148
5268
5196
5022
5232
5308
5241
