11:30:40 Total DISK READ :       0.00 B/s | Total DISK WRITE :       0.00 B/s
11:30:40 Actual DISK READ:       0.00 B/s | Actual DISK WRITE:       0.00 B/s
    TIME  TID  PRIO  USER     DISK READ  DISK WRITE  SWAPIN      IO    COMMAND
11:30:55 Total DISK READ :     543.76 B/s | Total DISK WRITE :    1040.26 K/s
11:30:55 Actual DISK READ:     543.76 B/s | Actual DISK WRITE:    1626.23 K/s
    TIME  TID  PRIO  USER     DISK READ  DISK WRITE  SWAPIN      IO    COMMAND
11:52:19  7290 be/4 chamod      0.00 B/s  271.97 B/s  0.00 %  0.00 % java -XX:+UseG1GC -XX:+UnlockCommercialFeatures -XX:+FlightRecorder -XX:FlightRecorderOptions=defaultrecording=true -Djava.net.preferIPv4Stack=true -jar /home/chamod/Softwares/jdk1.8.0_131/bin//../lib/missioncontrol/plugins/org.eclipse.equinox.launcher_1.3.0.v20140415-2008.jar -os linux -ws gtk -arch x86_64 -showsplash -launcher /home/chamod/Softwares/jdk1.8.0_131/bin/jmc -name Jmc --launcher.library /home/chamod/Softwares/jdk1.8.0_131/bin//../lib/missioncontrol/plugins/org.eclipse.equinox.launcher.gtk.linux.x86_64_1.1.200.v20141007-2033/eclipse_1605.so -startup /home/chamod/Softwares/jdk1.8.0_131/bin//../lib/missioncontrol/plugins/org.eclipse.equinox.launcher_1.3.0.v20140415-2008.jar --launcher.appendVmargs -exitdata 62000f -vm /home/chamod/Softwares/jdk1.8.0_131/bin//../jre/bin/java -vmargs -XX:+UseG1GC -XX:+UnlockCommercialFeatures -XX:+FlightRecorder -XX:FlightRecorderOptions=defaultrecording=true -Djava.net.preferIPv4Stack=true -jar /home/chamod/Softwares/jdk1.8.0_131/bin//../lib/missioncontrol/plugins/org.eclipse.equinox.launcher_1.3.0.v20140415-2008.jar
11:52:19  7479 be/4 chamod      0.00 B/s   59.76 K/s  0.00 %  0.00 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:52:19  7346 be/4 chamod      0.00 B/s  543.95 B/s  0.00 %  0.00 % java -XX:+UseG1GC -XX:+UnlockCommercialFeatures -XX:+FlightRecorder -XX:FlightRecorderOptions=defaultrecording=true -Djava.net.preferIPv4Stack=true -jar /home/chamod/Softwares/jdk1.8.0_131/bin//../lib/missioncontrol/plugins/org.eclipse.equinox.launcher_1.3.0.v20140415-2008.jar -os linux -ws gtk -arch x86_64 -showsplash -launcher /home/chamod/Softwares/jdk1.8.0_131/bin/jmc -name Jmc --launcher.library /home/chamod/Softwares/jdk1.8.0_131/bin//../lib/missioncontrol/plugins/org.eclipse.equinox.launcher.gtk.linux.x86_64_1.1.200.v20141007-2033/eclipse_1605.so -startup /home/chamod/Softwares/jdk1.8.0_131/bin//../lib/missioncontrol/plugins/org.eclipse.equinox.launcher_1.3.0.v20140415-2008.jar --launcher.appendVmargs -exitdata 62000f -vm /home/chamod/Softwares/jdk1.8.0_131/bin//../jre/bin/java -vmargs -XX:+UseG1GC -XX:+UnlockCommercialFeatures -XX:+FlightRecorder -XX:FlightRecorderOptions=defaultrecording=true -Djava.net.preferIPv4Stack=true -jar /home/chamod/Softwares/jdk1.8.0_131/bin//../lib/missioncontrol/plugins/org.eclipse.equinox.launcher_1.3.0.v20140415-2008.jar
11:52:19  7752 be/4 chamod      0.00 B/s  815.92 B/s  0.00 %  0.00 % ./nmon_x86_64_ubuntu1104 -f -s 1 -c 1800 -F abnormal_response_test_old.nmon
11:52:19  7812 be/4 root        0.00 B/s 1631.85 B/s  0.00 %  0.00 % python /usr/sbin/iotop -t -o -d 15
11:52:19  8262 be/4 chamod      0.00 B/s    0.00 B/s  0.00 %  0.00 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:52:19  8264 be/4 chamod      0.00 B/s    0.00 B/s  0.00 %  0.00 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:52:19  8265 be/4 chamod      0.00 B/s    0.00 B/s  0.00 %  0.00 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:52:19  8268 be/4 chamod      0.00 B/s    0.00 B/s  0.00 %  0.00 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:52:34 Total DISK READ :       0.00 B/s | Total DISK WRITE :     103.02 K/s
11:52:34 Actual DISK READ:       0.00 B/s | Actual DISK WRITE:     187.25 K/s
    TIME  TID  PRIO  USER     DISK READ  DISK WRITE  SWAPIN      IO    COMMAND
11:52:34   190 be/3 root        0.00 B/s   10.06 K/s  0.00 % 11.64 % [jbd2/sda1-8]
11:52:34  1085 be/4 mysql       0.00 B/s    3.44 K/s  0.00 %  3.66 % mysqld
11:52:34   230 be/4 root        0.00 B/s    0.00 B/s  0.00 %  1.05 % [kworker/3:3]
11:52:34  7458 be/4 root        0.00 B/s    0.00 B/s  0.00 %  0.38 % [kworker/0:1]
11:52:34  8237 be/4 root        0.00 B/s    0.00 B/s  0.00 %  0.19 % [kworker/u16:1]
11:52:34  7564 be/4 root        0.00 B/s    0.00 B/s  0.00 %  0.08 % [kworker/2:1]
11:52:34  7864 be/4 root        0.00 B/s    0.00 B/s  0.00 %  0.07 % [kworker/u16:2]
11:52:34  8124 be/4 root        0.00 B/s    0.00 B/s  0.00 %  0.03 % [kworker/1:2]
11:52:34  1044 be/4 mysql       0.00 B/s    0.00 B/s  0.00 %  0.01 % mysqld
11:52:34  7394 be/4 chamod      0.00 B/s    3.97 K/s  0.00 %  0.01 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:52:34  1045 be/4 mysql       0.00 B/s   42.38 K/s  0.00 %  0.01 % mysqld
11:52:34  1036 be/4 mysql       0.00 B/s    0.00 B/s  0.00 %  0.01 % mysqld
11:52:34  1041 be/4 mysql       0.00 B/s    0.00 B/s  0.00 %  0.00 % mysqld
11:52:34  1068 be/4 root        0.00 B/s    0.00 B/s  0.00 %  0.00 % Xorg -core :0 -seat seat0 -auth /var/run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch
11:52:34  1091 be/4 mysql       0.00 B/s 1084.80 B/s  0.00 %  0.00 % mysqld
11:52:34  6356 be/4 mysql       0.00 B/s  542.40 B/s  0.00 %  0.00 % mysqld
11:52:34  5543 be/4 mysql       0.00 B/s  271.20 B/s  0.00 %  0.00 % mysqld
11:52:34  4497 be/4 mysql       0.00 B/s  271.20 B/s  0.00 %  0.00 % mysqld
11:52:34  7209 be/4 chamod      0.00 B/s  271.20 B/s  0.00 %  0.00 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
