11:30:40 Total DISK READ :       0.00 B/s | Total DISK WRITE :       0.00 B/s
11:30:40 Actual DISK READ:       0.00 B/s | Actual DISK WRITE:       0.00 B/s
    TIME  TID  PRIO  USER     DISK READ  DISK WRITE  SWAPIN      IO    COMMAND
11:30:55 Total DISK READ :     543.76 B/s | Total DISK WRITE :    1040.26 K/s
11:30:55 Actual DISK READ:     543.76 B/s | Actual DISK WRITE:    1626.23 K/s
    TIME  TID  PRIO  USER     DISK READ  DISK WRITE  SWAPIN      IO    COMMAND
11:46:01  8090 be/4 chamod      0.00 B/s    0.00 B/s  0.00 %  0.00 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:46:01  8091 be/4 chamod      0.00 B/s    0.00 B/s  0.00 %  0.00 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:46:01  8092 be/4 chamod      0.00 B/s    0.00 B/s  0.00 %  0.00 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:46:01  8094 be/4 chamod      0.00 B/s    0.00 B/s  0.00 %  0.00 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:46:16 Total DISK READ :       0.00 B/s | Total DISK WRITE :    1668.08 K/s
11:46:16 Actual DISK READ:       0.00 B/s | Actual DISK WRITE:       2.29 M/s
    TIME  TID  PRIO  USER     DISK READ  DISK WRITE  SWAPIN      IO    COMMAND
11:46:16   190 be/3 root        0.00 B/s   83.95 K/s  0.00 % 67.19 % [jbd2/sda1-8]
11:46:16  8112 be/4 chamod      0.00 B/s   79.53 K/s  0.00 %  2.95 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:46:16  1045 be/4 mysql       0.00 B/s  126.83 K/s  0.00 %  2.83 % mysqld
11:46:16  1085 be/4 mysql       0.00 B/s    3.90 K/s  0.00 %  1.94 % mysqld
11:46:16  7812 be/4 root        0.00 B/s    2.34 K/s  0.00 %  1.88 % python /usr/sbin/iotop -t -o -d 15
11:46:16  8102 be/4 chamod      0.00 B/s   23.39 K/s  0.00 %  1.17 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:46:16  6355 be/4 mysql       0.00 B/s   82.65 K/s  0.00 %  0.82 % mysqld
11:46:16   230 be/4 root        0.00 B/s    0.00 B/s  0.00 %  0.46 % [kworker/3:3]
11:46:16  7564 be/4 root        0.00 B/s    0.00 B/s  0.00 %  0.40 % [kworker/2:1]
11:46:16  4491 be/4 mysql       0.00 B/s  266.14 B/s  0.00 %  0.39 % mysqld
11:46:16  4498 be/4 mysql       0.00 B/s    4.16 K/s  0.00 %  0.38 % mysqld
11:46:16  8124 be/4 root        0.00 B/s    0.00 B/s  0.00 %  0.37 % [kworker/1:2]
11:46:16  7458 be/4 root        0.00 B/s    0.00 B/s  0.00 %  0.30 % [kworker/0:1]
11:46:16  1041 be/4 mysql       0.00 B/s    0.00 B/s  0.00 %  0.18 % mysqld
11:46:16  2618 be/4 root        0.00 B/s    0.00 B/s  0.00 %  0.15 % [kworker/u16:0]
11:46:16  1043 be/4 mysql       0.00 B/s    0.00 B/s  0.00 %  0.13 % mysqld
11:46:16  1042 be/4 mysql       0.00 B/s    0.00 B/s  0.00 %  0.12 % mysqld
11:46:16  1202 be/4 mysql       0.00 B/s 1330.72 B/s  0.00 %  0.05 % mysqld
11:46:16  7864 be/4 root        0.00 B/s    0.00 B/s  0.00 %  0.05 % [kworker/u16:2]
11:46:16  6356 be/4 mysql       0.00 B/s    4.68 K/s  0.00 %  0.05 % mysqld
11:46:16  8088 be/4 chamod      0.00 B/s  110.98 K/s  0.00 %  0.01 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:46:16  7394 be/4 chamod      0.00 B/s 1330.72 B/s  0.00 %  0.01 % java -Xbootclasspath/a: -Xms2g -Xmx4g -XX:MaxPermSize=256m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/logs/heap-dump.hprof -Dcom.sun.management.jmxremote -classpath /home/chamod/Softwares/jdk1.8.0_131/lib/tools.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/org.wso2.carbon.bootstrap-4.4.11.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tcpmon-1.0.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/bin/tomcat-juli-7.0.73.jar:/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/commons-lang-2.6.0.wso2v1.jar -Djava.endorsed.dirs=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/jre/lib/endorsed:/home/chamod/Softwares/jdk1.8.0_131/lib/endorsed -Djava.io.tmpdir=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/tmp -Dcatalina.base=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/tomcat -Dwso2.server.standalone=true -Dcarbon.registry.root=/ -Djava.command=/home/chamod/Softwares/jdk1.8.0_131/bin/java -Dcarbon.home=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dcarbon.config.dir.path=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Djava.util.logging.config.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf/etc/logging-bridge.properties -Dcomponents.repo=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/components/plugins -Dconf.location=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/repository/conf -Dcom.atomikos.icatch.file=/home/chamod/Softwares/wso2/wso2am-analytics-2.1.1-SNAPSHOT/lib/transactions.properties -Dcom.atomikos.icatch.hide_init_file_path=true -Dorg.apache.jasper.compiler.Parser.STRICT_QUOTE_ESCAPING=false -Dorg.apache.jasper.runtime.BodyContentImpl.LIMIT_BUFFER=true -Dcom.sun.jndi.ldap.connect.pool.authentication=simple -Dcom.sun.jndi.ldap.connect.pool.timeout=3000 -Dorg.terracotta.quartz.skipUpdateCheck=true -Djava.security.egd=file:/dev/./urandom -Dfile.encoding=UTF8 -Djava.net.preferIPv4Stack=true -Dcom.ibm.cacheLocalHost=true org.wso2.carbon.bootstrap.Bootstrap
11:46:16  1044 be/4 mysql       0.00 B/s    0.00 B/s  0.00 %  0.01 % mysqld
11:46:16  1091 be/4 mysql       0.00 B/s    2.34 K/s  0.00 %  0.00 % mysqld
11:46:16  1036 be/4 mysql       0.00 B/s    0.00 B/s  0.00 %  0.00 % mysqld
