event count, actual distinct count
1,283
2,1155
3,1665
4,1472
5,1681
6,1156
7,1065
8,1877
9,1695
10,1837
11,1822
12,1628
13,1529
14,1627
15,1665
16,1563
17,1581
18,1508
19,1561
20,1534
21,1528
22,1375
23,1752
24,1658
25,1476
26,1940
27,1555
28,1658
29,1506
30,579
