events count, average value, timeSpent
308,5079.748129675811,1282
309,5091.1275,1284
310,5082.646616541353,1286
311,5166.803435114503,1288
312,5160.108571428572,1288
313,5146.487758945386,1290
314,5090.952261306533,1291
315,5079.629722921914,1291
316,5072.492424242424,1291
317,5063.564556962026,1292
318,5074.771573604061,1292
319,5064.073791348601,1292
320,5075.22193877551,1292
321,5067.097186700767,1293
322,5054.861538461539,1293
323,5065.7532133676095,1293
324,5077.595360824742,1293
325,5087.354005167958,1293
326,5100.362694300518,1295
327,5091.896103896104,1297
328,5100.359375,1299
329,5090.412532637076,1301
330,5098.303664921466,1304
331,5104.9343832020995,1311
332,5111.373684210526,1317
333,5106.696569920844,1319
334,5112.436507936508,1321
335,5120.068965517241,1323
336,5132.228723404255,1325
337,5142.834666666667,1330
338,5150.791443850268,1332
339,5155.635388739946,1334
340,5166.215053763441,1337
341,5166.323450134771,1343
342,5179.208108108108,1346
343,5180.6476964769645,1349
344,5188.39402173913,1351
345,5200.528610354223,1353
346,5134.716049382716,1356
347,5188.4672131147545,1356
348,5187.046575342466,1358
349,5178.675824175824,1362
350,5177.6391184573,1364
351,5166.881215469613,1370
352,5174.914127423823,1372
353,5168.480555555556,1376
354,5176.933147632312,1378
355,5166.614525139665,1380
356,5153.5994397759105,1382
357,5154.952247191011,1384
358,5145.898591549296,1386
359,5158.813559322034,1388
360,5165.464589235127,1389
361,5170.019886363636,1391
362,5179.19943019943,1394
363,5178.165714285714,1397
364,5172.19770773639,1401
365,5185.744252873563,1402
366,5199.0114942528735,1405
367,5195.92507204611,1412
368,5183.595375722543,1415
369,5191.414492753624,1418
370,5182.96511627907,1420
371,5196.3877551020405,1423
372,5187.014619883041,1425
373,5180.938416422287,1428
374,5174.404458598726,1430
375,5184.380530973452,1432
376,5187.931952662722,1434
377,5192.747774480712,1436
378,5183.520833333333,1437
379,5187.43880597015,1439
380,5175.808383233533,1441
381,5190.384384384384,1443
382,5204.373493975903,1445
383,5212.716012084592,1447
384,5215.230303030303,1448
385,5222.334346504559,1450
386,5229.539634146341,1452
387,5237.321100917431,1454
388,5226.558282208589,1457
389,5220.843076923077,1460
390,5224.169753086419,1462
391,5209.733746130031,1464
392,5200.133540372671,1466
393,5191.595015576324,1480
394,5177.1625,1480
395,5171.197492163009,1480
396,5159.223270440251,1481
397,5167.170347003154,1483
398,5155.898734177215,1485
399,5159.168253968254,1486
400,5157.935275080906,1486
401,5145.331168831169,1489
402,5156.2442996742675,1492
403,5149.722222222223,1495
404,5141.937704918033,1495
405,5133.141447368421,1495
406,5118.762376237623,1495
407,5130.943708609271,1495
408,5132.956810631229,1501
409,5146.573333333334,1503
410,5144.357859531772,1510
411,5135.231543624161,1522
412,5141.057239057239,1522
413,5129.445945945946,1524
414,5123.935593220339,1529
415,5108.925170068027,1534
416,5116.037542662116,1536
417,5114.811643835616,1538
418,5127.017182130584,1540
419,5124.144827586207,1543
420,5109.858131487889,1544
421,5093.243055555556,1546
422,5080.04181184669,1548
423,5072.786713286713,1550
424,5089.708771929824,1552
425,5089.514084507042,1555
426,5085.590106007067,1557
427,5095.929078014185,1559
428,5092.722419928826,1561
429,5109.318996415771,1563
430,5121.874100719425,1565
431,5127.4945848375455,1567
432,5114.246376811594,1569
433,5124.741818181818,1573
434,5124.799270072993,1575
435,5116.48717948718,1577
436,5112.558823529412,1579
437,5130.929889298893,1582
438,5136.418518518519,1583
439,5121.881040892194,1585
440,5125.910447761194,1588
441,5129.303370786517,1590
442,5129.2593984962405,1592
443,5119.384905660378,1593
444,5107.44696969697,1594
445,5110.726235741445,1595
446,5106.1488549618325,1596
447,5111.770114942528,1597
448,5119.307692307692,1598
449,5130.505791505791,1598
450,5138.081395348837,1599
451,5150.04280155642,1600
452,5137.71875,1601
453,5153.64705882353,1601
454,5143.511811023622,1602
455,5124.379446640316,1603
456,5129.829365079365,1606
457,5131.9123505976095,1607
458,5128.456,1608
459,5125.819277108434,1612
460,5142.790322580645,1612
461,5145.497975708502,1612
462,5244.970464135021,1613
463,5158.365853658536,1613
464,5158.808163265307,1613
465,5179.401639344263,1613
466,5191.6543209876545,1614
467,5184.252066115702,1614
468,5189.041493775933,1620
469,5207.441666666667,1622
470,5214.225941422595,1622
471,5233.861344537815,1622
472,5227.949152542373,1622
473,5163.62,1623
474,5151.009157509157,1625
475,5208.063829787234,1626
476,5193.525641025641,1626
477,5154.027422303474,1627
478,5151.259124087591,1627
479,5148.928961748634,1627
480,5155.598181818182,1628
481,5152.210526315789,1628
482,5146.11231884058,1628
483,5153.866184448463,1629
484,5158.0180505415165,1630
485,5163.713513513513,1630
486,5165.4334532374105,1630
487,5159.412926391383,1631
488,5157.370967741936,1631
489,5155.427549194991,1632
490,5189.454935622318,1632
491,5191.047413793103,1632
492,5156.819964349376,1633
493,5162.548042704626,1633
494,5161.403197158082,1634
495,5158.762411347518,1635
496,5154.66371681416,1635
497,5208.930735930736,1636
498,5206.608695652174,1636
499,5206.965065502183,1636
500,5160.563604240283,1637
501,5152.562610229277,1637
502,5196.201754385965,1638
503,5187.361233480176,1642
504,5174.061946902655,1642
505,5193.2,1643
506,5178.116071428572,1644
507,5186.716216216216,1644
508,5183.197309417041,1645
509,5184.524886877828,1645
510,5170.627272727273,1645
511,5174.246575342466,1647
512,5192.0,1647
513,5225.502325581396,1649
514,5200.451612903225,1649
515,5210.169902912621,1649
516,5227.532710280374,1650
517,5227.826291079812,1650
518,5240.4669811320755,1656
519,5229.962085308057,1657
520,5234.714285714285,1657
521,5203.165853658536,1657
522,5217.225490196079,1657
523,5210.453201970443,1657
524,5193.950495049505,1658
525,5197.258706467662,1658
526,5174.03,1658
527,5165.005025125628,1658
528,5250.321052631579,1658
529,5160.828282828283,1664
530,5213.523076923077,1665
531,5209.865979381443,1667
532,5209.658031088083,1667
533,5222.979166666667,1667
534,5248.089005235602,1667
535,5273.111111111111,1667
536,5255.132978723404,1667
537,5265.422459893048,1668
538,5291.204301075269,1668
539,5295.708108108108,1668
540,5281.66847826087,1671
541,5296.065573770492,1671
542,5306.324175824176,1672
543,5297.1988950276245,1672
544,5314.794444444445,1676
545,5317.748603351955,1676
546,5309.050561797752,1676
547,5331.960451977401,1677
548,5383.71686746988,1677
549,5155.7642857142855,1677
550,5175.495462794918,1680
551,5177.952727272727,1680
552,5181.100182149363,1680
553,5183.959854014599,1681
554,5179.7239488117,1681
555,5180.278388278388,1684
556,5186.064220183486,1684
557,5190.077205882353,1684
558,5186.850828729282,1684
559,5182.071955719557,1685
560,5179.2273567467655,1685
561,5180.435185185185,1685
562,5176.8441558441555,1685
563,5176.066914498141,1685
564,5181.322160148976,1685
565,5172.944029850746,1689
566,5179.132710280373,1689
567,5176.232209737827,1689
568,5175.02626641651,1689
569,5177.537593984963,1689
570,5173.870056497175,1689
571,5167.056603773585,1690
572,5168.187145557656,1690
573,5171.729166666667,1696
574,5177.853889943074,1696
575,5173.939163498098,1697
576,5178.9047619047615,1697
577,5172.641221374046,1697
578,5173.336520076482,1697
579,5173.626436781609,1697
580,5169.95009596929,1697
581,5169.655769230769,1697
582,5163.917148362235,1698
583,5155.708494208494,1698
584,5155.1798839458415,1698
585,5146.579457364341,1698
586,5140.499029126214,1698
587,5138.422178988327,1698
588,5139.869395711501,1698
589,5146.623046875,1698
590,5139.326810176125,1699
591,5135.0,1699
592,5140.300589390963,1699
593,5130.885826771653,1699
594,5137.443786982249,1699
595,5139.420948616601,1699
596,5137.1287128712875,1699
597,5136.482142857143,1700
598,5131.117296222664,1700
599,5122.5,1700
600,5131.848303393213,1704
601,5129.45,1704
602,5136.25250501002,1705
603,5156.055062166963,1705
604,5161.437943262411,1706
605,5133.620481927711,1712
606,5149.015533980582,1714
607,5135.497983870968,1715
608,5130.175757575757,1715
609,5125.5202429149795,1715
610,5134.3448275862065,1715
611,5137.668699186992,1715
612,5147.59393939394,1716
613,5126.969818913481,1716
614,5136.0262096774195,1718
615,5137.488888888889,1720
616,5141.516194331984,1722
617,5134.819472616633,1724
618,5140.339430894309,1726
619,5145.093686354378,1728
620,5141.975510204082,1730
621,5135.80163599182,1732
622,5137.983606557377,1734
623,5134.379876796715,1736
624,5125.026804123711,1738
625,5131.1821946169775,1740
626,5133.390495867769,1742
627,5138.452830188679,1756
628,5131.710775047259,1756
629,5127.085066162571,1756
630,5129.850378787879,1756
631,5152.548872180451,1756
632,5145.279245283019,1767
633,5154.37618147448,1767
634,5150.825757575758,1767
635,5158.153700189753,1767
636,5151.634980988593,1768
637,5176.21223709369,1768
638,5168.390804597701,1768
639,5165.994241842611,1768
640,5160.775,1768
641,5159.49710982659,1768
642,5154.544401544402,1769
643,5147.452611218569,1769
644,5151.013565891473,1769
645,5090.335403726708,1769
646,5148.029182879377,1769
647,5149.050682261209,1769
648,5139.951171875,1769
649,5141.890410958904,1770
650,5134.219607843137,1770
651,5142.671905697446,1773
652,5144.952755905511,1773
653,5136.406311637081,1774
654,5142.298418972332,1774
655,5149.89504950495,1774
656,5153.0,1774
657,5149.54780876494,1774
658,5145.946107784431,1774
659,5155.888,1775
660,5146.829659318637,1775
661,5153.636546184739,1775
662,5143.927565392354,1775
663,5141.709677419355,1778
664,5136.49898989899,1780
665,5134.085020242915,1780
666,5125.754563894523,1780
667,5118.548780487805,1782
668,5128.743380855397,1782
669,5123.324489795918,1783
670,5124.079754601227,1783
671,5120.920081967213,1783
672,5115.665297741273,1783
673,5106.063786008231,1784
674,5108.709278350516,1785
675,5114.303719008264,1785
676,5111.635610766046,1785
677,5110.6265560165975,1785
678,5106.120582120582,1785
679,5107.65625,1785
680,5097.799582463465,1788
681,5092.905857740586,1789
682,5087.928721174004,1789
683,5091.447478991597,1789
684,5083.296842105263,1796
685,5078.464135021097,1860
686,5070.357293868922,1860
687,5072.1949152542375,1872
688,5091.163900414937,1872
689,5097.467775467775,1876
690,5159.782,1876
691,5113.072874493927,1876
692,5152.136622390892,1883
693,5143.851485148515,1884
694,5155.453686200378,1884
695,5136.06746031746,1892
696,5135.763419483102,1896
697,5127.211155378486,1896
698,5118.816367265469,1906
699,5158.121212121212,1906
700,5155.884030418251,1908
701,5164.761904761905,1914
702,5167.742366412213,1915
703,5136.752515090543,1958
704,5183.726235741445,1958
705,5238.885204081633,1959
706,5160.158699808795,1964
707,5425.7991452991455,1964
708,5387.393162393162,1965
709,5376.395744680851,1965
710,5360.262711864407,1965
711,5360.5787234042555,1966
712,5348.662447257384,1973
713,5327.671111111111,1977
714,5294.66976744186,1979
715,5289.458333333333,1979
716,5285.6682242990655,1980
717,5308.554502369669,1981
718,5294.641509433963,1981
719,5288.948356807512,1981
720,5339.203389830508,1984
721,5356.218009478673,1984
722,5339.537735849057,1985
723,5367.638095238095,1985
724,5346.455399061033,1988
725,5323.27570093458,1989
726,5334.985915492958,1989
727,5310.388888888889,1989
728,5325.218604651162,1989
729,5290.981566820276,1990
730,5308.064220183486,1990
731,5314.5388127853885,1991
732,5302.634703196347,1996
733,5277.908256880734,2000
734,5233.794759825328,2007
735,5250.565789473684,2007
736,5241.57268722467,2007
737,5228.340707964602,2008
738,5245.173333333333,2008
739,5244.941964285715,2008
740,5286.818181818182,2008
741,5252.29596412556,2008
742,5275.063063063063,2008
743,5283.429864253394,2009
744,5272.3059360730595,2009
745,5289.353211009175,2009
