Expected distinct count
4900
6161
7498
8150
8290
8400
8350
8270
8600
8140
8100
8030
8131
7978
8090
8040
8140
8100
7970
7970
8040
8130
8111
8001
7947
8060
7950
7767
7932
7960
8050
8074
8005
8010
7950
8100
8040
7990
8110
8069
8147
8022
7960
8110
8040
8120
8030
8030
8120
7960
8090
8060
8210
8060
8020
8080
8090
8070
7900
8080
8100
7930
8070
8110
8030
7950
8050
7960
7920
7960
7940
8008
7982
8008
8010
7950
8080
8060
8030
8090
7950
7970
8014
8055
7907
7692
7970
8160
8098
8041
7980
8180
8070
8130
8020
8050
8000
8080
7970
8090
8070
8049
8137
8142
8090
8090
8080
8038
8021
7970
8090
8020
7990
8090
8080
8010
8070
8040
7860
7980
8050
8090
8140
7900
