Events Sent, Average throughput (events/second)
1434661,996.6814460001
1434762,996.6809826299
1434862,996.6812139425
1434962,996.6814452229
1435062,996.6816764711
1435163,996.6812132141
1435263,996.6814444461
1435363,996.6816756458
1435464,996.681212486
1435564,996.6814436695
1435664,996.6816748209
1435765,996.6812117582
1435865,996.6814428933
1435965,996.6816739962
1436065,996.681905067
1436166,996.6814421174
1436266,996.681673172
1436366,996.6819041943
1436467,996.6814413418
1436567,996.681672348
1436667,996.6819033221
1436767,996.6821342639
1436868,996.6816715245
1436968,996.6819024502
1437068,996.6821333437
1437169,996.6816707012
1437269,996.6819015786
1437369,996.6821324239
1437470,996.6816698783
1437570,996.6819007074
1437670,996.6821315044
1437770,996.6823622693
1437871,996.6818998366
1437971,996.6821305854
1438071,996.6823613021
1438172,996.6818989662
1438272,996.6821296667
1438372,996.6823603352
1438472,996.6825909715
1438573,996.6821287484
1438673,996.6823593687
1438773,996.6825899569
1438874,996.6821278305
1438974,996.6823584026
1439074,996.6825889426
1439174,996.6828194506
1439275,996.6823574369
1439375,996.6825879288
1439475,996.6828183886
1439576,996.6823564716
1439676,996.6825869154
1439776,996.6828173271
1439877,996.6823555068
1439977,996.6825859024
1440077,996.6828162661
1440177,996.6830465977
1440278,996.6825848899
1440378,996.6828152055
1440478,996.6830454891
1440579,996.6825838777
1440679,996.6828141453
1440779,996.6830443809
1440880,996.682582866
1440980,996.6828130855
1441080,996.6830432731
1441181,996.6825818547
1441281,996.6828120262
1441381,996.6830421658
1441481,996.6832722734
1441582,996.6828109674
1441682,996.683041059
1441782,996.6832711187
1441883,996.682809909
1441983,996.6830399526
1442083,996.6832699644
1442184,996.682808851
1442284,996.6830388467
1442384,996.6832688105
1442485,996.6828077935
1442585,996.6830377413
1442685,996.6832676572
1442785,996.6834975412
1442886,996.6830366363
1442986,996.6832665043
1443086,996.6834963405
1443187,996.6830355318
1443287,996.6832653519
1443387,996.6834951403
1443488,996.6830344277
1443588,996.6832642
1443688,996.6834939405
1443788,996.6837236492
1443889,996.6832630486
1443989,996.6834927413
1444089,996.6837224022
1444190,996.6832618977
1444290,996.6834915426
1444390,996.6837211556
1444491,996.6832607472
1444591,996.6834903443
1444691,996.6837199097
1444792,996.6832595972
1444892,996.6834891466
1444992,996.6837186642
1445093,996.6832584477
1445193,996.6834879494
1445293,996.6837174192
1445393,996.6839468574
1445494,996.6834867526
1445594,996.6837161748
1445694,996.6839455652
1445795,996.6834855564
1445895,996.6837149309
1445995,996.6839442737
1446095,996.6841735847
1446196,996.6837136875
1446296,996.6839429826
1446396,996.6841722461
1446497,996.6837124446
1446597,996.6839416921
1446697,996.6841709079
1446798,996.6837112023
1446898,996.6839404022
1446998,996.6841695704
1447098,996.6843987069
1447199,996.6839391127
1447299,996.6841682334
1447399,996.6843973224
1447500,996.6839378238
1447600,996.6841668969
1447700,996.6843959384
1447801,996.6839365355
1447901,996.684165561
1448001,996.684394555
1448101,996.6846235173
1448202,996.6841642257
1448302,996.6843931721
1448402,996.684622087
1448503,996.6841628909
1448603,996.6843917899
1448703,996.6846206572
1448804,996.6841615567
1448904,996.6843904082
1449004,996.6846192281
1449104,996.6848480164
1449205,996.6843890271
1449305,996.6846177996
1449405,996.6848465405
1449506,996.6843876466
1449606,996.6846163716
1449706,996.6848450651
1449807,996.6843862666
1449907,996.6846149443
1450007,996.6848435904
1450108,996.6843848872
1450208,996.6846135175
1450308,996.6848421163
1450408,996.6850706836
1450509,996.6846120913
1450609,996.6848406428
1450709,996.6850691627
1450810,996.6846106658
1450910,996.6848391699
1451010,996.6850676425
1451111,996.6846092408
1451211,996.6848376976
1451311,996.685066123
1451412,996.6846078164
1451512,996.684836226
1451612,996.685064604
1451713,996.6846063926
1451813,996.6848347549
1451913,996.6850630857
1452013,996.6852913851
1452114,996.6848332844
1452214,996.6850615681
1452314,996.6852898202
1452414,996.685518041
1452515,996.685060051
1452615,996.685288256
1452715,996.6855164296
1452816,996.6850585346
1452916,996.6852866924
1453016,996.6855148188
1453117,996.6850570188
1453217,996.6852851295
1453317,996.6855132088
1453417,996.6857412566
1453518,996.6852835672
1453618,996.6855115993
1453718,996.6857396001
1453819,996.6852820055
1453919,996.6855099906
1454019,996.6857379443
1454120,996.6852804445
1454220,996.6855083825
1454320,996.6857362891
1454420,996.6859641644
1454521,996.6855067751
1454621,996.6857346347
1454721,996.6859624629
1454822,996.6855051683
1454922,996.6857329809
1455022,996.6859607621
1455123,996.6855035622
1455223,996.6857313278
1455323,996.685959062
1455424,996.6855019568
1455524,996.6857296754
1455624,996.6859573626
1455724,996.6861850186
1455825,996.6857280236
1455925,996.6859556639
1456025,996.686183273
1456126,996.6857263726
1456226,996.6859539659
1456326,996.686181528
1456427,996.6857247222
1456527,996.6859522687
1456627,996.6861797838
1456728,996.6857230725
1456828,996.6859505721
1456928,996.6861780404
1457028,996.6864054775
1457129,996.6859488762
1457229,996.6861762976
1457330,996.6857197752
1457430,996.685947181
1457530,996.6861745556
1457630,996.686401899
1457731,996.6859454865
1457831,996.6861728143
1457931,996.6864001108
1458032,996.6859437927
1458132,996.6861710737
1458232,996.6863983235
1458333,996.6859420996
1458433,996.6861693338
1458533,996.6863965368
1458633,996.6866237086
1458734,996.6861675946
1458834,996.6863947509
1458934,996.686621876
1459035,996.6861658562
1459135,996.6863929657
1459235,996.6866200441
1459335,996.6868470913
1459436,996.6863911813
1459536,996.6866182129
1459636,996.6868452135
1459737,996.6863893975
1459837,996.6866163825
1459937,996.6868433364
1460038,996.6863876146
1460138,996.6866145529
1460238,996.6868414601
1460338,996.6870683362
1460439,996.686612724
1460539,996.6868395846
1460639,996.6870664141
1460740,996.6866108958
1460840,996.6868377098
1460940,996.6870644927
1461041,996.6866090685
1461141,996.6868358358
1461241,996.6870625722
1461342,996.6866072418
1461442,996.6868339626
1461542,996.6870606524
1461643,996.686605416
1461743,996.6868320902
1461843,996.6870587334
1461943,996.6872853456
1462044,996.6868302185
1462144,996.6870568152
1462244,996.6872833809
1462345,996.6868283476
1462445,996.6870548978
1462545,996.687281417
1462646,996.6868264775
1462746,996.6870529812
1462846,996.6872794539
1462946,996.6875058956
1463047,996.6870510653
1463147,996.6872774916
1463247,996.6875038869
1463348,996.6870491503
1463448,996.6872755301
1463548,996.687501879
1463649,996.6870472361
1463749,996.6872735694
1463849,996.6874998719
1463949,996.6877261435
1464050,996.6872716096
1464150,996.6874978657
1464250,996.6877240908
1464351,996.6872696505
1464451,996.6874958602
1464551,996.687722039
1464651,996.687948187
1464752,996.6874938556
1464852,996.6877199881
1464952,996.6879460897
1465053,996.6874918518
1465153,996.687717938
1465253,996.6879439933
1465353,996.6881700177
1465454,996.6877158887
1465554,996.6879418977
1465654,996.6881678759
1465755,996.6877138403
1465855,996.6879398031
1465955,996.688165735
1466055,996.6883916361
1466156,996.6879377092
1466256,996.6881635949
1466356,996.6883894498
1466457,996.6879356163
1466557,996.6881614557
1466657,996.6883872644
1466758,996.6879335241
1466858,996.6881593174
1466958,996.6883850799
1467058,996.6886108116
1467159,996.68815718
1467259,996.6883828963
1467359,996.6886085818
1467460,996.6881550434
1467560,996.6883807136
1467660,996.688606353
1467760,996.6888319616
1467861,996.6883785318
1467961,996.688604125
1468061,996.6888296876
1468162,996.6883763508
1468262,996.688601898
1468362,996.6888274145
1468463,996.6883741708
1468563,996.6885996719
1468663,996.6888251423
1468763,996.689050582
1468864,996.6885974467
1468964,996.6888228711
1469064,996.6890482647
1469165,996.6885952225
1469265,996.6888206008
1469365,996.6890459484
1469466,996.6885929991
1469566,996.6888183314
1469666,996.689043633
1469766,996.689268904
1469867,996.688816063
1469967,996.6890413186
1470067,996.6892665436
1470168,996.6888137954
1470268,996.6890390051
1470368,996.6892641842
1470469,996.6888115288
1470569,996.6890366926
1470669,996.6892618257
1470769,996.6894869283
1470870,996.689034381
1470970,996.6892594682
1471070,996.6894845249
1471171,996.6890320704
1471271,996.6892571117
1471371,996.6894821225
1471471,996.6897071026
1471572,996.6892547561
1471672,996.689479721
1471772,996.6897046553
1471873,996.6892524015
1471973,996.6894773206
1472073,996.6897022091
1472174,996.6892500479
1472274,996.6894749211
1472374,996.6896997638
1472474,996.6899245759
1472575,996.6894725226
1472675,996.6896973195
1472775,996.6899220859
1472876,996.6894701251
1472976,996.6896948762
1473076,996.6899195968
1473177,996.6894677286
1473277,996.6896924339
1473377,996.6899171088
1473478,996.689465333
1473578,996.6896899927
1473678,996.6899146218
1473779,996.6894629385
1473879,996.6896875524
1473979,996.6899121358
1474079,996.6901366887
1474180,996.6896851131
1474280,996.6899096508
1474380,996.6901341581
1474481,996.6896826748
1474581,996.6899071669
1474681,996.6901316285
1474782,996.6896802375
1474882,996.6899046839
1474982,996.6901290999
1475083,996.6896778012
1475183,996.689902202
1475283,996.6901265723
1475384,996.6896753659
1475484,996.689899721
1475584,996.6901240458
1475684,996.6903483402
1475785,996.6898972411
1475885,996.6901215203
1475985,996.6903457691
1476086,996.6898947622
1476186,996.6901189958
1476286,996.6903431991
1476387,996.6898922843
1476487,996.6901164724
1476587,996.6903406301
1476688,996.6898898075
1476788,996.69011395
1476888,996.6903380622
1476988,996.690562144
1477089,996.6901114286
1477189,996.6903354953
1477289,996.6905595317
1477390,996.6901089083
1477490,996.6903329295
1477590,996.6905569204
1477691,996.690106389
1477791,996.6903303647
1477891,996.6905543102
1477992,996.6901038707
1478092,996.690327801
1478192,996.690551701
1478293,996.6901013534
1478393,996.6903252383
1478493,996.6905490929
1478594,996.6900988371
1478694,996.6903226766
1478795,996.6898724975
1478895,996.6900963219
1478995,996.690320116
1479096,996.6898700287
1479196,996.6900938077
1479296,996.6903175565
1479397,996.6898675609
1479497,996.6900912945
1479597,996.6903149979
1479698,996.6898650941
1479798,996.6900887824
1479898,996.6903124405
1479999,996.6898626283
1480099,996.6900862713
1480199,996.690309884
1480300,996.6898601635
1480400,996.6900837611
1480500,996.6903073286
1480601,996.6898576997
1480701,996.6900812521
1480802,996.6896316996
1480902,996.6898552369
1481002,996.690078744
1481103,996.689629283
1481203,996.6898527751
1481303,996.6900762369
1481404,996.6896268675
1481504,996.6898503143
1481604,996.6900737309
1481705,996.6896244529
1481805,996.6898478545
1481905,996.6900712259
1482006,996.6896220393
1482106,996.6898453957
1482207,996.6893962854
1482307,996.6896196267
1482407,996.6898429379
1482508,996.689393919
1482608,996.6896172151
1482708,996.6898404811
1482809,996.6893915535
1482909,996.6896148044
1483009,996.6898380253
1483110,996.6893891889
1483210,996.6896123947
1483310,996.6898355704
1483411,996.6893868254
1483511,996.689609986
1483611,996.6898331166
1483712,996.6893844628
1483812,996.6896075783
1483913,996.6891590006
1484013,996.6893821011
1484113,996.6896051716
1484214,996.689156685
1484314,996.6893797404
1484414,996.6896027658
1484515,996.6891543703
1484615,996.6893773807
1484715,996.689600361
1484816,996.6891520566
1484916,996.6893750219
1485016,996.6895979572
1485117,996.6891497438
1485217,996.6893726641
1485318,996.6889245266
1485418,996.6891474319
1485518,996.6893703072
1485619,996.6889222607
1485719,996.689145121
1485819,996.6893679513
1485920,996.6889199957
1486020,996.689142811
1486120,996.6893655963
1486221,996.6889177316
1486321,996.689140502
1486421,996.6893632423
1486522,996.6889154685
1486622,996.6891381938
1486722,996.6893608893
1486823,996.6889132062
1486923,996.6891358867
1487024,996.6886882794
1487124,996.6889109449
1487224,996.6891335804
1487325,996.6886860639
1487425,996.6889086845
1487525,996.6891312751
1487626,996.6886838493
1487726,996.688906425
1487826,996.6891289707
1487927,996.6886816356
1488027,996.6889041664
1488128,996.6884569069
1488228,996.6886794228
1488328,996.6889019087
1488429,996.6884547399
1488529,996.6886772109
1488629,996.688899652
1488730,996.6884525737
1488830,996.6886749998
1488930,996.6888973961
1489031,996.6884504084
1489131,996.6886727897
1489231,996.6888951412
1489332,996.6884482439
1489432,996.6886705805
1489533,996.6882237587
1489633,996.6884460803
1489733,996.6886683721
1489834,996.6882216408
1489934,996.6884439177
1490034,996.6886661647
1490135,996.6882195237
1490235,996.6884417558
1490335,996.6886639581
1490436,996.6882174075
1490536,996.6884395949
1490636,996.6886617524
1490737,996.6882152922
1490837,996.6884374348
1490937,996.6886595477
1491038,996.6882131777
1491138,996.6884352756
1491239,996.687988981
1491339,996.688211064
1491439,996.6884331173
1491540,996.6879869129
1491640,996.6882089512
1491740,996.6884309598
1491841,996.6879848456
1491941,996.6882068393
1492041,996.6884288032
1492142,996.6879827791
1492242,996.6882047282
1492343,996.6877587793
1492443,996.6879807135
1492543,996.6882026179
1492644,996.6877567591
1492744,996.6879786487
1492844,996.6882005086
1492945,996.6877547398
1493045,996.6879765848
1493145,996.6881984
1493246,996.6877527213
1493346,996.6879745216
1493446,996.6881962923
1493547,996.6877507035
1493647,996.6879724594
1493748,996.6875269456
1493848,996.6877486866
1493948,996.6879703979
1494049,996.6875249741
1494149,996.6877466705
1494249,996.6879683373
1494350,996.6875230033
1494450,996.6877446552
1494550,996.6879662775
1494651,996.6875210333
1494751,996.6877426407
1494852,996.6872974716
1494952,996.6875190642
1495052,996.6877406271
1495152,996.6879621604
1495253,996.6875170958
1495353,996.6877386142
1495453,996.6879601031
1495554,996.6875151282
1495654,996.6877366022
1495754,996.6879580466
1495855,996.6875131614
1495955,996.6877345909
1496055,996.6879559909
1496156,996.6875111954
1496256,996.6877325805
1496356,996.6879539361
1496457,996.6875092301
1496557,996.6877305709
1496657,996.6879518821
1496758,996.6875072657
1496858,996.6877285621
1496958,996.6879498289
1497059,996.6875053021
1497159,996.6877265541
1497259,996.6879477766
1497359,996.6881689695
1497460,996.6877245469
1497560,996.687945725
1497660,996.6881668737
1497761,996.6877225405
1497861,996.6879436743
1497961,996.6881647787
1498062,996.6877205349
1498162,996.6879416245
1498262,996.6881626845
1498363,996.6877185302
1498463,996.6879395754
1498563,996.6881605912
1498664,996.6877165262
1498764,996.6879375272
1498864,996.6881584987
1498964,996.6883794407
1499065,996.6879354798
1499165,996.6881564071
1499265,996.6883773049
1499366,996.6879334332
1499466,996.6881543163
1499566,996.6883751699
1499667,996.6879313874
1499767,996.6881522263
1499867,996.6883730357
1499968,996.6879293425
1500068,996.6881501372
1500168,996.6883709025
1500268,996.6885916383
1500369,996.6881480489
1500469,996.68836877
1500569,996.6885894617
1500670,996.6881459615
1500770,996.6883666385
1500870,996.688587286
1500971,996.6881438749
1501071,996.6883645077
1501171,996.6885851112
1501271,996.6888056853
1501372,996.6883623779
1501472,996.6885829373
1501572,996.6888034673
1501673,996.6883602489
1501773,996.6885807642
1501873,996.6888012502
1501974,996.6883581207
1502074,996.688578592
1502174,996.6887990339
1502274,996.6890194465
1502375,996.6885764207
1502475,996.6887968186
1502575,996.6890171872
1502676,996.6885742502
1502776,996.6887946041
1502876,996.6890149287
1502977,996.6885720806
1503077,996.6887923905
1503177,996.6890126712
1503278,996.6885699119
1503378,996.6887901779
1503478,996.6890104145
1503578,996.6892306219
1503679,996.688787966
1503779,996.6890081588
1503879,996.6892283222
1503980,996.6887857551
1504080,996.6890059039
1504180,996.6892260235
1504281,996.6887835451
1504381,996.68900365
1504481,996.6892237257
1504581,996.6894437721
1504682,996.689001397
1504782,996.6892214288
1504882,996.6894414313
1504983,996.6889991448
1505083,996.6892191328
1505183,996.6894390915
1505284,996.6889968936
1505384,996.6892168377
1505484,996.6894367526
1505584,996.6896566382
1505685,996.6892145435
1505785,996.6894344146
1505885,996.6896542565
1505986,996.6892122503
1506086,996.6894320776
1506186,996.6896518757
1506286,996.6898716446
1506387,996.6894297415
1506487,996.6896494958
1506587,996.689869221
1506688,996.6894274063
1506788,996.6896471169
1506888,996.6898667983
1506988,996.6900864506
1507089,996.689644739
1507189,996.6898643767
1507289,996.6900839852
1507390,996.689642362
1507490,996.689861956
1507590,996.6900815208
1507691,996.6896399859
1507791,996.6898595362
1507891,996.6900790574
1507992,996.6896376108
1508092,996.6898571175
1508192,996.690076595
1508292,996.6902960435
1508393,996.6898546997
1508493,996.6900741336
1508593,996.6902935384
1508694,996.6898522828
1508794,996.6900716731
1508894,996.6902910344
1508995,996.689849867
1509095,996.6900692137
1509195,996.6902885313
1509295,996.6905078199
1509396,996.6900667552
1509496,996.6902860292
1509596,996.6905052743
1509697,996.6900642977
1509797,996.6902835282
1509897,996.6905027297
1509998,996.6900618411
1510098,996.6902810281
1510198,996.6905001861
1510299,996.6900593856
1510399,996.6902785291
1510499,996.6904976435
1510599,996.6907167289
1510700,996.690276031
1510800,996.6904951019
1510900,996.6907141439
1511001,996.6902735339
1511101,996.6904925614
1511201,996.6907115599
1511302,996.6902710378
1511402,996.6904900218
1511502,996.6907089769
1511602,996.690927903
1511703,996.6904874833
1511803,996.6907063949
1511903,996.6909252776
1512004,996.6904849458
1512104,996.690703814
1512204,996.6909226533
1512304,996.6911414636
1512405,996.6907012341
1512505,996.69092003
1512605,996.691138797
1512706,996.6906986553
1512806,996.6909174078
1512906,996.6911361314
1513007,996.6906960774
1513107,996.6909147866
1513207,996.6911334669
1513308,996.6906935006
1513408,996.6909121664
1513508,996.6911308034
1513608,996.6913494115
1513709,996.6909095473
1513809,996.691128141
1513909,996.6913467058
1514010,996.6909069293
1514110,996.6911254797
1514210,996.6913440012
1514311,996.6909043123
1514411,996.6911228194
1514511,996.6913412976
1514612,996.6909016963
1514712,996.6911201601
1514812,996.6913385952
1514912,996.6915570013
1515013,996.691117502
1515113,996.6913358938
1515213,996.6915542567
1515314,996.6911148448
1515414,996.6913331934
1515514,996.6915515132
1515615,996.6911121888
1515715,996.6913304942
1515815,996.6915487708
1515916,996.6911095338
1516016,996.691327796
1516116,996.6915460295
1516216,996.6917642341
1516317,996.6913250989
1516417,996.6915432892
1516517,996.6917614507
1516618,996.6913224029
1516718,996.6915405501
1516818,996.6917586685
1516919,996.6913197079
1517019,996.691537812
1517119,996.6917558873
1517219,996.6919739339
1517320,996.691535075
1517420,996.6917531072
1517520,996.6919711108
1517621,996.6915323391
1517721,996.6917503283
1517821,996.6919682888
1517922,996.6915296043
1518022,996.6917475504
1518122,996.6919654679
1518223,996.6915268706
1518323,996.6917447737
1518423,996.6919626481
1518523,996.6921804938
1518624,996.691741998
1518724,996.6919598294
1518824,996.6921776322
1518925,996.6917392235
1519025,996.6919570119
1519125,996.6921747717
1519226,996.69173645
1519326,996.6919541955
1519426,996.6921719123
1519527,996.6917336777
1519627,996.6919513802
1519727,996.692169054
1519827,996.6923866993
1519928,996.691948566
1520028,996.6921661969
1520128,996.6923837993
1520229,996.6919457529
1520329,996.692163341
1520429,996.6923809004
1520530,996.6919429409
1520630,996.6921604861
1520730,996.6923780027
1520831,996.6919401301
1520931,996.6921576324
1521031,996.6923751061
1521132,996.6919373204
1521232,996.6921547798
1521332,996.6923722107
1521432,996.6925896129
1521533,996.6921519284
1521633,996.6923693164
1521733,996.6925866759
1521834,996.692149078
1521934,996.6923664232
1522034,996.6925837399
1522135,996.6921462288
1522235,996.6923635313
1522335,996.6925808051
1522436,996.6921433807
1522536,996.6923606404
1522636,996.6925778715
1522736,996.6927950741
1522837,996.6923577507
1522937,996.6925749391
1523037,996.6927920989
1523138,996.6923548621
1523238,996.6925720078
1523338,996.6927891249
1523439,996.6923519747
1523539,996.6925690777
