events in window,avgHumidity
 132, 5224.424242424242
 126, 4978.460317460317
 141, 5365.198581560284
 147, 4919.285714285715
 131, 4818.946564885497
 130, 5124.784615384616
 136, 5188.169117647059
 138, 5039.18115942029
 147, 5183.482993197279
 138, 5143.891304347826
 136, 5145.183823529412
 133, 5017.6766917293235
 131, 4746.114503816794
 72, 4938.361111111111
 68, 4890.029411764706
 114, 4678.763157894737
 129, 4692.031007751938
 156, 5385.673076923077
 125, 4835.768
 133, 5117.436090225564
 130, 4913.807692307692
 127, 5382.204724409449
 131, 5341.0687022900765
 149, 5660.208053691275
 131, 4905.93893129771
 134, 5239.0298507462685
 137, 4972.109489051095
 132, 4742.007575757576
 116, 4970.448275862069
 81, 5566.172839506173
 85, 4562.64705882353
 100, 5267.42
 114, 5611.508771929824
 146, 4656.568493150685
 113, 5423.734513274337
 170, 5612.594117647059
 43, 5346.53488372093
 115, 5122.643478260869
 126, 4897.642857142857
 132, 4799.204545454545
 113, 5132.513274336283
 137, 4914.948905109489
 126, 5131.730158730159
 108, 5308.462962962963
 110, 5291.636363636364
 119, 5225.949579831933
 113, 5319.495575221239
 115, 4966.634782608696
 116, 4802.275862068966
 110, 5059.063636363637
 123, 4759.4390243902435
 121, 5101.322314049587
 150, 4582.673333333333
 117, 5282.65811965812
 111, 5040.153153153153
 133, 5263.849624060151
 174, 4833.074712643678
 84, 4801.6547619047615
 169, 5053.041420118343
 166, 5048.144578313253
 99, 4778.69696969697
 140, 4884.178571428572
 119, 5045.8403361344535
 101, 5190.19801980198
 129, 5552.837209302325
 110, 5365.645454545454
 138, 4956.210144927536
 93, 5316.89247311828
 135, 4847.2
 125, 4542.032
 113, 4956.778761061947
 133, 4969.541353383459
 242, 5077.553719008264
 19, 5307.1578947368425
 103, 5352.864077669903
 106, 5135.877358490566
 122, 5121.540983606557
 118, 4980.610169491525
 119, 5122.781512605042
 131, 4883.954198473282
 112, 4814.517857142857
 137, 5087.109489051095
 154, 4733.733766233766
 167, 5215.994011976048
 118, 4570.169491525424
 124, 5177.362903225807
 113, 5056.504424778761
 98, 4945.3877551020405
 113, 4688.982300884956
 111, 4904.495495495496
 116, 4682.232758620689
 106, 5062.396226415094
 127, 5265.354330708661
 111, 5219.342342342342
 119, 5016.470588235294
 120, 4611.433333333333
 112, 5101.392857142857
 114, 5249.061403508772
 119, 5123.126050420168
 119, 5253.5210084033615
 129, 5246.7441860465115
 130, 4894.676923076923
 123, 5000.544715447155
 228, 5073.5921052631575
 115, 4875.330434782609
 125, 4833.36
 114, 5360.903508771929
 117, 5064.384615384615
 134, 4922.350746268657
 125, 4950.912
 103, 4756.359223300971
 106, 4905.396226415094
 114, 4856.289473684211
 118, 4976.330508474576
 125, 5070.56
 115, 4990.278260869565
 110, 4784.081818181819
 37, 5105.2972972972975
 206, 5219.155339805825
 87, 4696.620689655172
 126, 4983.841269841269
 232, 5159.318965517241
 95, 5478.9473684210525
 120, 5297.616666666667
 115, 4383.652173913043
 118, 5342.559322033899
 121, 4980.702479338843
 120, 5024.633333333333
 89, 4713.9775280898875
 109, 5050.9908256880735
 104, 4999.778846153846
 170, 4994.888235294117
 89, 5237.38202247191
 121, 4462.520661157025
 117, 5271.358974358975
 121, 5628.818181818182
 251, 5105.04780876494
 125, 5322.72
 45, 4078.2444444444445
 93, 4962.784946236559
 127, 5473.968503937008
 91, 5235.010989010989
 158, 5094.126582278481
 108, 4864.2037037037035
 110, 4967.745454545455
 70, 5313.685714285714
 137, 5379.518248175183
 100, 5497.81
 116, 4859.922413793103
 84, 4493.035714285715
 132, 5002.151515151515
 219, 5022.493150684932
 119, 4696.16806722689
 142, 5276.2535211267605
 121, 4677.884297520661
 121, 4855.1322314049585
 48, 4368.145833333333
 127, 5016.377952755905
 110, 5121.381818181818
 130, 4751.792307692308
 114, 5290.017543859649
 128, 5007.5234375
 114, 5442.543859649123
 123, 4982.528455284553
 119, 4683.8403361344535
 103, 4726.456310679611
 258, 4815.321705426357
 116, 4796.517241379311
 108, 4889.277777777777
 108, 5241.62962962963
 124, 5053.830645161291
 116, 5223.741379310345
 101, 4423.069306930693
 205, 4858.351219512195
 47, 5626.531914893617
 124, 4784.467741935484
 116, 4952.25
 109, 5495.522935779816
 110, 5396.336363636364
 133, 5339.616541353384
 105, 4994.238095238095
 203, 4711.443349753695
 118, 5084.881355932203
 103, 4464.135922330097
 204, 5289.4607843137255
 31, 5105.129032258064
 119, 4814.3865546218485
 109, 5076.321100917431
 125, 5277.144
 116, 5296.741379310345
 130, 4802.830769230769
 128, 5261.5078125
 67, 5022.820895522388
 109, 4933.880733944954
 21, 5280.714285714285
