event count, avg, time spent
443,505569.6852619676, 2810
444,505251.1210981572, 2823
445,504992.5500938086, 2832
446,504978.57057281915, 2841
447,505134.1087037729, 2853
448,504951.78680581436, 2860
449,505181.93566381553, 2873
450,505261.01038961037, 2881
451,505232.2136245835, 2888
452,506044.2408570373, 2901
453,505626.3855510505, 2913
454,505340.90400882676, 2930
455,505642.12880733947, 2937
456,505686.11497619917, 2944
457,505548.00438436243, 2957
458,505545.70470288006, 2966
459,505638.67406329577, 2974
460,505184.3880217786, 3010
461,505404.5925389352, 3017
462,505646.3285146368, 3026
463,505517.994590696, 3041
464,505125.684059014, 3047
465,504776.8326750449, 3055
466,504772.188104622, 3071
467,504863.1240614945, 3079
468,505417.0838387442, 3092
469,505329.9644001424, 3102
470,505825.90976909414, 3117
471,506093.827011698, 3124
472,506087.68553236645, 3139
473,505605.7504412284, 3150
474,505285.0908770694, 3158
475,505374.94376098417, 3165
476,505350.75166608207, 3175
477,504612.85789289465, 3183
478,504381.7149842822, 3191
479,505121.98257232487, 3200
480,505600.08417391306, 3210
481,505239.7646650469, 3219
482,505081.2805680637, 3237
483,504999.2115451089, 3246
484,505166.07830286305, 3257
485,505705.88330464717, 3269
486,505818.5441429062, 3278
487,505752.9276654097, 3287
488,505863.433116661, 3299
489,506023.92762034823, 3310
490,506070.98262350936, 3319
491,506353.64909894596, 3329
492,506387.265693926, 3336
493,506389.0193024043, 3344
494,506726.905373437, 3351
495,506535.2772344013, 3367
496,506507.4836755301, 3374
497,506969.5256970104, 3383
498,506648.2179014415, 3394
499,506479.1191033791, 3406
500,505683.66878130217, 3415
501,505333.8307230923, 3442
502,506055.5244429664, 3448
503,505887.98539661465, 3457
504,505802.83736336534, 3464
505,505602.4958677686, 3471
506,505536.38634114154, 3478
507,505430.113269674, 3485
508,505500.8186000657, 3499
509,505712.2859954083, 3506
510,505512.81702127657, 3513
511,505226.80104541, 3521
512,504931.7998043691, 3538
513,504467.7822974292, 3547
