event count, max, time spent
357,992242, 40021
358,992242, 40135
359,992242, 40252
360,992242, 40363
361,992242, 40478
362,992242, 40594
363,992242, 40704
364,992242, 40814
365,992242, 40924
366,992242, 41035
367,992242, 41145
368,992242, 41255
369,992242, 41367
370,992242, 41485
371,992242, 41602
372,992242, 41720
373,992242, 41836
374,992242, 41954
375,992242, 42067
376,992242, 42178
377,992242, 42288
378,992242, 42401
379,992242, 42510
380,992242, 42621
381,992242, 42733
382,992242, 42849
383,992242, 42960
384,992242, 43073
385,992242, 43183
386,992242, 43295
387,992242, 43408
388,992242, 43519
389,992242, 43630
390,992242, 43745
391,992242, 43859
392,992242, 43975
393,992242, 44086
394,992242, 44195
395,992242, 44304
396,992242, 44415
397,992242, 44528
398,992242, 44642
399,992242, 44758
400,992242, 44872
401,992242, 44984
402,992242, 45095
403,992242, 45206
404,992242, 45317
405,992242, 45429
406,992242, 45540
407,992242, 45651
408,992242, 45763
409,992242, 45873
410,992242, 45984
411,992242, 46096
412,992242, 46208
413,992242, 46324
414,992242, 46441
415,992242, 46559
416,992242, 46676
417,992242, 46794
418,992242, 46911
419,992242, 47029
420,992242, 47147
421,992242, 47265
422,992242, 47382
423,992242, 47500
424,992242, 47618
425,992242, 47736
426,992242, 47853
427,992242, 47971
428,992242, 48087
429,992242, 48205
430,992242, 48317
431,992242, 48433
432,992242, 48550
433,992242, 48665
434,992242, 48774
435,992242, 48883
436,992242, 48992
437,992242, 49109
438,992242, 49226
439,992242, 49343
440,992242, 49460
441,992242, 49578
442,992242, 49695
443,992242, 49812
444,992242, 49930
445,992242, 50046
446,992242, 50164
447,992242, 50282
448,992242, 50399
449,992242, 50518
450,992242, 50635
451,992242, 50753
452,992242, 50870
453,992242, 50988
454,992242, 51106
455,992242, 51224
456,992242, 51340
457,992242, 51458
458,992242, 51575
459,992242, 51693
460,992242, 51811
461,992242, 51929
462,992242, 52044
463,992242, 52161
464,992242, 52279
465,992242, 52397
466,992242, 52514
467,992242, 52632
468,992242, 52749
469,992242, 52867
470,992242, 52983
471,992242, 53100
472,992242, 53218
473,992242, 53336
474,992242, 53453
475,992242, 53570
476,992242, 53687
477,992242, 53805
478,992242, 53924
479,992242, 54040
480,992242, 54157
481,992242, 54275
482,992242, 54392
483,992242, 54510
484,992242, 54627
485,992242, 54745
486,992242, 54863
487,992242, 54981
488,992242, 55099
489,992242, 55217
490,992242, 55335
491,992242, 55452
492,992242, 55570
493,992242, 55688
494,992242, 55805
495,992242, 55923
496,992242, 56040
497,992242, 56158
498,992242, 56276
499,992242, 56393
500,992242, 56510
501,992242, 56628
502,992242, 56745
503,992242, 56863
504,992242, 56981
505,992242, 57098
506,992242, 57216
507,992242, 57333
508,992242, 57451
509,992242, 57568
510,992242, 57686
511,992242, 57803
512,992242, 57922
513,992242, 58033
514,993972, 58150
515,993972, 58268
516,993972, 58382
517,993972, 58498
518,993972, 58616
519,993972, 58733
520,993972, 58851
521,993972, 58969
522,993972, 59087
523,993972, 59205
524,993972, 59323
525,993972, 59439
526,993972, 59557
527,993972, 59674
528,993972, 59791
529,993972, 59909
530,993972, 60026
531,993972, 60143
532,993972, 60261
533,993972, 60379
534,993972, 60496
535,993972, 60614
536,993972, 60731
537,993972, 60850
538,993972, 60967
539,993972, 61084
540,993972, 61203
541,993972, 61320
542,993972, 61437
543,993972, 61554
544,993972, 61672
545,993972, 61790
546,993972, 61908
547,993972, 62024
548,993972, 62141
549,993972, 62259
550,993972, 62377
551,993972, 62495
552,993972, 62613
553,993972, 62730
554,993972, 62848
555,993972, 62964
556,993972, 63081
557,993972, 63199
558,993972, 63317
559,993972, 63435
560,993972, 63552
561,993972, 63670
562,993972, 63787
563,993972, 63905
564,993972, 64023
565,993972, 64141
566,993972, 64259
567,993972, 64377
568,993972, 64495
569,993972, 64612
570,993972, 64730
571,993972, 64848
572,993972, 64963
573,993972, 65082
574,993972, 65200
575,993972, 65318
576,993972, 65435
577,993972, 65553
578,993972, 65670
579,993972, 65787
580,993972, 65905
581,993972, 66023
582,993972, 66140
583,993972, 66258
584,993972, 66374
585,993972, 66486
586,993972, 66596
587,993972, 66706
588,993972, 66817
589,993972, 66928
590,993972, 67040
591,993972, 67157
592,993972, 67275
593,993972, 67393
594,993972, 67510
595,993972, 67628
596,993972, 67745
597,993972, 67863
598,993972, 67980
599,993972, 68096
600,993972, 68213
601,993972, 68330
602,993972, 68447
603,993972, 68565
604,993972, 68683
605,993972, 68801
606,993972, 68918
607,993972, 69036
608,993972, 69154
609,993972, 69271
610,993972, 69388
611,993972, 69504
612,993972, 69619
613,993972, 69734
614,993972, 69850
615,993972, 69965
616,993972, 70079
617,993972, 70194
618,993972, 70308
619,993972, 70424
620,993972, 70538
621,993972, 70653
622,993972, 70768
623,993972, 70884
624,993972, 70998
625,993972, 71113
626,993972, 71228
627,993972, 71343
628,993972, 71458
629,993972, 71572
630,993972, 71688
631,993972, 71803
632,993972, 71917
633,993972, 72033
634,993972, 72159
635,993972, 72266
636,993972, 72382
637,993972, 72497
638,993972, 72613
639,993972, 72728
640,993972, 72843
641,993972, 72960
642,993972, 73074
643,993972, 73189
644,993972, 73304
645,993972, 73418
646,993972, 73533
647,993972, 73648
648,999502, 73763
649,999502, 73879
650,999502, 73994
651,999502, 74108
652,999502, 74223
653,999502, 74339
654,999502, 74454
655,999502, 74571
656,999502, 74686
657,999502, 74800
658,999502, 74915
659,999502, 75029
660,999502, 75144
661,999502, 75259
662,999502, 75374
663,999502, 75489
664,999502, 75604
665,999502, 75719
666,999502, 75834
667,999502, 75949
668,999502, 76063
669,999502, 76177
670,999502, 76292
671,999502, 76407
672,999502, 76522
673,999502, 76636
674,999502, 76752
675,999502, 76867
676,999502, 76981
677,999502, 77095
678,999502, 77210
679,999502, 77325
680,999502, 77440
681,999502, 77556
682,999502, 77671
683,999502, 77786
684,999502, 77901
685,999502, 78016
686,999502, 78131
687,999502, 78245
688,999502, 78360
689,999502, 78473
690,999502, 78588
691,999502, 78703
692,999502, 78818
693,999502, 78933
694,999502, 79048
695,999502, 79163
696,999502, 79281
697,999502, 79397
698,999502, 79512
699,999502, 79627
700,999502, 79742
701,999502, 79857
702,999502, 79972
703,999502, 80087
704,999502, 80202
705,999502, 80318
706,999502, 80433
707,999502, 80548
708,999502, 80664
709,999502, 80779
710,999502, 80894
711,999502, 81009
712,999502, 81124
713,999502, 81239
714,999502, 81354
715,999502, 81469
716,999502, 81584
717,999502, 81699
718,999502, 81813
719,999502, 81928
720,999502, 82043
721,999502, 82158
722,999502, 82272
723,999502, 82389
724,999502, 82502
725,999502, 82617
726,999502, 82733
727,999502, 82848
728,999502, 82962
729,999502, 83077
730,999502, 83192
731,999502, 83305
732,999502, 83420
733,999502, 83535
734,999502, 83650
735,999502, 83765
736,999502, 83880
737,999502, 83996
738,999502, 84111
739,999502, 84226
740,999502, 84341
741,999502, 84456
742,999502, 84570
743,999502, 84685
744,999502, 84801
745,999502, 84915
746,999502, 85026
747,999502, 85141
748,999502, 85256
749,999502, 85371
750,999502, 85487
751,999502, 85602
752,999502, 85717
753,999502, 85832
754,999502, 85947
755,999502, 86062
756,999502, 86177
757,999502, 86290
758,999502, 86399
759,999502, 86514
760,999502, 86629
761,999502, 86744
762,999502, 86859
763,999502, 86975
764,999502, 87089
765,999502, 87205
766,999502, 87320
767,999502, 87435
768,999502, 87550
769,999502, 87663
770,999502, 87778
771,999502, 87894
772,999502, 88008
773,999502, 88123
774,999502, 88237
775,999502, 88351
776,999502, 88467
777,999502, 88582
778,999502, 88697
779,999502, 88814
780,999502, 88928
781,999502, 89043
782,999502, 89158
783,999502, 89273
784,999502, 89388
785,999502, 89503
786,999502, 89618
787,999502, 89734
788,999502, 89850
789,999502, 89963
790,999502, 90078
791,999502, 90192
792,999502, 90308
793,999502, 90421
794,999502, 90537
795,999502, 90652
796,999502, 90767
797,999502, 90882
798,999502, 90997
799,999502, 91114
800,999502, 91229
801,999502, 91344
802,999502, 91459
803,999502, 91573
804,999502, 91688
805,999502, 91803
806,999502, 91918
807,999502, 92033
808,999502, 92148
809,999502, 92283
810,999502, 92398
811,999502, 92513
812,999502, 92628
813,999502, 92743
814,999502, 92861
815,999502, 92974
816,999502, 93087
817,999502, 93203
818,999502, 93317
819,999502, 93432
820,999502, 93547
821,999502, 93662
822,999502, 93777
823,999502, 93892
824,999502, 94008
825,999502, 94122
826,999502, 94238
827,999502, 94352
828,999502, 94467
829,999502, 94582
830,999502, 94697
831,999502, 94811
832,999502, 94926
833,999502, 95041
834,999502, 95157
835,999502, 95272
836,999502, 95387
837,999502, 95502
838,999502, 95616
839,999502, 95730
840,999502, 95845
841,999502, 95960
842,999502, 96075
843,999502, 96190
844,999502, 96306
845,999502, 96422
846,999502, 96537
847,999502, 96652
848,999502, 96767
849,999502, 96882
850,999502, 96998
851,999502, 97112
852,999502, 97227
853,999502, 97342
854,999502, 97456
855,999502, 97571
856,999502, 97687
857,999502, 97801
858,999502, 97917
859,999502, 98031
860,999502, 98146
861,999502, 98260
862,999502, 98375
863,999502, 98490
864,999502, 98605
865,999502, 98719
866,999502, 98834
867,999502, 98950
868,999502, 99064
869,999502, 99179
870,999502, 99294
871,999502, 99409
872,999502, 99524
873,999502, 99639
874,999502, 99755
875,999502, 99869
876,999502, 99984
877,999502, 100099
878,999502, 100214
879,999502, 100329
880,999502, 100444
881,999502, 100560
882,999502, 100675
883,999502, 100790
884,999502, 100906
885,999502, 101022
886,999502, 101137
887,999502, 101253
888,999502, 101368
889,999502, 101483
890,999502, 101598
891,999502, 101713
892,999502, 101828
893,999502, 101943
894,999502, 102058
895,999502, 102173
896,999502, 102288
897,999502, 102404
898,999502, 102519
899,999502, 102634
900,999502, 102748
901,999502, 102863
902,999502, 102977
903,999502, 103092
904,999502, 103208
905,999502, 103323
906,999502, 103438
907,999502, 103554
908,999502, 103669
909,999502, 103785
910,999502, 103900
911,999502, 104015
912,999502, 104130
913,999502, 104245
914,999502, 104360
915,999502, 104475
916,999502, 104590
917,999502, 104705
918,999502, 104820
919,999502, 104935
920,999502, 105051
921,999502, 105166
922,999502, 105280
923,999502, 105396
924,999502, 105511
925,999502, 105626
926,999502, 105740
927,999502, 105855
928,999502, 105970
929,999502, 106085
930,999502, 106201
931,999502, 106316
932,999502, 106431
933,999502, 106546
934,999502, 106661
935,999502, 106776
936,999502, 106891
937,999502, 107005
938,999502, 107119
939,999502, 107233
940,999502, 107348
941,999502, 107462
942,999502, 107577
943,999502, 107693
944,999502, 107808
945,999502, 107923
946,999502, 108038
947,999502, 108153
948,999502, 108269
949,999502, 108383
950,999502, 108493
951,999502, 108604
952,999502, 108718
953,999502, 108833
954,999502, 108945
955,999502, 109054
956,999502, 109161
957,999502, 109274
958,999502, 109388
959,999502, 109503
960,999502, 109617
961,999502, 109730
962,999502, 109845
963,999502, 109959
964,999502, 110075
965,999502, 110190
966,999502, 110305
967,999502, 110420
968,999502, 110535
969,999502, 110650
970,999502, 110765
971,999502, 110880
972,999502, 110995
973,999502, 111110
974,999502, 111225
975,999502, 111340
976,999502, 111455
977,999502, 111569
978,999502, 111684
979,999502, 111811
980,999502, 111918
981,999502, 112033
982,999502, 112148
983,999502, 112263
984,999502, 112378
985,999502, 112493
986,999502, 112608
987,999502, 112723
988,999502, 112838
989,999502, 112953
990,999502, 113068
991,999502, 113183
992,999502, 113298
